,Field_Name,Latitude,Longitude,Latitude_decimal,Longitude_decimal
533,M8V2121,"S 16° 21' 48.50""","W 48° 41' 22.50""",-16.363472222222224,-48.68958333333333
534,M6I2130,"S 19° 22' 46.70""","W 47° 11' 07.30""",-19.379638888888888,-47.185361111111106
535,M6I2131,"S 19° 21' 59.90""","W 47° 10' 23.50""",-19.36663888888889,-47.17319444444444
536,M6I2172,"S 19° 23' 09.50""","W 47° 11' 14.50""",-19.38597222222222,-47.18736111111111
537,M8V2109,"S 18° 08' 41.20""","W 50° 51' 04.40"" ",-18.144777777777776,-50.851222222222226
538,M8V2110,"S 18° 08' 08.40""","W 50° 51' 34.10""",-18.135666666666665,-50.85947222222222
539,M8V2111,"S 18° 07' 51.30""","W 50° 50' 55.30""",-18.130916666666668,-50.84869444444445
540,M7I21131,"S 17° 29' 45.40"" ","W 46° 59' 06.80""",-17.495944444444444,-46.98522222222223
541,M7I2196,"S 17° 30' 07.00""","W 46° 58' 57.70""",-17.501944444444444,-46.98269444444445
542,M7I2198,"S 17° 30' 23.10""","W 46° 59' 28.60""",-17.506416666666667,-46.99127777777778
543,M7I2199,"S 17° 29' 07.40""","W 46° 57' 50.00""",-17.485388888888888,-46.96388888888889
544,M7I2177,S 17° 00' 32.00'',W 47° 16' 58.00'',-17.00888888888889,-47.282777777777774
545,M7I2178,S 17° 01' 19.00'',W 47° 16' 37.00'',-17.021944444444443,-47.276944444444446
546,M7I2179,S 17° 00' 07.00'',W 47° 17' 09.00'',-17.001944444444444,-47.28583333333333
547,M7V2109,S 17° 00' 58.00'',W 47° 17' 05.00'',-17.016111111111112,-47.28472222222222
548,M7V2110,S 17° 01' 17.00'',W 47° 15' 52.00'',-17.02138888888889,-47.26444444444444
549,M6V2139,"S 18° 35' 51.10""","W 48° 13' 34.90"" ",-18.597527777777778,-48.22636111111111
550,M6V2140,"S 18° 34' 58.60""","W 48° 13' 41.40""",-18.582944444444443,-48.22816666666667
551,M6V2141,"S 18° 34' 58.60""","W 48° 13' 41.40"" ",-18.582944444444443,-48.22816666666667
552,M6V2142,"S 18° 35' 26.70""","W 48° 13' 15.20"" ",-18.59075,-48.220888888888894
553,M6V2143,"S 18° 34' 29.00""","W 48° 14' 03.40""",-18.57472222222222,-48.23427777777778
554,M6I21208,"S 18° 59' 39.00""","W 47° 38' 07.60""",-18.99416666666667,-47.635444444444445
555,M6I2189,"S 19° 00' 03.80""","W 47° 38' 27.40""",-19.001055555555556,-47.64094444444444
556,M6I2190,"S 19° 00' 03.80""","W 47° 38' 27.40""",-19.001055555555556,-47.64094444444444
557,M6I2191,"S 18° 59' 39.00""","W 47° 38' 07.50""",-18.99416666666667,-47.635416666666664
558,M6V2136,"S 19° 27' 13.10""","W 47° 55' 30.10""",-19.45363888888889,-47.92502777777778
559,M6I2132,"S 19° 15' 01.10""","W 47° 11' 37.80""",-19.250305555555556,-47.19383333333333
560,M6I2133,"S 19° 15' 10.10""","W 47° 11' 16.20""",-19.252805555555554,-47.18783333333333
561,M6I2171,"S 19° 12' 26.70""","W 47° 12' 08.50""",-19.207416666666667,-47.20236111111112
562,M6I2173,"S 19° 14' 57.20""","W 47° 14' 20.60""",-19.249222222222222,-47.23905555555556
563,M6V2119,"S 19° 13' 56.10""","W 47° 12' 16.00"" ",-19.232249999999997,-47.20444444444445
564,M6V2120,"S 19° 14' 40.00""","W 47° 13' 36.20"" ",-19.244444444444447,-47.22672222222222
565,M6V2121,"S 19° 14' 21.50""","W 47° 12' 44.60"" ",-19.239305555555557,-47.21238888888889
566,M6V2122,"S 19° 22' 00.90""","W 47° 10' 25.40""",-19.36691666666667,-47.17372222222222
567,M6V2123,"S 19° 14' 56.30""","W 47° 13' 59.70"" ",-19.248972222222225,-47.233250000000005
568,M8V2103,"S 15° 56' 39.10""","W 48° 52' 20.70""",-15.944194444444445,-48.872416666666666
569,M8V2106,"S 15° 57' 00.40""","W 48° 51' 41.90""",-15.950111111111111,-48.86163888888889
570,M8V2107,"S 15° 56' 03.40""","W 48° 52' 38.20"" ",-15.934277777777778,-48.87727777777778
571,M8V2108,"S 15° 56' 22.50""","W 48° 51' 58.70""",-15.939583333333333,-48.866305555555556
572,M6I2101,"S 17° 57' 38.00""","W 47° 28' 18.20""",-17.960555555555555,-47.471722222222226
573,M6V2155,"S 17° 57' 30.80""","W 47° 28' 50.60""",-17.958555555555556,-47.48072222222223
574,M6I2161,"S 19° 28' 18.50""","W 47° 50' 15.20""",-19.471805555555555,-47.83755555555556
575,M6V2144,"S 19° 28' 51.70""","W 47° 50' 01.30""",-19.481027777777776,-47.83369444444445
576,M6V2145,"S 19° 28 '26.30""","W 47° 49' 45.00"" ",-19.47397222222222,-47.82916666666667
577,M6V2164,"S 19° 16' 32.20""","W 47° 25' 49.40""",-19.27561111111111,-47.430388888888885
578,M6I21207,"S 17° 52' 43.10""","W 47° 29' 15.30""",-17.87863888888889,-47.48758333333333
579,M6I2139,"S 17° 54' 26.60""","W 47° 29' 10.60""",-17.90738888888889,-47.48627777777778
580,M6I2140,"S 17° 54' 27.10""","W 47° 29' 11.00""",-17.907527777777776,-47.48638888888889
581,M6I2141,"S 17° 54' 20.50""","W 47° 28' 40.50""",-17.905694444444443,-47.477916666666665
582,M6I2142,"S 17° 53' 22.90""","W 47° 29' 50.20""",-17.889694444444444,-47.49727777777778
583,M6I2143,"S 17° 52' 43.10""","W 47° 29' 15.30""",-17.87863888888889,-47.48758333333333
584,M6I2144,"S 17° 53' 28.10""","W 47° 28' 35.60""",-17.89113888888889,-47.47655555555556
585,M6I2145,"S 17° 53' 31.70""","W 47° 29' 19.70""",-17.892138888888887,-47.48880555555556
586,M6I21119,"S 17° 44' 11.90""","W 51° 20' 18.70""",-17.73663888888889,-51.33852777777778
587,M6I21120,"S 17° 43' 40.10""","W 51° 21' 34.70""",-17.727805555555555,-51.35963888888889
588,M6I21121,"S 17° 43' 48.60""","W 51° 20' 11.10""",-17.730166666666666,-51.33641666666667
589,M6I21123,"S 17° 41' 46.80""","W 51° 21' 47.10""",-17.696333333333335,-51.363083333333336
590,M6I21124,"S 17° 42' 27.60""","W 51° 21' 45.70""",-17.707666666666665,-51.36269444444444
591,M6I21125,"S 17° 44' 17.30""","W 51° 19' 39.00""",-17.73813888888889,-51.3275
592,M8V2112,"S 17° 42' 06.10""","W 51° 21' 10.00""",-17.701694444444446,-51.35277777777778
593,M8V2113,"S 17° 42' 44.70""","W 51° 20' 58.30""",-17.712416666666666,-51.34952777777778
594,M4V2153,"S 25° 14' 53.30""","W 50° 05' 13.60"" ",-25.24813888888889,-50.08711111111111
595,M4V2154,"S 25° 16' 28.60""","W 50° 05' 52.50""",-25.27461111111111,-50.09791666666667
596,M6I2146,"S 17° 51' 39.20""","W 47° 55' 47.80""",-17.86088888888889,-47.929944444444445
597,M6I2147,"S 17° 51' 46.50""","W 47° 56' 25.90""",-17.862916666666667,-47.940527777777774
598,M6I2148,"S 17° 51' 10.60""","W 47° 55' 02.50""",-17.852944444444447,-47.917361111111106
599,M6I2149,"S 17° 51' 32.50""","W 47° 56' 13.30""",-17.85902777777778,-47.93702777777777
600,M6I2150,"S 17° 52' 07.00""","W 47° 56' 12.50""",-17.86861111111111,-47.93680555555555
601,M6I2151,"S 17° 51' 15.50""","W 47° 56' 02.20""",-17.854305555555555,-47.93394444444444
602,M6I2152,"S 17° 52' 22.70""","W 47° 56' 22.40""",-17.872972222222224,-47.93955555555555
603,M6I21186,"S 17° 26' 39.90""","W 47° 48' 32.20""",-17.444416666666665,-47.80894444444444
604,M6I21187,"S 17° 26' 33.20""","W 47° 49' 08.80""",-17.442555555555554,-47.81911111111111
605,M6I21188,"S 17° 24' 49.40""","W 47° 48' 16.00""",-17.41372222222222,-47.80444444444444
606,M8V2144,"S 17° 25' 15.60""","W 47° 49' 38.30""",-17.421000000000003,-47.82730555555556
607,M8V2145,"S 17° 25' 45.20""","W 47° 49' 19.10"" ",-17.429222222222222,-47.82197222222223
608,M6I21150,"S 17° 23' 52.30""","W 50° 48' 37.70""",-17.397861111111112,-50.81047222222222
609,M6I21151,"S 17° 24' 06.60""","W 50° 48' 56.40""",-17.401833333333332,-50.815666666666665
610,M6I21152,"S 17° 24' 26.40""","W 50° 49' 38.20""",-17.40733333333333,-50.82727777777778
611,M6I21153,"S 17° 23' 05.30""","W 50° 50' 30.90""",-17.384805555555555,-50.84191666666667
612,M6I21154,"S 17° 24' 12.00""",W 50° 50' 04.00,-17.403333333333332,-50.83444444444444
613,M6I21155,"S 17° 23' 45.30""","W 50° 50' 29.60""",-17.395916666666665,-50.84155555555556
614,M6I21156,"S 17° 23' 26.10""","W 50° 49' 12.30""",-17.390583333333332,-50.820083333333336
615,M6I21157,"S 17° 23' 55.00""","W 50° 49' 31.00""",-17.398611111111112,-50.82527777777778
616,M6I21158,"S 17° 23' 01.00""","W 50° 49' 38.00""",-17.38361111111111,-50.827222222222225
617,M6I21159,"S 17° 23' 30.20""","W 50° 50' 01.00""",-17.39172222222222,-50.83361111111111
618,M6I21160,"S 17° 22' 34.00""","W 50° 50' 06.00""",-17.37611111111111,-50.835
619,M2I2118,S 15° 23' 00.121'',W 54° 26' 28.424'',-15.383366944444443,-54.44122888888889
620,M2I2119,S 15° 21' 40.100'',W 54° 25' 56.60'',-15.361138888888888,-54.43238888888889
621,M2I2120,"S 15° 13' 34.80""","W 53° 58' 54.90"" ",-15.226333333333333,-53.98191666666667
622,M2I2121,S 15° 22' 12.155'',W 54° 26' 14.726'',-15.370043055555556,-54.43742388888889
623,M2I2122,S 15° 23' 30.905'',W 54° 26' 59.428'',-15.391918055555555,-54.449841111111105
624,M2I2139,"S 15° 22' 12.20""","W 54° 26' 14.70""",-15.370055555555556,-54.437416666666664
625,M2I2140,"S 15° 23' 00.10""","W 54° 26' 28.40""",-15.38336111111111,-54.441222222222216
626,M2I2141,"S 15° 21' 40.10""","W 54° 25' 56.60"" ",-15.361138888888888,-54.43238888888889
627,M2I2142,"S 15° 23' 30.90""","W 54° 26' 59.40""",-15.391916666666667,-54.44983333333333
628,M7I2118,"S 17° 52' 25.90""","W 47° 12' 31.40""",-17.87386111111111,-47.20872222222223
629,M7I2119,"S 17° 50' 46.20""","W 47° 12' 20.40""",-17.846166666666665,-47.20566666666667
630,M7I2120,"S 17° 51' 31.50""","W 47° 12' 18.60""",-17.85875,-47.20516666666667
631,M7V2159,S 17° 51' 11.00'',W 47° 11' 35.00'',-17.853055555555557,-47.19305555555555
632,M6I2177,"S 18° 32' 58.20""","W 48° 42' 20.50""",-18.549500000000002,-48.70569444444445
633,M8V2124,"S 16° 42' 28.00""","W 48° 32' 50.90""",-16.70777777777778,-48.54747222222222
634,M8V2125,"S 16° 42' 01.70""","W 48° 32' 42.70""",-16.70047222222222,-48.54519444444444
635,M8V2126,"S 16° 41' 33.80""","W 48° 32' 43.90""",-16.692722222222223,-48.54552777777778
636,M8V2149,"S 16° 42' 01.70""","W 48° 32' 42.70""",-16.70047222222222,-48.54519444444444
637,M6V21110,"S 19° 07' 52.10""","W 47° 48' 50.80""",-19.131138888888888,-47.81411111111111
638,M6V21111,"S 19° 08' 21.50""","W 47° 48' 34.50""",-19.139305555555556,-47.80958333333333
639,M8V2127,"S 16° 47' 35.40""","W 48° 34' 15.30""",-16.793166666666668,-48.57091666666667
640,M8V2128,"S 16° 47' 47.50""","W 48° 34' 38.90""",-16.79652777777778,-48.57747222222223
641,M8V2129,"S 16° 48' 11.80""","W 48° 35' 17.30""",-16.80327777777778,-48.58813888888889
642,M8V2130,"S 16° 47' 57.40""","W 48° 34' 57.90""",-16.799277777777778,-48.582750000000004
643,M7V2137,S 16° 07' 31.00'',W 47° 26' 28.00'',-16.12527777777778,-47.441111111111105
644,M7V2138,S 16° 11' 33.00'',W 47° 31' 05.00'',-16.1925,-47.518055555555556
645,M7V2139,S 16° 08' 21.00'',W 47° 27' 05.00'',-16.139166666666664,-47.45138888888889
646,M7V2140,S 16° 09' 29.00'',W 47° 25' 30.00'',-16.158055555555553,-47.425
647,M7V2141,S 16° 11' 53.00'',W 47° 31' 40.00'',-16.198055555555555,-47.52777777777778
648,M6I2185,"S 17° 50' 33.50""","W 47° 52' 56.10""",-17.84263888888889,-47.88225
649,M6I2186,"S 17° 50' 40.50""","W 47° 52' 35.80""",-17.844583333333333,-47.87661111111111
650,M6I21146,"S 16° 13' 15.70""","W 47° 38' 26.70""",-16.221027777777778,-47.64075
651,M6I21147,"S 16° 14' 05.20""","W 47° 38' 27.70""",-16.23477777777778,-47.64102777777778
652,M6I21148,"S 16° 14' 25.80""","W 47° 37' 46.70""",-16.2405,-47.62963888888889
653,M6I21149,"S 16° 14' 21.00""","W 47° 39' 08.30""",-16.239166666666666,-47.65230555555556
654,M7I2156,"S 16° 37' 48.00""","W 47° 09' 55.00""",-16.63,-47.165277777777774
655,M7I2157,"S 16° 38' 19.00""","W 47° 10' 06.00""",-16.63861111111111,-47.16833333333333
656,M7I2158,"S 16° 37' 13.00""","W 47° 10' 34.00""",-16.62027777777778,-47.17611111111111
657,M7V2115,S 16° 36' 25.00'',W 47° 10' 33.00'',-16.606944444444444,-47.17583333333333
658,M7V2116,S 16° 36' 13.00'',W 47° 09' 01.00'',-16.603611111111114,-47.150277777777774
659,M7V2117,S 16° 36' 01.00'',W 47° 08' 30.00'',-16.60027777777778,-47.141666666666666
660,M7V2118,S 16° 36' 51.00'',W 47° 09' 59.00'',-16.61416666666667,-47.16638888888889
661,M7V2119,S 16° 36' 46.00'',W 47° 09' 30.00'',-16.61277777777778,-47.15833333333333
662,M7V2120,S 16° 40' 43.00'',W 47° 10' 46.00'',-16.678611111111113,-47.17944444444444
663,M6I21181,"S 20° 12' 56.90""","W 48° 14' 47.30""",-20.215805555555555,-48.24647222222222
664,M6I21182,"S 20° 12' 56.90""","W 48° 14' 47.30""",-20.215805555555555,-48.24647222222222
665,M4V2156,S 23° 27¿ 40.00'',W 48° 56¿ 22.00'',-23.461111111111112,-48.93944444444444
666,M4V2157,S 23° 27¿ 56.00'',W 48° 57¿ 00.00'',-23.465555555555554,-48.95
667,M4V2158,S 23° 27¿ 15.00'',W 48° 56¿ 54.00'',-23.454166666666666,-48.94833333333333
668,M7V2142,S 16° 34' 39.00'',W 47° 09' 46.00'',-16.5775,-47.16277777777778
669,M7V2143,S 16° 35' 09.00'',W 47° 08' 22.00'',-16.585833333333333,-47.13944444444444
670,M7V2144,S 16° 36' 01.00'',W 47° 09' 45.00'',-16.60027777777778,-47.1625
671,M7V2145,S 16° 35' 22.00'',W 47° 09' 57.00'',-16.589444444444442,-47.16583333333333
672,M7V2146,S 16° 34' 25.00'',W 47° 08' 51.00'',-16.57361111111111,-47.1475
673,M7V2147,S 16° 35' 54.00'',W 47° 08' 59.00'',-16.598333333333333,-47.14972222222222
674,M7V2155,S 16° 34' 56.00'',W 47° 09' 04.00'',-16.58222222222222,-47.151111111111106
675,M7I2101,S 17° 11' 36.00'',W 47° 23' 33.00'',-17.193333333333335,-47.3925
676,M7I2102,"S 17° 12' 52.00""","W 47° 27' 25.00""",-17.214444444444442,-47.456944444444446
677,M7I2103,"S 17° 13' 24.00""","W 47° 23' 36.00""",-17.223333333333333,-47.39333333333333
678,M7I2104,"S 17° 13' 53.00""","W 47° 26' 36.00""",-17.231388888888887,-47.44333333333333
679,M7I2105,"S 17° 13' 24.00""","W 47° 23' 36.00""",-17.223333333333333,-47.39333333333333
680,M7I2106,"S 17° 14' 03.00""","W 47° 24' 16.00""",-17.234166666666667,-47.404444444444444
681,M7I2107,"S 17° 13' 48.00""","W 47° 26' 05.00""",-17.229999999999997,-47.43472222222222
682,M7I2108,"S 17° 11' 53.00""","W 47° 22' 52.00""",-17.198055555555555,-47.38111111111111
683,M7I2194,"S 17° 12' 31.00""","W 47° 22' 38.00""",-17.20861111111111,-47.37722222222222
684,M7I2195,"S 17° 12' 25.00""","W 47° 23' 12.00""",-17.206944444444442,-47.38666666666666
685,M7V2121,S 17° 13' 42.00'',W 47° 26' 23.00'',-17.22833333333333,-47.439722222222215
686,M7V2122,S 17° 14' 05.00'',W 47° 25' 32.00'',-17.234722222222224,-47.425555555555555
687,M7V2123,S 17° 14' 26.00'',W 47° 26' 33.00'',-17.240555555555556,-47.442499999999995
688,M7V2124,S 17° 13' 13.00'',W 47° 24' 33.00'',-17.220277777777778,-47.409166666666664
689,M7V2125,S 17° 14' 26.00'',W 47° 25' 54.00'',-17.240555555555556,-47.431666666666665
690,M7V2126,S 17° 13' 59.00'',W 47° 23' 55.00'',-17.233055555555556,-47.39861111111111
691,M7V2127,S 17° 12' 12.00'',W 47° 22' 28.00'',-17.203333333333333,-47.37444444444444
692,M7V2128,S 17° 12' 09.00'',W 47° 23' 26.00'',-17.2025,-47.39055555555556
693,M7V2134,S 17° 13' 18.00'',W 47° 27' 01.00'',-17.221666666666664,-47.45027777777778
694,M4V2161,S 23° 30¿ 47.00'',W 49° 05¿ 30.00',-23.513055555555557,-49.09166666666667
695,M6V2146,"S 20° 16' 21.10""","W 47° 36' 21.80""",-20.27252777777778,-47.60605555555556
696,M6V2147,"S 20° 15' 55.90""","W 47° 36' 15.10""",-20.265527777777777,-47.604194444444445
697,M6V2102,"S 20° 21' 12.70""","W 47° 33' 26.30""",-20.353527777777778,-47.55730555555555
698,M6V2103,"S 20° 21' 35.70""","W 47° 33' 08.70""",-20.359916666666667,-47.552416666666666
699,M6V2101,"S 20° 23' 27.00""","W 47° 41' 33.00""",-20.390833333333333,-47.692499999999995
700,M4V2130,S 23° 39¿ 10.00'',W 48° 59¿ 06.00'',-23.652777777777775,-48.985
701,M2I2102,S 15° 22' 12.551'',S 54° 27' 59.267'',-15.370153055555557,-54.46646305555556
702,M2I2103,S 15° 23' 29.216'',W 54° 27' 41.656'',-15.391448888888888,-54.46157111111111
703,M2I2104,S 15° 23' 17.498'',W 54° 28' 48.810'',-15.388193888888889,-54.480225000000004
704,M2I2105,S 15° 22' 58.336'',W 54° 28' 06.992'',-15.382871111111111,-54.46860888888889
705,M2I2106,S 15° 22' 55.852'',W 54° 27' 25.384'',-15.382181111111112,-54.45705111111111
706,M2V2106,"S 15° 22' 13.53""","W 54° 27' 08.86""",-15.370425000000001,-54.45246111111111
707,M2V2108,S 15° 19' 20.12'',W 54° 29' 17.61'',-15.322255555555556,-54.488225
708,M2V2109,S 15° 18' 47.59'',W 54° 29' 24.24'',-15.313219444444446,-54.49006666666667
709,M4V2162,"S 23° 28' 58.40""","W 48° 50' 02.20""",-23.482888888888887,-48.83394444444445
710,M4V2163,"S 23° 28' 29.00""","W 48° 49' 53.60""",-23.47472222222222,-48.83155555555556
711,M4V2164,"S 23° 28' 13.00""","W 48° 50' 08.50"" ",-23.470277777777778,-48.83569444444445
712,M4V2171,"S 23° 28' 49.80""","W 48° 49' 42.20"" ",-23.4805,-48.828388888888895
713,M6I21189,"S 17° 29' 13.20""","W 47° 52' 09.80""",-17.487000000000002,-47.86938888888889
714,M8V2132,"S 17° 30' 17.50""","W 47° 53' 27.30""",-17.50486111111111,-47.89091666666667
715,M4V2126,S 23° 36' 01.00'',W 48° 45' 29.00'',-23.60027777777778,-48.75805555555556
716,M4V2127,S 23° 35¿ 22.00'',W 48° 44¿ 37.00'',-23.589444444444442,-48.743611111111115
717,M4V2148,S 23° 35¿ 05.00'',W 48° 44¿ 09.00'',-23.584722222222222,-48.73583333333333
718,M6V21101,"S 18° 53' 40.40""","W 46° 32' 59.30""",-18.894555555555556,-46.54980555555555
719,M6V21102,"S 18° 55' 57.40""","W 46° 33' 26.40""",-18.93261111111111,-46.55733333333333
720,M4V2135,S 23° 45' 47.00'',W 48° 55' 27.00'',-23.763055555555557,-48.924166666666665
721,M4V2137,S 23° 46¿ 31.00'',W 48° 56¿ 16.00'',-23.775277777777777,-48.937777777777775
722,M4V2138,S 23° 46¿ 25.00'',W 48° 53¿ 53.00'',-23.77361111111111,-48.89805555555556
723,M4V2139,S 23° 47¿ 09.00'',W 48° 54¿ 36.00'',-23.785833333333336,-48.91
724,M4V2140,S 23° 47¿ 02.00'',W 48° 54¿ 05.00'',-23.78388888888889,-48.90138888888889
725,M4V2141,S 23° 48¿ 49.00'',W 48° 58¿ 10.00'',-23.81361111111111,-48.96944444444445
726,M4V2136,S 23° 50' 37.00'',W 48° 53' 25.00'',-23.84361111111111,-48.890277777777776
727,M2I2123,S 15° 18' 34.00'',W 54° 09' 46.00'',-15.309444444444445,-54.16277777777778
728,M2V2119,S 15° 18' 02.00'',W 54° 09' 26.60'',-15.300555555555556,-54.15738888888889
729,M8V2116,"S 17° 52' 15.80""","W 52° 04' 06.80"" ",-17.871055555555557,-52.06855555555556
730,M8V2117,"S 17° 52' 20.80""","W 52° 03' 32.80""",-17.872444444444444,-52.05911111111111
731,M8V2118,"S 17° 51' 47.90""","W 52° 03' 28.80"" ",-17.863305555555556,-52.058
732,M8V2119,"S 17° 51' 52.60""","W 52° 02' 54.00""",-17.864611111111113,-52.04833333333333
733,M8V2120,"S 17° 52' 25.10""","W 52° 02' 58.80""",-17.87363888888889,-52.04966666666667
734,M2I2114,"S 13° 24' 37.30""","W 56° 08' 34.90""",-13.410361111111111,-56.143027777777775
735,M2I2115,"S 13° 25' 06.80""","W 56° 09' 02.70""",-13.418555555555555,-56.150749999999995
736,M2I2116,"S 13° 25' 20.10""","W 56° 08' 24.40""",-13.42225,-56.14011111111111
737,M2I2117,"S 13° 25' 52.4""","W 56° 08' 45.10""",-13.431222222222221,-56.14586111111111
738,M2I2136,"S 13° 24' 46.00""","W 56° 07' 19.00""",-13.412777777777778,-56.121944444444445
739,M2I2137,"S 13° 25' 05.00""","W 56° 06' 39.00""",-13.418055555555554,-56.11083333333333
740,M2I2143,"S 13° 25' 37.00""","W 56° 07' 16.00""",-13.426944444444445,-56.12111111111111
741,M2I2144,"S 13° 24' 50.50""","W 56° 07' 56.50""",-13.414027777777779,-56.13236111111111
742,M2V2120,"S 13° 20' 02.30""","W 56° 04' 48.00"" ",-13.333972222222222,-56.080000000000005
743,M2V2121,"S 13° 20' 04.10""","W 56° 05' 16.90"" ",-13.334472222222223,-56.08802777777778
744,M2V2122,"S 13° 23' 20.70""","W 56° 07' 26.30"" ",-13.389083333333334,-56.12397222222222
745,M2V2123,"S 13° 20' 05.00""","W 56° 06' 38.50""",-13.334722222222222,-56.11069444444445
746,M2V2124,"S 13° 23' 57.80""","W 56° 07' 36.90"" ",-13.399388888888888,-56.126916666666666
747,M2V2125,"S 13° 19' 57.50""","W 56° 05' 57.00"" ",-13.332638888888889,-56.09916666666667
748,M6I2102,"S 17° 40' 43.50""","W 47° 32' 35.30""",-17.67875,-47.54313888888889
749,M6I2103,"S 17° 40' 46.20""","W 47° 33' 14.70""",-17.6795,-47.55408333333333
750,M6I2107,"S 18° 01' 49.20""","W 47° 26' 43.90""",-18.03033333333333,-47.44552777777778
751,M6I2108,"S 18° 02' 08.10""","W 47° 26' 09.30""",-18.035583333333335,-47.435916666666664
752,M6I2109,"S 18° 01' 14.20""","W 47° 24' 59.50""",-18.02061111111111,-47.41652777777777
753,M6I2110,"S 18° 01' 42.10""","W 47° 25' 23.60""",-18.02836111111111,-47.42322222222222
754,M6I2111,"S 18° 01' 31.80""","W 47° 24' 36.20""",-18.025499999999997,-47.41005555555555
755,M6I2112,"S 18° 02' 19.40""","W 47° 26' 58.10""",-18.038722222222223,-47.44947222222222
756,M6I2113,"S 18° 02' 37.80""","W 47° 25' 42.00""",-18.043833333333335,-47.42833333333333
757,M6I2114,"S 18° 02' 40.80""","W 47° 26' 24.80""",-18.044666666666668,-47.44022222222222
758,M6I2115,"S 18° 01' 49.60""","W 47° 27' 24.40""",-18.030444444444445,-47.45677777777778
759,M6V2148,"S 18° 01' 42.10""","W 47° 25' 23.60""",-18.02836111111111,-47.42322222222222
760,M6V2149,"S 18° 02' 08.10""","W 47° 26' 09.30""",-18.035583333333335,-47.435916666666664
761,M6I2178,"S 18° 38' 32.60""","W 48° 39' 43.10""",-18.64238888888889,-48.66197222222222
762,M4V2132,"S 24° 04' 44.90""","W 49° 01' 18.10"" ",-24.079138888888888,-49.02169444444444
763,M4V2133,S 24° 03' 33.00'',W 49° 01' 13.00'',-24.059166666666666,-49.02027777777778
764,M4V2134,"S 24° 06' 07.60""","W 49° 00' 48.90""",-24.102111111111114,-49.01358333333334
765,M4V2175,"S 24° 03' 57.10""","W 49° 01' 44.90""",-24.06586111111111,-49.02913888888889
766,M4V2128,S 23° 34¿ 51.00'',W 49° 03¿ 55.00'',-23.580833333333334,-49.06527777777777
767,M4V2149,S 23° 34¿ 41.00'',W 49° 02¿ 51.00'',-23.578055555555554,-49.0475
768,M6V2107,"S 19° 19' 51.10""","W 47° 30' 26.00""",-19.330861111111112,-47.507222222222225
769,M6V2108,"S 19° 20' 29.50""","W 47° 30' 36.30""",-19.341527777777777,-47.510083333333334
770,M6V2109,"S 19° 20' 47.40""","W 47° 29' 51.00""",-19.3465,-47.4975
771,M6V2110,"S 19° 21' 05.60""","W 47° 29' 37.60""",-19.351555555555557,-47.49377777777778
772,M6V2111,"S 19° 20' 05.20""","W 47° 30' 50.00"" ",-19.334777777777777,-47.513888888888886
773,M6V2112,"S 19° 19' 28.00""","W 47° 30' 39.70""",-19.324444444444445,-47.51102777777778
774,M6V2168,"S 18° 54' 40.4""","W 46° 30' 46.40""",-18.91122222222222,-46.51288888888889
775,M6V2169,"S 18° 54' 38.90""","W 46° 29' 23.30""",-18.910805555555555,-46.489805555555556
776,M6V2170,"S 18° 54' 41.00""","W 46° 29' 50.50""",-18.911388888888887,-46.49736111111111
777,M6V2171,"S 18° 54' 37.70""","W 46° 30' 21.10"" ",-18.91047222222222,-46.50586111111111
778,M6V2172,"S 18° 55' 04.40""","W 46° 29' 34.40"" ",-18.91788888888889,-46.49288888888889
779,M6V2183,"S 18° 54' 56.60""","W 46° 29' 07.20""",-18.91572222222222,-46.48533333333334
780,M6V2189,"S 18° 54' 09.90""","W 46° 29' 13.00"" ",-18.902749999999997,-46.48694444444445
781,M6I2104,"S 17° 38' 10.60""","W 47° 25' 48.40""",-17.636277777777778,-47.43011111111111
782,M6I2105,"S 17° 37' 58.20""","W 47° 26' 24.20""",-17.632833333333334,-47.44005555555555
783,M2V2126,"S 15° 12' 57.568""","W 54° 06' 08.273""",-15.21599111111111,-54.10229805555556
784,M2V2127,"S 15° 13' 19.056""","W 54° 06' 32.803""",-15.22196,-54.10911194444444
785,M7I2147,"S 16° 27' 31.00""","W 47° 05' 44.00""",-16.45861111111111,-47.095555555555556
786,M7I2148,"S 16° 27' 02.90""","W 47° 07' 52.20""",-16.450805555555554,-47.131166666666665
787,M7I2149,"S 16° 27' 06.00""","W 47° 05' 19.00""",-16.451666666666664,-47.08861111111111
788,M7I2180,"S 16° 27' 08.00""","W 47° 06' 13.00""",-16.452222222222222,-47.103611111111114
789,M6I2116,"S 20° 09' 55.00""","W 48° 12' 52.70""",-20.165277777777778,-48.21463888888889
790,M6I2117,"S 20° 08' 47.80""","W 48° 13' 23.00""",-20.14661111111111,-48.223055555555554
791,M6I2118,"S 20° 09' 14.40""","W 48° 13' 28.00""",-20.154,-48.224444444444444
792,M6I2119,"S 20° 09' 26.40""","W 48° 12' 55.40""",-20.15733333333333,-48.21538888888889
793,M6I2120,"S 20° 09' 11.70""","W 48° 13' 00.90""",-20.15325,-48.21691666666667
794,M6I2121,"S 20° 09' 55.90""","W 48° 13' 21.50""",-20.165527777777775,-48.22263888888889
795,M6I2122,"S 20° 09' 38.40""","W 48° 13' 44.00""",-20.160666666666664,-48.22888888888889
796,M6I2123,"S 20° 09' 43.30""","W 48° 13' 17.10""",-20.162027777777777,-48.22141666666667
