,Field_Name,Latitude,Longitude,Latitude_decimal,Longitude_decimal
1063,M7I2193,"S 14° 49' 03.16""","W 47° 45' 38.44""",-14.817544444444444,-47.76067777777778
1064,M6I21169,"S 16° 24' 58.00""","W 48° 52' 02.80""",-16.41611111111111,-48.867444444444445
1065,M6I2180,"S 16° 44' 43.10""","W 48° 28' 52.20""",-16.745305555555557,-48.48116666666667
1066,M6I2181,"S 17° 42' 32.40""","W 50° 48' 53.50""",-17.709,-50.81486111111111
1067,M6I2106,"S 18° 19' 50.30""","W 47° 40' 54.80""",-18.33063888888889,-47.681888888888885
1068,M6I21133,"S 16° 24' 04.10""","W 47° 51' 48.40""",-16.401138888888887,-47.86344444444445
1069,M6I21131,"S 16° 24' 32.00""","W 47° 51' 41.50""",-16.40888888888889,-47.86152777777778
1070,M6I21132,"S 16° 24' 49.20""","W 47° 51' 14.30""",-16.413666666666664,-47.853972222222225
1071,M6I21130,"S 16° 23' 16.40""","W 47° 52' 05.00""",-16.387888888888888,-47.86805555555556
1072,M2I2134,"S 15° 22' 28.40""","W 54° 47' 55.50""",-15.374555555555556,-54.79875
1073,M2I2135,"S 15° 22' 24.46""","W 54° 48' 33.31""",-15.373461111111112,-54.80925277777777
1074,M4V2144,S 23° 07¿ 57.00'',W 49° 12¿ 01.00'',-23.1325,-49.20027777777778
1075,M4V2150,S 23° 08¿ 17.00'',W 49° 11¿ 38.00'',-23.138055555555557,-49.193888888888885
1076,M8V2148,"S 16° 25' 50.50""","W 47° 29' 37.70""",-16.430694444444445,-47.493805555555554
1077,M8V2150,"S 16° 25' 48.40""","W 47° 31' 06.10""",-16.430111111111113,-47.51836111111111
1078,M8V2137,"S 17° 17' 35.40""","W 51° 20' 07.40""",-17.293166666666668,-51.33538888888889
1079,M8V2138,"S 17° 18' 00.80""","W 51° 19' 46.50""",-17.300222222222224,-51.32958333333334
1080,M8V2157,"S 17° 17' 00.90""","W 51° 20' 03.60""",-17.283583333333336,-51.33433333333333
1081,M4V2168,S 23° 35¿ 29.00'',W 48° 53¿ 20.00'',-23.591388888888886,-48.888888888888886
1082,M6V2158,"S 18° 46' 26.60""","W 47° 47' 03.00""",-18.774055555555556,-47.784166666666664
1083,M6V2159,"S 18° 45' 58.00""","W 47° 47' 29.00""",-18.766111111111112,-47.79138888888889
1084,M6V2160,"S 18° 46' 02.00""","W 47° 46' 47.30""",-18.76722222222222,-47.779805555555555
1085,M8V2133,"S 17° 14' 37.90""","W 50° 50' 31.20"" ",-17.243861111111112,-50.842000000000006
1086,M8V2134,"S 17° 13' 46.60""","W 50° 49' 54.30"" ",-17.229611111111108,-50.83175000000001
1087,M8V2135,"S 17° 14' 10.50""","W 50° 50' 17.70""",-17.236250000000002,-50.83825
1088,M8V2136,"S 17° 14' 18.80""","W 50° 50' 55.30""",-17.238555555555557,-50.84869444444445
1089,M6V2184,"S 18° 51' 20.50""","W 48° 22' 46.10""",-18.855694444444445,-48.379472222222226
1090,M6V2185,"S 18° 51' 47.20""","W 48° 23' 10.30""",-18.863111111111113,-48.38619444444444
1091,M8V2131,"S 16° 23' 56.50""","W 47° 29' 53.70""",-16.39902777777778,-47.49825
1092,M8V2139,"S 16° 21' 35.00""","W 48° 01' 09.70""",-16.359722222222224,-48.01936111111111
1093,M8V2140,"S 16° 22' 28.80""","W 48° 00' 57.90""",-16.374666666666666,-48.016083333333334
1094,M8V2141,"S 16° 21' 56.5""","W 48° 01' 14.60""",-16.365694444444447,-48.02072222222222
1095,M8V2142,"S 16° 21' 10.30""","W 48° 00' 57.60"" ",-16.352861111111114,-48.016
1096,M8V2143,"S 16° 22' 20.50""","W 48° 01' 20.40"" ",-16.37236111111111,-48.022333333333336
1097,M6I2134,"S 19° 28' 09.90""","W 47° 52' 54.80""",-19.469416666666664,-47.88188888888889
1098,M6I2135,"S 19° 29' 01.20""","W 47° 52' 33.70""",-19.483666666666668,-47.87602777777778
1099,M6I2136,"S 19° 28' 41.00""","W 47° 53' 03.30""",-19.478055555555553,-47.88425
1100,M6I2137,"S 19° 27' 35.30""","W 47° 53' 06.90""",-19.459805555555555,-47.88525
1101,M6I2138,"S 19° 28' 33.30""","W 47° 52' 34.30""",-19.475916666666667,-47.876194444444444
1102,M6V2186,"S 18° 55' 34.90""","W 47° 49' 38.10""",-18.926361111111113,-47.82725000000001
1103,M6V2187,"S 18° 56' 00.40""","W 47° 49' 32.50""",-18.933444444444444,-47.825694444444444
1104,M8V2146,"S 16° 30' 42.50""","W 47° 31' 52.3"" ",-16.511805555555554,-47.531194444444445
1105,M6I21205,"S 18° 43' 19.30""","W 47° 48' 10.40""",-18.722027777777775,-47.80288888888889
1106,M6I2164,"S 18° 43' 13.60""","W 47° 47' 28.10""",-18.720444444444443,-47.79113888888889
1107,M6I2165,"S 18° 42' 07.20""","W 47° 48' 21.90""",-18.701999999999998,-47.80608333333333
1108,M6I2166,"S 18° 42' 23.70""","W 47° 48' 50.50""",-18.70658333333333,-47.814027777777774
1109,M6I2167,"S 18° 42' 52.40""","W 47° 48' 52.80""",-18.714555555555556,-47.81466666666666
1110,M6I2168,"S 18° 43' 13.80""","W 47° 48' 03.40""",-18.720499999999998,-47.80094444444444
1111,M6I2183,"S 18° 43' 08.20""","W 47° 47' 33.00""",-18.718944444444443,-47.7925
1112,M6I2184,"S 18° 42' 43.40""","W 47° 48' 18.60""",-18.712055555555555,-47.805166666666665
1113,M6V2173,"S 18° 43' 46.60""","W 47° 47' 55.40""",-18.729611111111108,-47.79872222222222
1114,M6V2174,"S 18° 43' 08.20""","W 47° 47' 33.00"" ",-18.718944444444443,-47.7925
1115,M6V2175,"S 18° 42' 43.40""","W 47° 48' 18.60"" ",-18.712055555555555,-47.805166666666665
1116,M6V2176,"S 18° 42' 07.20""","W 47° 48' 21.20"" ",-18.701999999999998,-47.80588888888889
1117,M6V2177,"S 18° 44' 01.30""","W 47° 48' 16.40"" ",-18.733694444444446,-47.80455555555555
1118,M7I2129,S 15° 22' 21.00'',W 48° 17' 26.00'',-15.3725,-48.29055555555556
1119,M7I2130,S 16° 26' 11.00'',W 47° 20' 09.00'',-16.43638888888889,-47.33583333333333
1120,M7I2131,S 16° 27' 29.00'',W 47° 20' 08.00'',-16.458055555555553,-47.33555555555556
1121,M7I2132,S 16° 27' 17.00'',W 47° 19' 37.00'',-16.454722222222223,-47.32694444444445
1122,M7I2133,S 16° 26' 17.00'',W 47° 21' 13.00'',-16.438055555555557,-47.353611111111114
1123,M7I2134,S 16° 26' 47.00'',W 47° 21' 03.00'',-16.44638888888889,-47.350833333333334
1124,M7I2135,S 16° 25' 56.00'',W 47° 18' 12.00'',-16.432222222222222,-47.30333333333333
1125,M7I2136,S 16° 26' 36.00'',W 47° 18' 36.00'',-16.443333333333335,-47.309999999999995
1126,M7V2129,S 16° 26' 48.00'',W 47° 20' 30.00'',-16.446666666666665,-47.34166666666667
1127,M7V2130,S 16° 26' 10.00'',W 47° 20' 42.00'',-16.43611111111111,-47.345
1128,M7V2131,S 16° 25' 25.00'',W 47° 19' 33.00'',-16.42361111111111,-47.325833333333335
1129,M7V2132,S 16° 25' 04.00'',W 47° 18' 48.00'',-16.41777777777778,-47.31333333333333
1130,M7V2133,S 16° 25' 27.00'',W 47° 18' 54.00'',-16.424166666666668,-47.315
1131,M8V2147,"S 17° 16' 12.80""","W 51° 20' 45.90""",-17.27022222222222,-51.34608333333333
1132,M6I21102,"S 18° 42' 21.20""","W 47° 58' 20.20""",-18.70588888888889,-47.97227777777778
1133,M6V2178,"S 18° 43' 02.30""","W 47° 58' 27.50"" ",-18.717305555555555,-47.97430555555556
1134,M6V2179,"S 18° 42' 40.60""","W 47° 57' 44.30""",-18.711277777777777,-47.96230555555556
1135,M6V2181,"S 18° 42' 21.20""","W 47° 58' 20.20"" ",-18.70588888888889,-47.97227777777778
1136,M8V2154,"S 17° 24' 56.40""","W 51° 21' 52.50""",-17.415666666666667,-51.364583333333336
1137,M8V2155,"S 17° 24' 53.70""","W 51° 22' 27.20""",-17.414916666666667,-51.37422222222222
1138,M8V2156,"S 17° 24' 56.4""","W 51° 21' 52.50"" ",-17.415666666666667,-51.364583333333336
1139,M8V2151,"S 17° 13' 51.60""","W 51° 38' 26.10""",-17.230999999999998,-51.64058333333333
1140,M6V2197,"S 18° 45' 45.70""","W 47° 37' 36.30"" ",-18.762694444444445,-47.62675
1141,M6V2198,"S 18° 46' 00.60""","W 47° 37' 10.80"" ",-18.76683333333333,-47.61966666666667
1142,M6V21100,"S 19° 38' 48.00""","W 47° 23' 23.90""",-19.646666666666665,-47.38997222222222
1143,M6V2199,"S 19° 38' 26.40""","W 47° 23' 15.80""",-19.640666666666664,-47.38772222222222
1144,M2V2128,"S 15° 08' 05.071""","W 54° 07' 52.496""",-15.134741944444444,-54.13124888888889
1145,M2V2129,"S 15° 08' 37.154""","W 54° 08' 25.292""",-15.143653888888888,-54.14035888888889
1146,M6I21183,"S 19° 33' 55.10""","W 47° 47' 25.20""",-19.565305555555558,-47.79033333333333
1147,M6I21184,"S 19° 34' 07.90""","W 47° 46' 55.60""",-19.56886111111111,-47.782111111111114
1148,M6I21185,"S 19° 26' 36.60""","W 47° 51' 34.50""",-19.4435,-47.85958333333333
1149,M6V21109,"S 19° 26' 36.60""","W 47° 51' 34.50""",-19.4435,-47.85958333333333
1150,M6V2191,"S 19° 26' 46.40""","W 47° 51' 03.30""",-19.44622222222222,-47.85091666666667
1151,M6V2192,"S 19° 26' 37.20""","W 47° 49' 20.40""",-19.443666666666665,-47.82233333333334
1152,M6V2194,"S 19° 28' 58.00""","W 47° 51' 01.60""",-19.482777777777777,-47.85044444444445
1153,M6V2195,"S 19° 29' 29.30""","W 47° 51' 09.20""",-19.491472222222225,-47.852555555555554
1154,M6V2196,"S 19° 28' 25.30""","W 47° 47' 18.90""",-19.473694444444444,-47.78858333333333
1155,M6I21143,"S 17° 24' 28.40""","W 51° 28' 01.90""",-17.407888888888888,-51.467194444444445
1156,M6I21144,"S 17° 25' 00.60""","W 51° 27' 37.60""",-17.416833333333333,-51.46044444444445
1157,M6I21145,"S 17° 25' 02.20""","W 51° 28' 23.80""",-17.41727777777778,-51.47327777777778
1158,M8V2160,"S 17° 26' 36.60""","W 51° 31' 49.80""",-17.4435,-51.530499999999996
1159,M8V2161,"S 17° 26' 35.30""","W 51° 30' 30.40"" ",-17.44313888888889,-51.50844444444444
1160,M8V2162,"S 17° 26' 35.30""","W 51° 30' 30.40"" ",-17.44313888888889,-51.50844444444444
1161,M8V2163,"S 17° 23' 49.80""","W 51° 28' 59.20""",-17.397166666666667,-51.483111111111114
1162,M8V2164,"S 17° 27' 03.20""","W 51° 31' 25.50""",-17.450888888888887,-51.52375
1163,M4V2176,"S 25° 17' 51.50""","W 50° 08' 25.30""",-25.29763888888889,-50.14036111111111
1164,M6I2188,"S 19° 28' 06.60""","W 47° 17' 39.90""",-19.4685,-47.29441666666666
1165,M6V2156,"S 19° 29' 07.20""","W 47° 18' 41.50""",-19.485333333333333,-47.311527777777776
1166,M6V2157,"S 19° 28' 47.80""","W 47° 18' 28.30""",-19.479944444444442,-47.30786111111111
1167,M7I2174,S 14° 51' 38.00'',W 47° 40' 24.00'',-14.860555555555555,-47.67333333333333
1168,M7I2175,S 14° 51' 24.00'',W 47° 39' 45.00'',-14.856666666666666,-47.6625
1169,M7I2176,"S 14° 51' 57.80""","W 47° 39' 06.70""",-14.866055555555555,-47.65186111111111
1170,M7I2182,S 17° 25' 14.00'',W 47° 09' 16.00'',-17.420555555555556,-47.154444444444444
1171,M7I2183,S 17° 25' 28.00'',W 47° 09' 46.00'',-17.424444444444447,-47.16277777777778
1172,M7I2184,S 17° 25' 55.00'',W 47° 09' 46.00'',-17.431944444444447,-47.16277777777778
1173,M7I2185,S 17° 25' 34.00'',W 47° 08' 34.00'',-17.426111111111112,-47.14277777777778
1174,M7I2186,S 16° 15' 04.00'',W 46° 35' 33.00'',-16.25111111111111,-46.5925
1175,M7I2187,S 16° 14' 35.00'',W 46° 35' 32.00'',-16.243055555555557,-46.592222222222226
1176,M7I2188,S 16° 14' 34.00'',W 46° 36' 00.00'',-16.24277777777778,-46.6
1177,M7I2189,S 16° 14' 47.00'',W 46° 35' 05.00'',-16.24638888888889,-46.584722222222226
1178,M6I21179,"S 19° 24' 23.10""","W 47° 20' 09.20""",-19.406416666666665,-47.33588888888889
1179,M6I21180,"S 19° 23' 43.50""","W 47° 21' 09.20""",-19.395416666666666,-47.352555555555554
1180,M6I2187,"S 18° 44' 30.10""","W 47° 47' 08.60""",-18.741694444444445,-47.78572222222222
1181,M7I2192,"S 14° 49' 13.40""","W 47° 48' 23.80""",-14.820388888888889,-47.80661111111111
1182,M7I21101,"S 14° 57' 58.00""","W 47° 51' 43.00""",-14.966111111111111,-47.86194444444445
1183,M7I21102,"S 14° 58' 04.00""","W 47° 52' 02.00""",-14.967777777777778,-47.867222222222225
1184,M7I21103,"S 14° 57' 17.00""","W 47° 51' 45.00""",-14.954722222222221,-47.862500000000004
1185,M7I21104,"S 14° 57' 45.00""","W 47° 52' 25.00""",-14.962499999999999,-47.87361111111111
1186,M7I21105,"S 14° 57' 40.00""","W 47° 51' 58.00""",-14.96111111111111,-47.86611111111111
1187,M6I21190,"S 16° 21' 56.20""","W 47° 35' 43.50""",-16.36561111111111,-47.59541666666667
1188,M6I21191,"S 16° 22' 08.60""","W 47° 34' 58.20""",-16.369055555555555,-47.58283333333333
1189,M6I21192,"S 16° 22' 40.00""","W 47° 34' 45.30""",-16.37777777777778,-47.57925
1190,M6I21193,"S 16° 21' 38.80""","W 47° 35' 15.20""",-16.36077777777778,-47.58755555555556
1191,M6I21194,"S 19° 07' 51.20""","W 47° 48' 22.60""",-19.13088888888889,-47.80627777777777
1192,M6I21195,"S 19° 07' 26.50""","W 47° 48' 09.30""",-19.12402777777778,-47.80258333333333
1193,M6I21196,"S 19° 08' 22.40""","W 47° 48' 33.80""",-19.139555555555557,-47.80938888888888
1194,M6I21197,"S 19° 08' 57.90""","W 47° 48' 28.20""",-19.149416666666667,-47.80783333333333
1195,M2I2146,"S 15° 30' 10.60""","W 54° 07' 47.30""",-15.502944444444445,-54.129805555555556
1196,M6I21199,"S 16° 24' 05.30""","W 47° 36' 57.30""",-16.40147222222222,-47.61591666666667
1197,M6I21200,"S 16° 23' 33.70""","W 47° 37' 10.60""",-16.392694444444444,-47.61961111111111
1198,M6I21201,"S 16° 24' 41.20""","W 47° 37' 21.20""",-16.41144444444444,-47.62255555555556
1199,M6I21202,"S 16° 25' 19.30""","W 47° 37' 24.00""",-16.422027777777778,-47.623333333333335
1200,M2I2147,"S 12° 59' 35.60""","W 55° 52' 01.30""",-12.993222222222222,-55.86702777777778
1201,M2I2148,"S 13° 00' 03.50""","W 55° 52' 18.00""",-13.000972222222222,-55.87166666666667
1202,M2I2149,"S 12° 59' 18.80""","W 55° 51' 04.60""",-12.988555555555555,-55.85127777777778
