,yield per ha,CO2/ha,N_as_Urea_%,N_as_Nitrate_%,N_as_Ammonium_%,P_as_Phosphorus_%,P_as_P2O5_%,K_as_Potassium_%,K_as_K2O_%
11961,3768.75,936.96,46.0,0.0,0.0,0,0,0,0
11971,3768.75,936.96,46.0,0.0,0.0,0,0,0,0
11981,2285.0,1256.85,0.0,52.0,0.0,0,0,10,0
11991,2285.0,1256.85,0.0,0.0,0.0,0,0,0,60
12001,2285.0,1256.85,46.0,0.0,0.0,0,0,0,0
12011,2285.0,1256.85,46.0,0.0,0.0,0,0,0,0
12021,5246.444444444444,521.17,0.0,0.0,0.0,0,0,0,60
12031,5246.444444444444,521.17,46.0,0.0,0.0,0,0,0,0
12041,5246.444444444444,521.17,46.0,0.0,0.0,0,0,0,0
12051,5914.347826086957,1119.41,0.0,0.0,11.0,0,52,0,0
12061,5914.347826086957,1119.41,0.0,0.0,0.0,0,0,0,60
12071,5914.347826086957,1119.41,46.0,0.0,0.0,0,0,0,0
12081,1947.625,183.82,0.0,0.0,11.0,0,52,0,0
12091,1947.625,183.82,0.0,0.0,0.0,0,0,0,60
12101,1947.625,183.82,46.0,0.0,0.0,0,0,0,0
12111,5128.16,887.96,0.0,0.0,11.0,0,52,0,0
12121,5128.16,887.96,0.0,0.0,0.0,0,0,0,60
12131,5128.16,887.96,46.0,0.0,0.0,0,0,0,0
12141,4500.0,134.81,0.0,36.0,0.0,0,0,12,0
12151,4500.0,134.81,0.0,0.0,0.0,0,0,0,60
12161,4500.0,134.81,46.0,0.0,0.0,0,0,0,0
12171,4338.064516129032,-270.7,0.0,0.0,21.0,0,0,0,0
12181,4338.064516129032,-270.7,0.0,0.0,11.0,0,52,0,0
12191,4338.064516129032,-270.7,0.0,0.0,11.0,0,52,0,0
12201,4338.064516129032,-270.7,0.0,0.0,0.0,0,0,0,60
12211,4338.064516129032,-270.7,46.0,0.0,0.0,0,0,0,0
12221,4040.9836065573772,78.11,0.0,0.0,11.0,0,52,0,0
12231,4040.9836065573772,78.11,0.0,0.0,0.0,0,0,0,60
12241,4040.9836065573772,78.11,46.0,0.0,0.0,0,0,0,0
12251,3475.0819672131147,498.02,0.0,0.0,11.0,0,52,0,0
12261,3475.0819672131147,498.02,0.0,0.0,11.0,0,52,0,0
12271,3475.0819672131147,498.02,0.0,0.0,11.0,0,52,0,0
12291,3475.0819672131147,498.02,0.0,0.0,0.0,0,0,0,60
12301,3475.0819672131147,498.02,46.0,0.0,0.0,0,0,0,0
12311,3134.266666666667,675.88,0.0,0.0,21.0,0,0,0,0
12321,3134.266666666667,675.88,0.0,0.0,11.0,0,52,0,0
12331,3134.266666666667,675.88,0.0,0.0,11.0,0,52,0,0
12341,3134.266666666667,675.88,0.0,0.0,11.0,0,52,0,0
12351,3134.266666666667,675.88,0.0,0.0,0.0,0,0,0,60
12361,3134.266666666667,675.88,46.0,0.0,0.0,0,0,0,0
12371,4511.190476190476,1260.4,0.0,0.0,11.0,0,52,0,0
12381,4511.190476190476,1260.4,0.0,0.0,11.0,0,52,0,0
12391,4511.190476190476,1260.4,0.0,0.0,11.0,0,52,0,0
12401,4511.190476190476,1260.4,0.0,0.0,0.0,0,0,0,60
12411,4511.190476190476,1260.4,46.0,0.0,0.0,0,0,0,0
12421,3002.2,518.34,0.0,0.0,11.0,0,52,0,0
12431,3002.2,518.34,0.0,0.0,0.0,0,0,0,60
12441,3002.2,518.34,46.0,0.0,0.0,0,0,0,0
12451,1616.8,-65.3,0.0,13.5,13.5,0,0,0,0
12461,1616.8,-65.3,0.0,0.0,11.0,0,52,0,0
12471,1616.8,-65.3,0.0,0.0,0.0,0,0,0,60
12481,2097.92,785.26,0.0,5.0,0.0,27,0,8,0
12491,2097.92,785.26,0.0,0.0,0.0,0,0,0,60
12501,2097.92,785.26,46.0,0.0,0.0,0,0,0,0
12511,2097.92,785.26,46.0,0.0,0.0,0,0,0,0
12521,3279.52,1050.97,0.0,10.0,0.0,27,0,8,0
12531,3279.52,1050.97,0.0,0.0,0.0,0,0,0,60
12541,3279.52,1050.97,46.0,0.0,0.0,0,0,0,0
12551,3314.4,1153.82,0.0,10.0,0.0,27,0,8,0
12561,3314.4,1153.82,0.0,0.0,0.0,0,0,0,60
12571,3314.4,1153.82,46.0,0.0,0.0,0,0,0,0
12581,3390.0,1549.26,0.0,5.0,0.0,27,0,8,0
12591,3390.0,1549.26,0.0,0.0,0.0,0,0,0,60
12601,3390.0,1549.26,46.0,0.0,0.0,0,0,0,0
12611,3390.0,1549.26,46.0,0.0,0.0,0,0,0,0
12621,4465.52,1085.45,0.0,5.0,0.0,27,0,8,0
12631,4465.52,1085.45,0.0,0.0,0.0,0,0,0,60
12641,4465.52,1085.45,46.0,0.0,0.0,0,0,0,0
12651,4952.321428571428,-92.35,0.0,0.0,0.0,0,0,0,60
12661,4952.321428571428,-92.35,46.0,0.0,0.0,0,0,0,0
12671,4952.321428571428,-92.35,46.0,0.0,0.0,0,0,0,0
12681,6272.391304347826,-266.22,0.0,0.0,0.0,0,0,60,0
12691,6272.391304347826,-266.22,0.0,6.0,0.0,30,0,10,0
12701,6272.391304347826,-266.22,0.0,45.0,0.0,0,0,0,0
12711,6272.391304347826,-266.22,0.0,0.0,11.0,0,52,0,0
12721,6272.391304347826,-266.22,0.0,0.0,0.0,0,0,0,60
12731,6272.391304347826,-266.22,46.0,0.0,0.0,0,0,0,0
12741,6545.3448275862065,297.04,0.0,0.0,0.0,0,0,60,0
12751,6545.3448275862065,297.04,0.0,6.0,0.0,30,0,10,0
12761,6545.3448275862065,297.04,0.0,25.0,0.0,0,0,25,0
12771,6545.3448275862065,297.04,0.0,45.0,0.0,0,0,0,0
12781,6545.3448275862065,297.04,0.0,0.0,11.0,0,52,0,0
12791,6545.3448275862065,297.04,46.0,0.0,0.0,0,0,0,0
12801,4036.6666666666665,-773.93,0.0,0.0,0.0,0,0,0,60
12811,2085.0,61.57,0.0,0.0,0.0,0,0,0,60
12821,2085.0,61.57,46.0,0.0,0.0,0,0,0,0
12831,2112.328767123288,1437.37,0.0,36.0,0.0,0,0,12,0
12841,2112.328767123288,1437.37,0.0,0.0,11.0,0,52,0,0
12851,2112.328767123288,1437.37,0.0,0.0,0.0,0,0,0,60
12861,2112.328767123288,1437.37,46.0,0.0,0.0,0,0,0,0
12871,4217.515923566879,-85.23,0.0,6.0,0.0,30,0,10,0
12881,4217.515923566879,-85.23,0.0,45.0,0.0,0,0,0,0
12891,4217.515923566879,-85.23,0.0,0.0,0.0,0,0,0,60
12901,4295.490196078431,459.49,0.0,0.0,0.0,0,0,60,0
12911,4295.490196078431,459.49,0.0,0.0,11.0,0,52,0,0
12921,4295.490196078431,459.49,46.0,0.0,0.0,0,0,0,0
12931,4295.490196078431,459.49,46.0,0.0,0.0,0,0,0,0
12941,4339.193548387097,1116.66,0.0,0.0,11.0,0,52,0,0
12951,4339.193548387097,1116.66,0.0,0.0,0.0,0,0,0,60
12961,4339.193548387097,1116.66,46.0,0.0,0.0,0,0,0,0
12971,5818.813559322034,1040.41,0.0,0.0,11.0,0,52,0,0
12981,5818.813559322034,1040.41,0.0,0.0,0.0,0,0,0,60
12991,5818.813559322034,1040.41,46.0,0.0,0.0,0,0,0,0
13001,4017.948717948718,1028.14,0.0,13.5,13.5,0,0,0,0
13011,4017.948717948718,1028.14,0.0,13.5,13.5,0,0,0,0
13021,4017.948717948718,1028.14,0.0,0.0,11.0,0,52,0,0
13031,4017.948717948718,1028.14,0.0,0.0,0.0,0,0,0,60
13041,3190.2380952380954,855.43,0.0,8.0,0.0,40,0,0,0
13051,3190.2380952380954,855.43,0.0,13.5,13.5,0,0,0,0
13061,3190.2380952380954,855.43,0.0,0.0,11.0,0,52,0,0
13071,3190.2380952380954,855.43,0.0,0.0,0.0,0,0,0,60
13081,3190.2380952380954,855.43,46.0,0.0,0.0,0,0,0,0
13091,2971.3333333333335,876.99,0.0,8.0,0.0,44,0,0,0
13101,2971.3333333333335,876.99,0.0,13.5,13.5,0,0,0,0
13111,2971.3333333333335,876.99,0.0,0.0,0.0,0,0,0,60
13121,2971.3333333333335,876.99,46.0,0.0,0.0,0,0,0,0
13131,3943.0,1063.18,0.0,13.5,13.5,0,0,0,0
13141,3943.0,1063.18,0.0,13.5,13.5,0,0,0,0
13151,3943.0,1063.18,0.0,0.0,0.0,0,0,0,60
13161,4087.2,338.27,0.0,8.0,0.0,44,0,0,0
13171,4087.2,338.27,0.0,13.5,13.5,0,0,0,0
13181,3451.809523809524,1088.88,0.0,8.0,0.0,40,0,0,0
13191,3451.809523809524,1088.88,0.0,13.5,13.5,0,0,0,0
13201,3451.809523809524,1088.88,0.0,0.0,0.0,0,0,0,60
13211,3451.809523809524,1088.88,46.0,0.0,0.0,0,0,0,0
13221,4267.809523809524,1131.04,0.0,13.5,13.5,0,0,0,0
13231,4267.809523809524,1131.04,0.0,0.0,0.0,0,0,0,60
13241,4267.809523809524,1131.04,46.0,0.0,0.0,0,0,0,0
13251,3815.4,824.26,0.0,5.0,0.0,35,0,0,0
13261,3815.4,824.26,0.0,0.0,0.0,0,0,0,60
13271,3815.4,824.26,46.0,0.0,0.0,0,0,0,0
13281,3815.4,824.26,46.0,0.0,0.0,0,0,0,0
13291,2612.5,727.1,0.0,5.0,0.0,35,0,0,0
13301,2612.5,727.1,0.0,0.0,0.0,0,0,0,60
13311,2612.5,727.1,46.0,0.0,0.0,0,0,0,0
13321,2612.5,727.1,46.0,0.0,0.0,0,0,0,0
13331,3099.6875,-490.81,0.0,10.0,0.0,24,0,15,0
13341,3099.6875,-490.81,0.0,36.0,0.0,0,0,12,0
13351,2087.1794871794873,186.07,0.0,20.0,0.0,0,0,20,0
13361,2087.1794871794873,186.07,46.0,0.0,0.0,0,0,0,0
13371,2780.1,243.67,0.0,20.0,0.0,0,0,20,0
13381,2780.1,243.67,0.0,0.0,0.0,0,0,0,60
13391,2780.1,243.67,46.0,0.0,0.0,0,0,0,0
13401,1934.4086021505377,146.48,0.0,20.0,0.0,0,0,20,0
13411,1934.4086021505377,146.48,46.0,0.0,0.0,0,0,0,0
13421,1948.279569892473,150.72,0.0,20.0,0.0,0,0,20,0
13431,1948.279569892473,150.72,46.0,0.0,0.0,0,0,0,0
13441,2943.030303030303,1092.64,0.0,0.0,11.0,0,52,0,0
13451,2943.030303030303,1092.64,0.0,0.0,11.0,0,52,0,0
13461,2943.030303030303,1092.64,0.0,0.0,0.0,0,0,0,60
13471,2943.030303030303,1092.64,46.0,0.0,0.0,0,0,0,0
13481,2694.607843137255,1070.82,0.0,0.0,11.0,0,52,0,0
13491,2694.607843137255,1070.82,0.0,0.0,11.0,0,52,0,0
13501,2694.607843137255,1070.82,0.0,0.0,0.0,0,0,0,60
13511,2694.607843137255,1070.82,46.0,0.0,0.0,0,0,0,0
13521,3039.457831325301,1114.04,0.0,0.0,11.0,0,52,0,0
13531,3039.457831325301,1114.04,0.0,0.0,11.0,0,52,0,0
13541,3039.457831325301,1114.04,0.0,0.0,0.0,0,0,0,60
13551,3039.457831325301,1114.04,46.0,0.0,0.0,0,0,0,0
13561,2464.8,960.06,0.0,5.0,0.0,37,0,0,0
13571,2464.8,960.06,0.0,0.0,11.0,0,52,0,0
13581,2464.8,960.06,0.0,0.0,0.0,0,0,0,60
13591,2464.8,960.06,46.0,0.0,0.0,0,0,0,0
13601,2120.9523809523807,1072.26,0.0,0.0,11.0,0,52,0,0
13611,2120.9523809523807,1072.26,0.0,0.0,11.0,0,52,0,0
13621,2120.9523809523807,1072.26,0.0,0.0,0.0,0,0,0,60
13631,2120.9523809523807,1072.26,46.0,0.0,0.0,0,0,0,0
13641,2868.809523809524,612.67,0.0,0.0,0.0,0,0,0,60
13651,2868.809523809524,612.67,46.0,0.0,0.0,0,0,0,0
13661,4362.705882352941,905.4,0.0,5.0,0.0,37,0,0,0
13671,4362.705882352941,905.4,0.0,0.0,0.0,0,0,0,60
13681,4362.705882352941,905.4,46.0,0.0,0.0,0,0,0,0
13691,3324.0,1001.87,0.0,0.0,11.0,0,52,0,0
13701,3324.0,1001.87,0.0,0.0,11.0,0,52,0,0
13711,3324.0,1001.87,0.0,0.0,0.0,0,0,0,60
13721,3324.0,1001.87,46.0,0.0,0.0,0,0,0,0
13731,3720.0,1038.38,0.0,0.0,11.0,0,52,0,0
13741,3720.0,1038.38,0.0,0.0,11.0,0,52,0,0
13751,3720.0,1038.38,0.0,0.0,0.0,0,0,0,60
13761,3720.0,1038.38,46.0,0.0,0.0,0,0,0,0
13771,2527.8,1057.15,0.0,0.0,11.0,0,52,0,0
13781,2527.8,1057.15,0.0,0.0,11.0,0,52,0,0
13791,2527.8,1057.15,0.0,0.0,0.0,0,0,0,60
13801,2527.8,1057.15,46.0,0.0,0.0,0,0,0,0
13811,2915.9848484848485,1036.88,0.0,0.0,11.0,0,52,0,0
13821,2915.9848484848485,1036.88,0.0,0.0,11.0,0,52,0,0
13831,2915.9848484848485,1036.88,0.0,0.0,0.0,0,0,0,60
13841,2915.9848484848485,1036.88,46.0,0.0,0.0,0,0,0,0
13851,2395.1063829787236,1011.75,0.0,0.0,11.0,0,52,0,0
13861,2395.1063829787236,1011.75,0.0,0.0,11.0,0,52,0,0
13871,2395.1063829787236,1011.75,0.0,0.0,0.0,0,0,0,60
13881,2395.1063829787236,1011.75,46.0,0.0,0.0,0,0,0,0
13891,3216.0,-751.2,0.0,0.0,0.0,0,0,0,60
13901,6275.5,-33.22,0.0,8.0,0.0,30,0,8,0
13911,6275.5,-33.22,0.0,27.0,0.0,0,0,0,0
13921,6275.5,-33.22,0.0,0.0,21.0,0,0,0,0
13931,6275.5,-33.22,0.0,0.0,0.0,0,0,0,60
13941,2127.1111111111113,-631.74,0.0,0.0,11.0,0,52,0,0
13951,6247.75,472.93,0.0,4.0,0.0,30,0,10,0
13961,6247.75,472.93,0.0,30.0,0.0,0,0,20,0
13971,6247.75,472.93,46.0,0.0,0.0,0,0,0,0
13981,6247.75,472.93,46.0,0.0,0.0,0,0,0,0
13991,3449.375,1204.59,0.0,0.0,11.0,0,52,0,0
14011,3449.375,1204.59,0.0,0.0,0.0,0,0,0,60
14021,3449.375,1204.59,46.0,0.0,0.0,0,0,0,0
14031,3449.375,1204.59,46.0,0.0,0.0,0,0,0,0
14041,5464.174757281553,371.18,0.0,0.0,11.0,0,52,0,0
14051,5464.174757281553,371.18,0.0,0.0,0.0,0,0,0,60
14061,5464.174757281553,371.18,46.0,0.0,0.0,0,0,0,0
14071,3742.181818181818,1207.57,0.0,0.0,11.0,0,52,0,0
14081,3742.181818181818,1207.57,0.0,0.0,0.0,0,0,0,60
14091,3742.181818181818,1207.57,46.0,0.0,0.0,0,0,0,0
14101,3819.875,1334.76,0.0,0.0,11.0,0,52,0,0
14111,3819.875,1334.76,0.0,0.0,0.0,0,0,0,60
14121,3819.875,1334.76,46.0,0.0,0.0,0,0,0,0
14131,3819.875,1334.76,46.0,0.0,0.0,0,0,0,0
14141,4065.5,1163.01,0.0,2.0,0.0,20,0,20,0
14151,4065.5,1163.01,0.0,0.0,11.0,0,52,0,0
14161,4065.5,1163.01,0.0,0.0,0.0,0,0,0,60
14171,4065.5,1163.01,46.0,0.0,0.0,0,0,0,0
14181,4065.5,1163.01,46.0,0.0,0.0,0,0,0,0
14191,3555.25,1281.43,0.0,0.0,11.0,0,52,0,0
14201,3555.25,1281.43,0.0,0.0,0.0,0,0,0,60
14211,3555.25,1281.43,46.0,0.0,0.0,0,0,0,0
14221,3555.25,1281.43,46.0,0.0,0.0,0,0,0,0
14231,4145.098039215686,780.85,0.0,0.0,0.0,0,0,0,60
14241,4145.098039215686,780.85,46.0,0.0,0.0,0,0,0,0
14251,5480.666666666667,456.07,0.0,4.0,0.0,30,0,10,0
14261,5480.666666666667,456.07,0.0,30.0,0.0,0,0,20,0
14271,5480.666666666667,456.07,0.0,0.0,0.0,0,0,0,60
14281,5480.666666666667,456.07,46.0,0.0,0.0,0,0,0,0
14291,3974.375,865.97,0.0,5.0,0.0,35,0,0,0
14301,3974.375,865.97,0.0,0.0,0.0,0,0,0,60
14311,3974.375,865.97,46.0,0.0,0.0,0,0,0,0
14321,3974.375,865.97,46.0,0.0,0.0,0,0,0,0
14331,3680.4,870.72,0.0,5.0,0.0,35,0,0,0
14341,3680.4,870.72,0.0,0.0,0.0,0,0,0,60
14351,3680.4,870.72,46.0,0.0,0.0,0,0,0,0
14361,3680.4,870.72,46.0,0.0,0.0,0,0,0,0
14371,2700.0,830.74,0.0,0.0,11.0,0,52,0,0
14381,2700.0,830.74,46.0,0.0,0.0,0,0,0,0
14391,2700.0,-883.5,0.0,0.0,11.0,0,52,0,0
14401,3600.0,-398.67,0.0,0.0,11.0,0,52,0,0
14411,3600.0,-398.67,0.0,0.0,0.0,0,0,0,60
14421,3600.0,-398.67,46.0,0.0,0.0,0,0,0,0
14431,3600.0,-398.67,14.2,8.9,8.9,0,0,0,0
14441,3300.0,-53.86,0.0,0.0,11.0,0,52,0,0
14451,3300.0,-53.86,0.0,0.0,0.0,0,0,0,60
14461,3300.0,-53.86,46.0,0.0,0.0,0,0,0,0
14471,3300.0,-53.86,14.2,8.9,8.9,0,0,0,0
14481,3000.0,-550.94,0.0,0.0,11.0,0,52,0,0
14491,3000.0,-550.94,0.0,0.0,0.0,0,0,0,60
14501,3000.0,-550.94,46.0,0.0,0.0,0,0,0,0
14511,2760.0,158.85,0.0,0.0,11.0,0,52,0,0
14521,2760.0,158.85,0.0,0.0,0.0,0,0,0,60
14531,2760.0,158.85,14.2,8.9,8.9,0,0,0,0
14541,4283.90243902439,1125.68,0.0,0.0,11.0,0,52,0,0
14551,4283.90243902439,1125.68,0.0,0.0,0.0,0,0,0,60
14561,4283.90243902439,1125.68,46.0,0.0,0.0,0,0,0,0
14571,3075.0,106.79,0.0,0.0,11.0,0,52,0,0
14581,3075.0,106.79,0.0,0.0,0.0,0,0,0,60
14591,3075.0,106.79,46.0,0.0,0.0,0,0,0,0
14601,4283.958333333333,-1147.02,0.0,0.0,11.0,0,52,0,0
14611,4283.958333333333,-1147.02,0.0,0.0,0.0,0,0,0,60
14621,4983.529411764706,889.29,0.0,0.0,11.0,0,52,0,0
14631,4983.529411764706,889.29,0.0,0.0,0.0,0,0,0,60
14641,4983.529411764706,889.29,46.0,0.0,0.0,0,0,0,0
14651,3888.235294117647,1379.92,0.0,8.0,0.0,40,0,0,0
14661,3888.235294117647,1379.92,0.0,0.0,0.0,0,0,0,60
14671,3888.235294117647,1379.92,46.0,0.0,0.0,0,0,0,0
14681,4268.166666666667,802.59,0.0,10.0,0.0,33,0,0,0
14691,5424.48,534.02,0.0,10.0,0.0,33,0,0,0
14701,5424.48,534.02,46.0,0.0,0.0,0,0,0,0
14711,4062.5,744.04,0.0,0.0,0.0,0,0,45,0
14721,3533.521126760563,472.02,0.0,8.0,0.0,20,0,18,0
14731,3533.521126760563,472.02,46.0,0.0,0.0,0,0,0,0
14741,3304.705882352941,-1159.96,0.0,8.0,0.0,20,0,18,0
14761,3304.705882352941,-1180.46,0.0,8.0,0.0,20,0,18,0
14781,3338.8732394366198,369.19,0.0,8.0,0.0,20,0,18,0
14791,3338.8732394366198,369.19,46.0,0.0,0.0,0,0,0,0
14801,7611.724137931034,-1008.32,0.0,0.0,0.0,0,0,60,0
14811,7611.724137931034,-1008.32,0.0,45.0,0.0,0,0,0,0
14821,7611.724137931034,-1008.32,0.0,0.0,11.0,0,52,0,0
14831,7611.724137931034,-1008.32,0.0,0.0,11.0,0,52,0,0
14841,678.6666666666666,889.8,0.0,0.0,11.0,0,52,0,0
14851,678.6666666666666,889.8,46.0,0.0,0.0,0,0,0,0
14861,678.6666666666666,889.8,46.0,0.0,0.0,0,0,0,0
14871,2820.0,1427.98,0.0,0.0,11.0,0,52,0,0
14881,2820.0,1427.98,46.0,0.0,0.0,0,0,0,0
14891,3240.0,441.3,0.0,0.0,11.0,0,52,0,0
14901,3240.0,441.3,0.0,0.0,0.0,0,0,0,60
14911,3240.0,441.3,46.0,0.0,0.0,0,0,0,0
14921,3240.0,441.3,46.0,0.0,0.0,0,0,0,0
14931,2888.7804878048782,-454.38,0.0,0.0,11.0,0,52,0,0
14941,3637.9310344827586,-454.58,0.0,45.0,0.0,0,0,0,0
14951,3637.9310344827586,-454.58,0.0,0.0,0.0,0,0,0,60
14961,5027.893497554791,874.36,0.0,0.0,11.0,0,52,0,0
14971,5027.893497554791,874.36,0.0,0.0,0.0,0,0,0,60
14981,5027.893497554791,874.36,46.0,0.0,0.0,0,0,0,0
14991,5027.893497554791,874.36,46.0,0.0,0.0,0,0,0,0
15001,4879.74987974988,493.64,0.0,0.0,11.0,0,52,0,0
15011,4879.74987974988,493.64,46.0,0.0,0.0,0,0,0,0
15021,2924.923076923077,-1190.97,0.0,5.0,0.0,30,0,10,0
15031,2924.923076923077,-1190.97,0.0,0.0,0.0,0,0,0,60
15041,2620.769230769231,-1410.83,0.0,5.0,0.0,30,0,10,0
15051,2620.769230769231,-1410.83,0.0,0.0,0.0,0,0,0,60
15061,2925.0,-1190.97,0.0,5.0,0.0,30,0,10,0
15071,2925.0,-1190.97,0.0,0.0,0.0,0,0,0,60
15081,3158.986928104575,-1262.25,0.0,5.0,0.0,30,0,10,0
15091,3158.986928104575,-1262.25,0.0,0.0,0.0,0,0,0,60
15101,1769.91452991453,836.03,0.0,0.0,0.0,0,0,0,60
15111,1769.91452991453,836.03,46.0,0.0,0.0,0,0,0,0
15121,1769.91452991453,836.03,46.0,0.0,0.0,0,0,0,0
15131,2681.101694915254,532.7,46.0,0.0,0.0,0,0,0,0
15141,3662.777777777778,-780.0,0.0,8.0,0.0,28,0,16,0
15151,3060.0,-784.57,0.0,8.0,0.0,28,0,16,0
15161,1444.5,-878.14,0.0,8.0,0.0,28,0,16,0
15171,3923.0,-815.78,0.0,8.0,0.0,28,0,16,0
15181,2446.5,-806.41,0.0,8.0,0.0,28,0,16,0
15191,2946.4285714285716,-892.81,0.0,8.0,0.0,28,0,16,0
15201,2048.6666666666665,-526.57,0.0,8.0,0.0,28,0,16,0
15211,2995.25,1050.18,0.0,0.0,11.0,0,52,0,0
15221,2995.25,1050.18,0.0,0.0,0.0,0,0,0,60
15231,2995.25,1050.18,46.0,0.0,0.0,0,0,0,0
15241,2995.25,1050.18,46.0,0.0,0.0,0,0,0,0
15251,2100.0,874.96,0.0,0.0,11.0,0,52,0,0
15261,2100.0,874.96,0.0,0.0,0.0,0,0,0,60
15271,2100.0,874.96,46.0,0.0,0.0,0,0,0,0
15281,2100.0,874.96,46.0,0.0,0.0,0,0,0,0
15291,1797.5833333333333,924.29,0.0,0.0,11.0,0,52,0,0
15301,1797.5833333333333,924.29,0.0,0.0,0.0,0,0,0,60
15311,1797.5833333333333,924.29,46.0,0.0,0.0,0,0,0,0
15321,1797.5833333333333,924.29,46.0,0.0,0.0,0,0,0,0
15331,2013.25,562.63,0.0,0.0,11.0,0,52,0,0
15341,2013.25,562.63,46.0,0.0,0.0,0,0,0,0
15351,2140.206896551724,1044.24,0.0,0.0,11.0,0,52,0,0
15361,2140.206896551724,1044.24,46.0,0.0,0.0,0,0,0,0
15371,3986.8263473053894,-560.47,0.0,0.0,11.0,0,52,0,0
15381,3986.8263473053894,-560.47,0.0,0.0,0.0,0,0,0,60
15391,3986.8263473053894,-560.47,46.0,0.0,0.0,0,0,0,0
15401,4243.181818181818,-549.69,0.0,0.0,0.0,0,0,0,60
15411,3936.804733727811,-1596.85,0.0,0.0,11.0,0,52,0,0
15421,3936.804733727811,-1596.85,0.0,0.0,0.0,0,0,0,60
15431,3549.2561983471073,10.59,0.0,0.0,11.0,0,52,0,0
15441,3549.2561983471073,10.59,0.0,0.0,0.0,0,0,0,60
15451,3549.2561983471073,10.59,46.0,0.0,0.0,0,0,0,0
15461,4485.6,-608.16,0.0,0.0,0.0,0,0,0,60
15471,3998.3739837398375,-126.15,0.0,0.0,11.0,0,52,0,0
15481,3998.3739837398375,-126.15,0.0,0.0,0.0,0,0,0,60
15491,3998.3739837398375,-126.15,46.0,0.0,0.0,0,0,0,0
15501,3998.3739837398375,-126.15,46.0,0.0,0.0,0,0,0,0
15511,1920.0,-540.66,46.0,0.0,0.0,0,0,0,0
15521,1920.0,-540.66,46.0,0.0,0.0,0,0,0,0
15531,1920.0,-540.66,46.0,0.0,0.0,0,0,0,0
15541,3240.0,-594.29,0.0,0.0,11.0,0,52,0,0
15551,3240.0,-594.29,0.0,0.0,0.0,0,0,0,60
15561,3240.0,-594.29,46.0,0.0,0.0,0,0,0,0
15571,3240.0,-594.29,46.0,0.0,0.0,0,0,0,0
15581,3037.1666666666665,211.31,0.0,0.0,11.0,0,52,0,0
15591,3037.1666666666665,211.31,0.0,0.0,11.0,0,52,0,0
15601,3037.1666666666665,211.31,0.0,0.0,0.0,0,0,0,60
15611,3037.1666666666665,211.31,46.0,0.0,0.0,0,0,0,0
15621,3103.0434782608695,1417.4,0.0,0.0,11.0,0,52,0,0
15631,3103.0434782608695,1417.4,0.0,0.0,0.0,0,0,0,60
15641,3103.0434782608695,1417.4,46.0,0.0,0.0,0,0,0,0
15651,3103.0434782608695,1417.4,46.0,0.0,0.0,0,0,0,0
15661,2567.4,1180.36,0.0,0.0,11.0,0,52,0,0
15671,2567.4,1180.36,0.0,0.0,0.0,0,0,0,60
15681,2567.4,1180.36,46.0,0.0,0.0,0,0,0,0
15691,2567.4,1180.36,46.0,0.0,0.0,0,0,0,0
15701,2592.8571428571427,780.88,0.0,0.0,11.0,0,52,0,0
15711,2592.8571428571427,780.88,0.0,0.0,0.0,0,0,0,60
15721,2592.8571428571427,780.88,46.0,0.0,0.0,0,0,0,0
15731,2592.8571428571427,780.88,46.0,0.0,0.0,0,0,0,0
15741,1699.8,1076.78,0.0,0.0,11.0,0,52,0,0
15751,1699.8,1076.78,0.0,0.0,0.0,0,0,0,60
15761,1699.8,1076.78,46.0,0.0,0.0,0,0,0,0
15771,1699.8,1076.78,46.0,0.0,0.0,0,0,0,0
15781,5764.333333333333,1107.97,0.0,0.0,0.0,0,0,60,0
15791,5764.333333333333,1107.97,0.0,0.0,11.0,0,52,0,0
15801,5764.333333333333,1107.97,46.0,0.0,0.0,0,0,0,0
15811,5418.521739130435,-433.52,0.0,0.0,11.0,0,52,0,0
15821,5418.521739130435,-433.52,0.0,0.0,0.0,0,0,0,60
15831,1744.375,765.19,0.0,0.0,11.0,0,52,0,0
15841,1744.375,765.19,0.0,0.0,0.0,0,0,0,60
15851,1744.375,765.19,46.0,0.0,0.0,0,0,0,0
15861,1744.375,765.19,46.0,0.0,0.0,0,0,0,0
15871,3425.8333333333335,871.47,0.0,0.0,11.0,0,52,0,0
15881,3425.8333333333335,871.47,0.0,0.0,0.0,0,0,0,60
15891,3425.8333333333335,871.47,46.0,0.0,0.0,0,0,0,0
15901,3425.8333333333335,871.47,46.0,0.0,0.0,0,0,0,0
15911,1985.3424657534247,1031.5,0.0,0.0,11.0,0,52,0,0
15921,1985.3424657534247,1031.5,0.0,0.0,0.0,0,0,0,60
15931,1985.3424657534247,1031.5,46.0,0.0,0.0,0,0,0,0
15941,1985.3424657534247,1031.5,46.0,0.0,0.0,0,0,0,0
15951,2561.5789473684213,1705.3,0.0,0.0,11.0,0,52,0,0
15961,2561.5789473684213,1705.3,0.0,0.0,0.0,0,0,0,60
15971,2561.5789473684213,1705.3,46.0,0.0,0.0,0,0,0,0
15981,2561.5789473684213,1705.3,46.0,0.0,0.0,0,0,0,0
16001,2789.3865030674847,1626.4,0.0,0.0,11.0,0,52,0,0
16011,2789.3865030674847,1626.4,0.0,0.0,0.0,0,0,0,60
16021,2789.3865030674847,1626.4,46.0,0.0,0.0,0,0,0,0
