,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
17801,4474.75,695.54,2.5,200.0,37,450,5.5
17811,3280.156657963447,1650.92,2.4,274.16,22,450,5.5
17821,3280.156657963447,1650.92,2.4,60.0,22,450,5.5
17831,3280.156657963447,1650.92,2.4,50.0,22,450,5.5
17841,3280.156657963447,1650.92,2.4,30.0,22,450,5.5
17851,3280.156657963447,1650.92,2.4,234.68,22,450,5.5
17861,3280.156657963447,1650.92,2.4,195.82,22,450,5.5
17871,6826.818181818182,-1562.35,4.3,450.0,15,450,5.5
17881,6826.818181818182,-1562.35,4.3,300.0,15,450,5.5
17891,6873.913043478261,-1590.2,4.25,340.0,15,450,5.5
17901,6873.913043478261,-1590.2,4.25,300.0,15,450,5.5
17911,2780.5333333333333,-253.39,1.9448275862068964,180.0,15,450,5.5
17921,3200.4545454545455,-198.31,1.9448275862068964,180.0,15,450,5.5
17931,2789.68085106383,-1270.38,3.61,200.0,15,450,5.5
17941,2789.68085106383,-1270.38,3.61,180.0,15,450,5.5
17951,2789.68085106383,-1270.38,3.61,200.0,15,450,5.5
17961,5896.692913385827,963.51,2.8476190476190477,180.0,19,450,5.5
17971,5896.692913385827,963.51,2.8476190476190477,148.0,19,450,5.5
17981,5896.692913385827,963.51,2.8476190476190477,180.0,19,450,5.5
17991,5896.692913385827,963.51,2.8476190476190477,30.0,19,450,5.5
18001,5896.692913385827,963.51,2.8476190476190477,201.0,19,450,5.5
18011,5998.719512195122,328.06,3.362285714285714,200.0,20,350,5.5
18021,5998.719512195122,328.06,3.362285714285714,120.0,20,350,5.5
18031,4642.64367816092,856.51,3.445714285714285,490.0,13,350,5.5
18041,4642.64367816092,856.51,3.445714285714285,120.0,13,350,5.5
18051,4642.64367816092,856.51,3.445714285714285,150.0,13,350,5.5
18061,4947.4,254.73,3.524375,200.0,18,350,5.5
18071,4947.4,254.73,3.524375,150.0,18,350,5.5
18081,4947.4,254.73,3.524375,120.0,18,350,5.5
18091,4652.571428571428,55.05,3.546875,200.0,14,350,5.5
18101,4652.571428571428,55.05,3.546875,220.0,14,350,5.5
18111,4652.571428571428,55.05,3.546875,120.0,14,350,5.5
18121,4574.7,921.34,2.5,200.0,14,350,5.5
18131,4574.7,921.34,2.5,120.0,14,350,5.5
18141,4574.7,921.34,2.5,150.0,14,350,5.5
18151,816.7682926829268,-1058.29,3.8333333333333335,230.0,19,450,5.5
18161,816.7682926829268,-1058.29,3.8333333333333335,220.0,19,450,5.5
18171,816.7682926829268,-1058.29,3.8333333333333335,120.0,19,450,5.5
18181,471.0975609756098,435.27,2.83,200.0,15,450,5.5
18191,471.0975609756098,435.27,2.83,120.0,15,450,5.5
18201,471.0975609756098,435.27,2.83,120.0,15,450,5.5
18211,358.9024390243902,-487.94,2.9,200.0,18,450,5.5
18221,358.9024390243902,-487.94,2.9,120.0,18,450,5.5
18231,358.9024390243902,-487.94,2.9,100.0,18,450,5.5
18241,358.9024390243902,-487.94,2.9,120.0,18,450,5.5
18251,4712.5,406.01,2.3,110.0,22,450,5.5
18261,4712.5,406.01,2.3,310.0,22,450,5.5
18271,4712.5,406.01,2.3,100.0,22,450,5.5
18281,4712.5,406.01,2.3,183.0,22,450,5.5
18291,4712.5,406.01,2.3,160.0,22,450,5.5
18301,4449.6,346.03,2.4,100.0,22,450,5.5
18311,4449.6,346.03,2.4,310.0,22,450,5.5
18321,4449.6,346.03,2.4,150.0,22,450,5.5
18331,4449.6,346.03,2.4,170.0,22,450,5.5
18341,4449.6,346.03,2.4,140.0,22,450,5.5
18351,4859.545454545455,779.56,1.8,114.0,21,450,5.5
18361,4859.545454545455,779.56,1.8,315.0,21,450,5.5
18371,4859.545454545455,779.56,1.8,150.0,21,450,5.5
18381,4859.545454545455,779.56,1.8,140.0,21,450,5.5
18391,4859.545454545455,779.56,1.8,170.0,21,450,5.5
18401,4859.545454545455,779.56,1.8,10.0,21,450,5.5
18411,4738.333333333333,499.34,2.1,100.0,18,450,5.5
18421,4738.333333333333,499.34,2.1,310.0,18,450,5.5
18431,4738.333333333333,499.34,2.1,145.0,18,450,5.5
18441,4738.333333333333,499.34,2.1,140.0,18,450,5.5
18451,4738.333333333333,499.34,2.1,170.0,18,450,5.5
18461,4108.75,563.59,3.1,200.0,15,350,5.5
18471,4108.75,563.59,3.1,180.0,15,350,5.5
18481,4108.75,563.59,3.1,200.0,15,350,5.5
18491,3183.6190476190477,175.9,2.5,195.0,14,450,5.5
18501,3183.6190476190477,175.9,2.5,250.0,14,450,5.5
18511,3183.6190476190477,175.9,2.5,200.0,14,450,5.5
18521,8122.5,205.23,3.797568000000001,220.0,10,450,5.5
18531,8122.5,205.23,3.797568000000001,190.0,10,450,5.5
18541,8122.5,205.23,3.797568000000001,130.0,10,450,5.5
18551,8122.5,205.23,3.797568000000001,160.0,10,450,5.5
18561,8122.5,205.23,3.797568000000001,100.0,10,450,5.5
18571,8122.5,205.23,3.797568000000001,15.0,10,450,5.5
18581,3580.0060957025294,420.3,2.95625,200.0,15,450,5.5
18591,3580.0060957025294,420.3,2.95625,84.0,15,450,5.5
18601,3580.0060957025294,420.3,2.95625,112.0,15,450,5.5
18611,3812.5641025641025,-707.3,3.742857142857143,200.0,18,450,5.5
18621,3812.5641025641025,-707.3,3.742857142857143,84.0,18,450,5.5
18631,3812.5641025641025,-707.3,3.742857142857143,148.0,18,450,5.5
18641,1974.7826086956522,-1221.14,4.06,350.0,17,450,5.5
18651,1974.7826086956522,-1221.14,4.06,200.0,17,450,5.5
18661,3251.4,-705.88,3.5,350.0,19,450,5.5
18671,3251.4,-705.88,3.5,200.0,19,450,5.5
18681,1892.888888888889,-614.3,3.358,120.0,15,450,5.5
18691,2836.5,-167.92,3.1,70.0,8,450,5.5
18701,2836.5,-167.92,3.1,120.0,8,450,5.5
18711,2836.5,-167.92,3.1,145.0,8,450,5.5
18721,4644.077669902913,40.92,3.233,145.0,13,450,5.5
18731,4644.077669902913,40.92,3.233,70.0,13,450,5.5
18741,2846.866485013624,-44.34,2.823,240.0,8,450,5.5
18751,2846.866485013624,-44.34,2.823,70.0,8,450,5.5
18761,2846.866485013624,-44.34,2.823,145.0,8,450,5.5
18771,3926.761744966443,184.33,2.903,145.0,11,450,5.5
18781,3926.761744966443,184.33,2.903,70.0,11,450,5.5
18791,3994.6428571428573,-155.47,3.525,120.0,15,450,5.5
18801,4361.940298507462,1.82,2.575,148.0,9,450,5.5
18811,4361.940298507462,1.82,2.575,120.0,9,450,5.5
18821,2290.8,544.55,2.249376854529748,200.0,15,350,5.176153843219463
18831,2290.8,544.55,2.249376854529748,120.0,15,350,5.176153843219463
18841,2290.8,544.55,2.249376854529748,200.0,15,350,5.176153843219463
18851,580.1666666666666,-691.47,2.45,200.0,12,450,5.5
18861,580.1666666666666,-691.47,2.45,175.0,12,450,5.5
18871,4390.25641025641,358.07,3.166666666666667,200.0,15,450,5.583333333333333
18881,4390.25641025641,358.07,3.166666666666667,200.0,15,450,5.583333333333333
18891,4390.25641025641,358.07,3.166666666666667,130.0,15,450,5.583333333333333
18901,4390.25641025641,358.07,3.166666666666667,250.0,15,450,5.583333333333333
18911,3988.2051282051284,-356.59,3.911538461538461,200.0,14,450,5.5
18921,3988.2051282051284,-356.59,3.911538461538461,200.0,14,450,5.5
18931,3988.2051282051284,-356.59,3.911538461538461,130.0,14,450,5.5
18941,3988.2051282051284,-356.59,3.911538461538461,250.0,14,450,5.5
18951,5072.5641025641025,-388.75,4.202857142857143,200.0,14,450,6.380000000000002
18961,5072.5641025641025,-388.75,4.202857142857143,200.0,14,450,6.380000000000002
18971,5072.5641025641025,-388.75,4.202857142857143,130.0,14,450,6.380000000000002
18981,5072.5641025641025,-388.75,4.202857142857143,250.0,14,450,6.380000000000002
18991,3622.1794871794873,-324.7,3.832,200.0,14,450,5.5
19001,3622.1794871794873,-324.7,3.832,200.0,14,450,5.5
19011,3622.1794871794873,-324.7,3.832,120.0,14,450,5.5
19021,3622.1794871794873,-324.7,3.832,250.0,14,450,5.5
19031,3947.4358974358975,371.26,3.033333333333333,200.0,13,450,5.966666666666666
19041,3947.4358974358975,371.26,3.033333333333333,200.0,13,450,5.966666666666666
19051,3947.4358974358975,371.26,3.033333333333333,110.0,13,450,5.966666666666666
19061,3947.4358974358975,371.26,3.033333333333333,250.0,13,450,5.966666666666666
19071,4869.115044247787,-830.27,3.6833333333333336,90.0,19,350,5.858333333333333
19081,5368.684210526316,-1134.29,3.6916666666666655,90.0,20,350,6.125
19091,4932.293577981652,-263.97,3.275,90.0,14,350,6.091666666666666
19101,5375.222222222223,75.02,2.8800000191,90.0,15,350,6.2999999046
19111,4093.2,-695.64,3.450900891879657,170.0,17,350,6.209008977219865
19121,4093.2,-695.64,3.450900891879657,90.0,17,350,6.209008977219865
19131,5304.0,100.53,2.9499999881666663,170.0,17,350,6.0416667462500016
19141,5304.0,100.53,2.9499999881666663,90.0,17,350,6.0416667462500016
19151,4051.5263157894738,-574.98,3.6045454632272738,170.0,16,350,6.240909077999999
19161,4051.5263157894738,-574.98,3.6045454632272738,90.0,16,350,6.240909077999999
19171,4537.820512820513,199.66,3.659,230.0,19,450,5.14
19181,4537.820512820513,199.66,3.659,190.0,19,450,5.14
19191,4537.820512820513,199.66,3.659,135.0,19,450,5.14
19201,4537.820512820513,199.66,3.659,134.0,19,450,5.14
19211,4523.037974683544,316.35,3.709000000000001,230.0,20,450,5.806
19221,4523.037974683544,316.35,3.709000000000001,190.0,20,450,5.806
19231,4523.037974683544,316.35,3.709000000000001,135.0,20,450,5.806
19241,4523.037974683544,316.35,3.709000000000001,134.0,20,450,5.806
19251,4142.857142857143,789.27,2.796,190.0,22,450,5.033
19261,4142.857142857143,789.27,2.796,134.0,22,450,5.033
19271,4142.857142857143,789.27,2.796,135.0,22,450,5.033
19281,4189.909090909091,1035.3,2.625,230.0,23,450,5.075
19291,4189.909090909091,1035.3,2.625,190.0,23,450,5.075
19301,4189.909090909091,1035.3,2.625,135.0,23,450,5.075
19311,4189.909090909091,1035.3,2.625,134.0,23,450,5.075
19321,5031.623931623932,325.0,2.823,230.0,18,450,5.702
19331,5031.623931623932,325.0,2.823,190.0,18,450,5.702
19341,5031.623931623932,325.0,2.823,134.0,18,450,5.702
19351,5031.623931623932,325.0,2.823,135.0,18,450,5.702
19361,3364.967320261438,965.91,2.88,260.0,23,450,6.04
19371,3364.967320261438,965.91,2.88,190.0,23,450,6.04
19381,3364.967320261438,965.91,2.88,135.0,23,450,6.04
19391,3771.52,1019.7,2.5,50.0,15,350,5.5
19401,3771.52,1019.7,2.5,600.0,15,350,5.5
19411,3771.52,1019.7,2.5,200.0,15,350,5.5
19421,2577.4117647058824,1296.1,2.5,50.0,17,350,5.5
19431,2577.4117647058824,1296.1,2.5,600.0,17,350,5.5
19441,2577.4117647058824,1296.1,2.5,200.0,17,350,5.5
19451,3540.0,-195.48,2.845833333333333,200.0,15,350,5.5
19461,3540.0,-195.48,2.845833333333333,350.0,15,350,5.5
19471,3540.0,-195.48,2.845833333333333,150.0,15,350,5.5
19481,3662.7884615384614,754.39,3.0529411764705885,200.0,15,350,5.5
19491,3662.7884615384614,754.39,3.0529411764705885,350.0,15,350,5.5
19501,3662.7884615384614,754.39,3.0529411764705885,150.0,15,350,5.5
19511,3717.0,1094.21,2.5821428571428573,350.0,15,350,5.5
19521,3717.0,1094.21,2.5821428571428573,150.0,15,350,5.5
19531,3540.0,631.06,3.1923076923076925,350.0,15,350,5.5
19541,3540.0,631.06,3.1923076923076925,150.0,15,350,5.5
19551,3268.409090909091,991.57,2.6923076923076925,200.0,15,350,5.5
19561,3268.409090909091,991.57,2.6923076923076925,350.0,15,350,5.5
19571,3268.409090909091,991.57,2.6923076923076925,150.0,15,350,5.5
19581,2957.16814159292,13.1,3.5780769036366387,200.0,12,450,5.5
19591,2957.16814159292,13.1,3.5780769036366387,150.0,12,450,5.5
19601,2957.16814159292,13.1,3.5780769036366387,200.0,12,450,5.5
19611,1538.9705882352941,-557.02,3.061363636363637,200.0,10,450,5.5
19621,1538.9705882352941,-557.02,3.061363636363637,150.0,10,450,5.5
19631,1538.9705882352941,-557.02,3.061363636363637,200.0,10,450,5.5
19641,1950.5813953488373,313.0,3.181578943603917,200.0,15,450,5.5
19651,1950.5813953488373,313.0,3.181578943603917,150.0,15,450,5.5
19661,1950.5813953488373,313.0,3.181578943603917,200.0,15,450,5.5
19671,2688.36370919287,2381.35,0.3868888888888889,200.0,19,450,5.5
19681,2688.36370919287,2381.35,0.3868888888888889,150.0,19,450,5.5
19691,2688.36370919287,2381.35,0.3868888888888889,200.0,19,450,5.5
19701,1650.967741935484,-403.45,3.2058823529411766,175.0,23,450,5.5
19711,1650.967741935484,-403.45,3.2058823529411766,205.0,23,450,5.5
19721,1650.967741935484,-403.45,3.2058823529411766,135.0,23,450,5.5
19731,1650.967741935484,-403.45,3.2058823529411766,151.0,23,450,5.5
19741,1650.967741935484,-403.45,3.2058823529411766,7.0,23,450,5.5
19751,1650.967741935484,-403.45,3.2058823529411766,7.0,23,450,5.5
19761,3373.809523809524,266.99,2.450136363636364,193.0,23,450,5.5
19771,3373.809523809524,266.99,2.450136363636364,208.0,23,450,5.5
19781,3373.809523809524,266.99,2.450136363636364,153.0,23,450,5.5
19791,3373.809523809524,266.99,2.450136363636364,150.0,23,450,5.5
19801,3128.5714285714284,-247.57,2.0,180.0,15,450,5.5
19811,2042.0,-1210.33,4.0,200.0,20,450,5.5
19821,2042.0,-1210.33,4.0,250.0,20,450,5.5
19831,2042.0,-1210.33,4.0,175.0,20,450,5.5
19841,2919.090909090909,-401.61,3.1,200.0,23,450,5.5
19851,2919.090909090909,-401.61,3.1,250.0,23,450,5.5
19861,2919.090909090909,-401.61,3.1,175.0,23,450,5.5
19871,2919.090909090909,-401.61,3.1,200.0,23,450,5.5
19881,3232.2916666666665,-60.97,3.4,200.0,26,450,5.5
19891,3232.2916666666665,-60.97,3.4,175.0,26,450,5.5
19901,3232.2916666666665,-60.97,3.4,200.0,26,450,5.5
19911,2627.2727272727275,-697.13,3.4,200.0,22,450,5.5
19921,2627.2727272727275,-697.13,3.4,250.0,22,450,5.5
19931,2627.2727272727275,-697.13,3.4,175.0,22,450,5.5
19941,2105.4430379746836,-636.59,3.3,200.0,23,450,5.5
19951,2105.4430379746836,-636.59,3.3,250.0,23,450,5.5
19961,2105.4430379746836,-636.59,3.3,175.0,23,450,5.5
19971,2231.224127735068,-209.26,3.4,250.0,20,450,5.5
19981,2231.224127735068,-209.26,3.4,175.0,20,450,5.5
19991,2231.224127735068,-209.26,3.4,200.0,20,450,5.5
20001,3004.8,-609.78,3.3,200.0,22,450,5.5
20011,3004.8,-609.78,3.3,250.0,22,450,5.5
20021,3004.8,-609.78,3.3,175.0,22,450,5.5
20031,3244.3333333333335,1159.53,2.5,190.0,20,450,5.5
20041,3244.3333333333335,1159.53,2.5,150.0,20,450,5.5
20051,3085.176470588235,1165.53,2.5,190.0,20,450,5.5
20061,3085.176470588235,1165.53,2.5,150.0,20,450,5.5
20071,4037.9411764705883,904.21,2.988888889,300.0,22,350,5.5
20081,4037.9411764705883,904.21,2.988888889,2.0,22,350,5.5
20091,4037.9411764705883,904.21,2.988888889,200.0,22,350,5.5
20101,4037.9411764705883,904.21,2.988888889,100.0,22,350,5.5
20111,4037.9411764705883,904.21,2.988888889,200.0,22,350,5.5
20121,3000.0,2003.94,1.982222222,300.0,17,350,5.5
20131,3000.0,2003.94,1.982222222,233.0,17,350,5.5
20141,3000.0,2003.94,1.982222222,200.0,17,350,5.5
20151,3000.0,2003.94,1.982222222,100.0,17,350,5.5
20161,3000.0,486.93,3.2851851850000005,300.0,15,350,5.5
20171,3000.0,486.93,3.2851851850000005,230.0,15,350,5.5
20181,3000.0,486.93,3.2851851850000005,200.0,15,350,5.5
20191,3840.0,1290.53,2.23,300.0,17,350,5.5
20201,3840.0,1290.53,2.23,200.0,17,350,5.5
20211,3840.0,1290.53,2.23,130.0,17,350,5.5
20221,3840.0,1290.53,2.23,150.0,17,350,5.5
20231,2724.0163934426228,212.07,2.66,120.0,24,350,5.5
20241,2724.0163934426228,212.07,2.66,350.0,24,350,5.5
20251,2724.0163934426228,212.07,2.66,240.0,24,350,5.5
20261,2724.0163934426228,212.07,2.66,150.0,24,350,5.5
20271,2759.137931034483,525.88,2.25,120.0,23,350,5.5
20281,2759.137931034483,525.88,2.25,350.0,23,350,5.5
20291,2759.137931034483,525.88,2.25,150.0,23,350,5.5
20301,2970.0,-501.85,2.45,120.0,20,350,5.5
20311,2970.0,-501.85,2.45,350.0,20,350,5.5
20321,2072.8,-367.94,2.74,120.0,20,350,5.5
20331,2072.8,-367.94,2.74,350.0,20,350,5.5
20341,2072.8,-367.94,2.74,150.0,20,350,5.5
20351,2245.0,-447.93,2.88,120.0,20,350,5.5
20361,2245.0,-447.93,2.88,350.0,20,350,5.5
20371,2245.0,-447.93,2.88,150.0,20,350,5.5
20381,2969.879518072289,286.75,2.45,120.0,19,350,5.5
20391,2969.879518072289,286.75,2.45,350.0,19,350,5.5
20401,2969.879518072289,286.75,2.45,240.0,19,350,5.5
20411,2969.879518072289,286.75,2.45,150.0,19,350,5.5
20421,3495.3968253968255,420.36,2.41,120.0,23,350,5.5
20431,3495.3968253968255,420.36,2.41,350.0,23,350,5.5
20441,3495.3968253968255,420.36,2.41,240.0,23,350,5.5
20451,3495.3968253968255,420.36,2.41,150.0,23,350,5.5
20461,2970.0,327.75,2.45,120.0,21,350,5.5
20471,2970.0,327.75,2.45,350.0,21,350,5.5
20481,2970.0,327.75,2.45,240.0,21,350,5.5
20491,2970.0,327.75,2.45,150.0,21,350,5.5
20501,1685.0,232.41,2.5,120.0,20,350,5.5
20511,1685.0,232.41,2.5,350.0,20,350,5.5
20521,1685.0,232.41,2.5,150.0,20,350,5.5
20531,4907.7192982456145,742.69,3.436,300.0,18,450,5.5
20541,4907.7192982456145,742.69,3.436,146.42,18,450,5.5
20551,4907.7192982456145,742.69,3.436,67.85,18,450,5.5
20561,4907.7192982456145,742.69,3.436,225.0,18,450,5.5
20571,4907.7192982456145,742.69,3.436,200.0,18,450,5.5
20581,5038.326506729081,1488.34,2.5,266.0,25,450,5.5
20591,5038.326506729081,1488.34,2.5,83.0,25,450,5.5
20601,5038.326506729081,1488.34,2.5,30.0,25,450,5.5
20611,5038.326506729081,1488.34,2.5,35.0,25,450,5.5
20621,5038.326506729081,1488.34,2.5,185.0,25,450,5.5
20631,4973.421926910299,1491.18,2.602702702702703,281.36,23,450,5.5
20641,4973.421926910299,1491.18,2.602702702702703,124.3,23,450,5.5
20651,4973.421926910299,1491.18,2.602702702702703,62.06,23,450,5.5
20661,4973.421926910299,1491.18,2.602702702702703,30.0,23,450,5.5
20671,4973.421926910299,1491.18,2.602702702702703,189.1,23,450,5.5
20681,4973.421926910299,1491.18,2.602702702702703,170.66,23,450,5.5
20691,1680.0,306.89,2.6,200.0,19,350,5.5
20701,1680.0,306.89,2.6,180.0,19,350,5.5
20711,1680.0,306.89,2.6,280.0,19,350,5.5
20721,1980.0,283.84,2.7,200.0,21,350,5.5
20731,1980.0,283.84,2.7,180.0,21,350,5.5
20741,1980.0,283.84,2.7,280.0,21,350,5.5
20751,1500.0,-293.4,3.4,200.0,19,350,5.5
20761,1500.0,-293.4,3.4,180.0,19,350,5.5
20771,1500.0,-293.4,3.4,280.0,19,350,5.5
20781,900.0,78.75,2.9,200.0,20,350,5.5
20791,900.0,78.75,2.9,180.0,20,350,5.5
20801,900.0,78.75,2.9,280.0,20,350,5.5
20811,1080.0,14.22,3.1,200.0,20,350,5.5
20821,1080.0,14.22,3.1,180.0,20,350,5.5
20831,1080.0,14.22,3.1,280.0,20,350,5.5
20841,2108.2608695652175,1081.32,2.5,370.0,17,350,5.5
20851,2108.2608695652175,1081.32,2.5,100.0,17,350,5.5
20861,2108.2608695652175,1081.32,2.5,110.0,17,350,5.5
20871,2108.2608695652175,1081.32,2.5,120.0,17,350,5.5
20881,2108.2608695652175,1081.32,2.5,130.0,17,350,5.5
20891,3009.1017964071857,-711.77,2.845090909090909,210.0,17,450,5.5
20901,3009.1017964071857,-711.77,2.845090909090909,170.0,17,450,5.5
20911,1901.2676056338028,798.82,2.5,200.0,30,450,5.5
20921,1901.2676056338028,798.82,2.5,200.0,30,450,5.5
20931,1901.2676056338028,798.82,2.5,150.0,30,450,5.5
20941,3443.5384615384614,-1.24,1.95,280.0,15,450,5.5
20951,3443.5384615384614,-1.24,1.95,230.0,15,450,5.5
20961,3165.0561797752807,863.47,2.293846153846154,300.0,10,350,5.5
20971,3165.0561797752807,863.47,2.293846153846154,5.0,10,350,5.5
20981,3165.0561797752807,863.47,2.293846153846154,150.0,10,350,5.5
20991,3165.0561797752807,863.47,2.293846153846154,150.0,10,350,5.5
21001,3165.0561797752807,863.47,2.293846153846154,97.0,10,350,5.5
21011,3847.222222222222,-254.38,3.785454545454545,300.0,13,350,5.5
21021,3847.222222222222,-254.38,3.785454545454545,5.0,13,350,5.5
21031,3847.222222222222,-254.38,3.785454545454545,150.0,13,350,5.5
21041,3847.222222222222,-254.38,3.785454545454545,97.0,13,350,5.5
21051,3847.222222222222,-254.38,3.785454545454545,150.0,13,350,5.5
21061,3847.222222222222,-254.38,3.785454545454545,120.0,13,350,5.5
21071,1770.0,9.29,3.2555555555555555,300.0,12,350,5.5
21081,1770.0,9.29,3.2555555555555555,2.5,12,350,5.5
21091,1770.0,9.29,3.2555555555555555,2.0,12,350,5.5
21101,1770.0,9.29,3.2555555555555555,230.0,12,350,5.5
21111,1770.0,9.29,3.2555555555555555,150.0,12,350,5.5
21121,1770.0,9.29,3.2555555555555555,97.0,12,350,5.5
21131,1770.0,9.29,3.2555555555555555,120.0,12,350,5.5
21141,3013.9823008849557,1563.34,2.006896551724138,143.0,23,450,5.5
21151,3013.9823008849557,1563.34,2.006896551724138,257.0,23,450,5.5
21161,3013.9823008849557,1563.34,2.006896551724138,150.0,23,450,5.5
21171,2443.9024390243903,1375.42,1.9853658536585368,143.0,18,450,5.5
21181,2443.9024390243903,1375.42,1.9853658536585368,257.0,18,450,5.5
21191,2443.9024390243903,1375.42,1.9853658536585368,150.0,18,450,5.5
21201,2443.9024390243903,1375.42,1.9853658536585368,135.0,18,450,5.5
21211,1576.7142857142858,-874.1,3.01,120.0,15,350,5.5
21221,3480.0,945.65,2.7826666666666666,200.0,24,350,5.5
21231,3480.0,945.65,2.7826666666666666,4.0,24,350,5.5
21241,3480.0,945.65,2.7826666666666666,150.0,24,350,5.5
21251,3480.0,945.65,2.7826666666666666,200.0,24,350,5.5
21261,4699.857142857143,575.77,2.5,250.0,23,450,5.5
21271,4699.857142857143,575.77,2.5,200.0,23,450,5.5
21281,4699.857142857143,575.77,2.5,320.0,23,450,5.5
21291,4699.857142857143,575.77,2.5,50.0,23,450,5.5
21301,4699.857142857143,575.77,2.5,180.0,23,450,5.5
21311,5028.315789473684,519.62,2.45,250.0,19,450,5.5
21321,5028.315789473684,519.62,2.45,320.0,19,450,5.5
21331,5028.315789473684,519.62,2.45,200.0,19,450,5.5
21341,5028.315789473684,519.62,2.45,50.0,19,450,5.5
21351,5028.315789473684,519.62,2.45,180.0,19,450,5.5
21361,5892.413793103448,258.82,2.9,250.0,21,450,5.5
21371,5892.413793103448,258.82,2.9,320.0,21,450,5.5
21381,5892.413793103448,258.82,2.9,200.0,21,450,5.5
21391,5892.413793103448,258.82,2.9,50.0,21,450,5.5
21401,5892.413793103448,258.82,2.9,180.0,21,450,5.5
21411,4361.6,95.45,2.855,250.0,15,450,5.5
21421,4361.6,95.45,2.855,320.0,15,450,5.5
21431,4361.6,95.45,2.855,200.0,15,450,5.5
21441,4361.6,95.45,2.855,50.0,15,450,5.5
21451,4361.6,95.45,2.855,180.0,15,450,5.5
21461,4832.9807692307695,682.7,2.21,250.0,18,450,5.5
21471,4832.9807692307695,682.7,2.21,200.0,18,450,5.5
21481,4832.9807692307695,682.7,2.21,320.0,18,450,5.5
21491,4832.9807692307695,682.7,2.21,50.0,18,450,5.5
21501,4832.9807692307695,682.7,2.21,180.0,18,450,5.5
21511,3304.6875,823.01,2.5,480.0,15,350,6.7
21521,3304.6875,823.01,2.5,180.0,15,350,6.7
21531,4148.536585365854,1048.2,2.5,480.0,22,350,6.3
21551,4148.536585365854,1048.2,2.5,180.0,22,350,6.3
21561,3275.3658536585367,978.31,2.5,480.0,23,350,6.3
21581,3275.3658536585367,978.31,2.5,180.0,23,350,6.3
21591,3338.9247311827958,1001.64,2.5,480.0,24,350,6.3
21611,3338.9247311827958,1001.64,2.5,180.0,24,350,6.3
21621,4389.375,1050.3,2.5,480.0,21,350,6.7
21641,4389.375,1050.3,2.5,180.0,21,350,6.7
21651,4778.367346938776,581.15,2.33,160.0,11,350,5.5
21661,4778.367346938776,581.15,2.33,200.0,11,350,5.5
21671,4778.367346938776,581.15,2.33,220.0,11,350,5.5
21681,4778.367346938776,581.15,2.33,200.0,11,350,5.5
21691,4260.0,22.05,2.1,160.0,15,350,5.5
21701,4260.0,22.05,2.1,200.0,15,350,5.5
21711,4260.0,22.05,2.1,220.0,15,350,5.5
21721,2904.0047405066416,1256.69,2.2,245.0,23,350,5.5
21731,2904.0047405066416,1256.69,2.2,3.0,23,350,5.5
21741,2904.0047405066416,1256.69,2.2,221.0,23,350,5.5
21751,2904.0047405066416,1256.69,2.2,200.0,23,350,5.5
21761,2729.873772791024,525.31,3.1,245.0,20,350,5.5
21771,2729.873772791024,525.31,3.1,3.0,20,350,5.5
21781,2729.873772791024,525.31,3.1,220.0,20,350,5.5
21791,2729.873772791024,525.31,3.1,200.0,20,350,5.5
21801,2730.0527240773285,917.24,2.6,245.0,21,350,5.5
21811,2730.0527240773285,917.24,2.6,3.0,21,350,5.5
21821,2730.0527240773285,917.24,2.6,220.0,21,350,5.5
21831,2730.0527240773285,917.24,2.6,200.0,21,350,5.5
21841,3772.0,1094.49,2.5,420.0,37,450,5.5
21851,3772.0,1094.49,2.5,220.0,37,450,5.5
21861,3772.0,1094.49,2.5,3.0,37,450,5.5
21871,3772.0,1094.49,2.5,223.55,37,450,5.5
21881,2601.6666666666665,635.65,2.5,360.0,26,450,5.5
21891,2601.6666666666665,635.65,2.5,220.0,26,450,5.5
21901,2601.6666666666665,635.65,2.5,3.0,26,450,5.5
21911,2601.6666666666665,635.65,2.5,231.97,26,450,5.5
21921,3053.269230769231,1501.11,2.5,460.0,34,450,5.5
21931,3053.269230769231,1501.11,2.5,3.0,34,450,5.5
21941,3053.269230769231,1501.11,2.5,240.0,34,450,5.5
21951,3053.269230769231,1501.11,2.5,220.0,34,450,5.5
21961,3053.269230769231,1501.11,2.5,80.0,34,450,5.5
21971,4177.278911564626,1610.33,2.5,520.0,27,450,5.5
21981,4177.278911564626,1610.33,2.5,220.0,27,450,5.5
21991,4177.278911564626,1610.33,2.5,3.0,27,450,5.5
22001,4177.278911564626,1610.33,2.5,234.0,27,450,5.5
22011,4177.278911564626,1610.33,2.5,85.0,27,450,5.5
22021,5090.795454545455,1598.43,2.5,520.0,23,450,5.5
22031,5090.795454545455,1598.43,2.5,220.0,23,450,5.5
22041,5090.795454545455,1598.43,2.5,3.0,23,450,5.5
22051,5090.795454545455,1598.43,2.5,230.0,23,450,5.5
22061,5090.795454545455,1598.43,2.5,85.0,23,450,5.5
22071,5512.4358974358975,1063.82,2.5,390.0,18,450,5.5
22081,5512.4358974358975,1063.82,2.5,220.0,18,450,5.5
22091,5512.4358974358975,1063.82,2.5,3.0,18,450,5.5
22101,5512.4358974358975,1063.82,2.5,185.22,18,450,5.5
