,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
8951,2664.4210526315787,783.94,2.5,160.0,10,350,5.5
8961,2664.4210526315787,783.94,2.5,400.0,10,350,5.5
8971,7152.0,876.91,2.5,300.0,15,350,5.5
8981,7152.0,876.91,2.5,5.0,15,350,5.5
8991,7152.0,876.91,2.5,233.0,15,350,5.5
9001,7152.0,876.91,2.5,150.0,15,350,5.5
9011,7152.0,876.91,2.5,200.0,15,350,5.5
9021,1951.8666666666666,557.01,2.5,300.0,15,350,5.5
9031,1951.8666666666666,557.01,2.5,5.0,15,350,5.5
9041,1951.8666666666666,557.01,2.5,233.0,15,350,5.5
9051,1951.8666666666666,557.01,2.5,150.0,15,350,5.5
9061,1951.8666666666666,557.01,2.5,200.0,15,350,5.5
9071,1172.1951219512196,-1727.93,4.5,200.0,11,450,5.5
9081,1517.857142857143,-670.44,4.5,200.0,21,450,5.5
9091,1326.7241379310344,754.15,2.5,200.0,19,450,5.5
9101,3197.9710144927535,296.23,2.5,150.0,21,450,5.5
9111,3197.9710144927535,296.23,2.5,180.0,21,450,5.5
9121,3197.9710144927535,296.23,2.5,175.0,21,450,5.5
9131,2576.5942028985505,-147.6,4.0,150.0,19,450,5.5
9141,2576.5942028985505,-147.6,4.0,180.0,19,450,5.5
9151,2576.5942028985505,-147.6,4.0,175.0,19,450,5.5
9161,3984.0707964601766,-107.58,2.4435294117647057,300.0,10,450,5.5
9171,3984.0707964601766,-107.58,2.4435294117647057,200.0,10,450,5.5
9181,3984.0707964601766,-107.58,2.4435294117647057,150.0,10,450,5.5
9191,3366.4615384615386,-289.27,2.5,200.0,14,350,5.5
9201,3366.4615384615386,-289.27,2.5,230.0,14,350,5.5
9211,3366.4615384615386,-289.27,2.5,200.0,14,350,5.5
9221,3311.4285714285716,271.42,2.5,100.0,13,350,5.5
9231,3311.4285714285716,271.42,2.5,200.0,13,350,5.5
9241,3047.3958333333335,243.16,2.5,100.0,12,350,5.5
9251,3047.3958333333335,243.16,2.5,200.0,12,350,5.5
9261,3158.9622641509436,371.45,2.5,100.0,18,350,5.5
9271,3158.9622641509436,371.45,2.5,200.0,18,350,5.5
9281,2494.864864864865,876.85,2.5,300.0,16,350,5.5
9291,2494.864864864865,876.85,2.5,220.0,16,350,5.5
9301,2494.864864864865,876.85,2.5,200.0,16,350,5.5
9311,4044.266666666667,864.07,2.5,300.0,13,350,5.5
9321,4044.266666666667,864.07,2.5,220.0,13,350,5.5
9331,4044.266666666667,864.07,2.5,200.0,13,350,5.5
9341,2739.5238095238096,932.34,2.5,300.0,19,350,5.5
9351,2739.5238095238096,932.34,2.5,220.0,19,350,5.5
9361,2739.5238095238096,932.34,2.5,200.0,19,350,5.5
9371,4264.428571428572,-244.31,2.76,200.0,12,450,5.5
9381,3779.8709677419356,950.49,2.6,166.0,23,450,5.5
9391,3779.8709677419356,950.49,2.6,133.0,23,450,5.5
9401,3779.8709677419356,950.49,2.6,135.0,23,450,5.5
9411,3327.6,2098.82,2.5,150.0,22,350,5.5
9421,3327.6,2098.82,2.5,180.0,22,350,5.5
9431,3327.6,2098.82,2.5,200.0,22,350,5.5
9441,4268.4,1013.55,2.5,250.0,22,350,5.5
9451,4268.4,1013.55,2.5,180.0,22,350,5.5
9461,4268.4,1013.55,2.5,200.0,22,350,5.5
9471,2890.5,1099.29,2.5,250.0,17,350,5.5
9481,2890.5,1099.29,2.5,3.0,17,350,5.5
9491,2890.5,1099.29,2.5,180.0,17,350,5.5
9501,2890.5,1099.29,2.5,150.0,17,350,5.5
9511,2890.5,1099.29,2.5,100.0,17,350,5.5
9521,2890.5,1099.29,2.5,200.0,17,350,5.5
9531,6631.208791208791,874.87,2.5,250.0,21,350,5.5
9541,6631.208791208791,874.87,2.5,180.0,21,350,5.5
9551,6631.208791208791,874.87,2.5,150.0,21,350,5.5
9561,6631.208791208791,874.87,2.5,200.0,21,350,5.5
9571,6041.796875,996.76,2.5,200.0,21,450,5.5
9581,5181.12676056338,908.8,2.5,130.0,19,450,5.5
9591,5181.12676056338,908.8,2.5,140.0,19,450,5.5
9601,4672.826086956522,993.89,2.551489361702128,200.0,24,450,5.5
9611,4283.666666666667,1038.15,2.3996666666666657,200.0,23,450,5.5
9621,4112.747252747253,834.37,2.80340909090909,200.0,28,450,5.5
9631,2666.1946902654868,266.63,2.5,130.0,20,450,5.5
9641,3862.222222222222,1025.8,2.5,450.0,16,350,5.5
9651,3862.222222222222,1025.8,2.5,160.0,16,350,5.5
9661,3862.222222222222,1025.8,2.5,200.0,16,350,5.5
9671,3383.3333333333335,1027.58,2.5,450.0,17,350,5.5
9681,3383.3333333333335,1027.58,2.5,160.0,17,350,5.5
9691,3383.3333333333335,1027.58,2.5,200.0,17,350,5.5
9701,2983.934426229508,1002.87,2.5,450.0,17,350,5.5
9711,2983.934426229508,1002.87,2.5,160.0,17,350,5.5
9721,2983.934426229508,1002.87,2.5,200.0,17,350,5.5
9731,3559.1608391608393,-704.43,2.5,150.0,15,350,5.5
9741,3559.1608391608393,-704.43,2.5,180.0,15,350,5.5
9751,3914.354066985646,-75.24,2.5,181.8,15,450,5.5
9761,3914.354066985646,-75.24,2.5,180.0,15,450,5.5
9771,3914.354066985646,-75.24,2.5,41.1,15,450,5.5
9781,3914.354066985646,-75.24,2.5,230.0,15,450,5.5
9791,5539.351851851851,76.09,2.5,180.0,16,450,5.5
9801,5539.351851851851,76.09,2.5,69.4,16,450,5.5
9811,5539.351851851851,76.09,2.5,158.0,16,450,5.5
9821,3080.96,-3.68,2.5,48.0,21,450,5.5
9831,3080.96,-3.68,2.5,165.2,21,450,5.5
9841,3080.96,-3.68,2.5,180.0,21,450,5.5
9851,3080.96,-3.68,2.5,231.0,21,450,5.5
9861,4692.566371681416,-16.24,2.5,180.0,15,450,5.5
9871,4692.566371681416,-16.24,2.5,195.0,15,450,5.5
9881,4692.566371681416,-16.24,2.5,35.4,15,450,5.5
9891,4692.566371681416,-16.24,2.5,266.0,15,450,5.5
9901,3412.2184894861266,792.55,2.5,300.0,12,350,5.5
9911,3412.2184894861266,792.55,2.5,3.0,12,350,5.5
9921,3412.2184894861266,792.55,2.5,200.0,12,350,5.5
9931,3412.2184894861266,792.55,2.5,200.0,12,350,5.5
9941,3276.563677467973,829.63,2.5,280.0,15,350,5.5
9951,3276.563677467973,829.63,2.5,2.5,15,350,5.5
9961,3276.563677467973,829.63,2.5,100.0,15,350,5.5
9971,3276.563677467973,829.63,2.5,150.0,15,350,5.5
9981,3276.563677467973,829.63,2.5,120.0,15,350,5.5
9991,3276.563677467973,829.63,2.5,130.0,15,350,5.5
10001,4065.565515157619,890.6,2.5,280.0,16,350,5.5
10011,4065.565515157619,890.6,2.5,2.5,16,350,5.5
10021,4065.565515157619,890.6,2.5,100.0,16,350,5.5
10031,4065.565515157619,890.6,2.5,150.0,16,350,5.5
10041,4065.565515157619,890.6,2.5,120.0,16,350,5.5
10051,4065.565515157619,890.6,2.5,130.0,16,350,5.5
10061,3510.6161841128437,969.56,2.5,310.0,20,350,5.5
10071,3510.6161841128437,969.56,2.5,3.0,20,350,5.5
10081,3510.6161841128437,969.56,2.5,200.0,20,350,5.5
10091,3510.6161841128437,969.56,2.5,200.0,20,350,5.5
10101,3915.9245678365637,899.78,2.5,310.0,16,350,5.5
10111,3915.9245678365637,899.78,2.5,2.5,16,350,5.5
10121,3915.9245678365637,899.78,2.5,3.0,16,350,5.5
10131,3915.9245678365637,899.78,2.5,200.0,16,350,5.5
10141,3915.9245678365637,899.78,2.5,200.0,16,350,5.5
10151,4225.208333333333,932.07,2.5,280.0,18,350,5.5
10161,4225.208333333333,932.07,2.5,3.0,18,350,5.5
10171,4225.208333333333,932.07,2.5,200.0,18,350,5.5
10181,4225.208333333333,932.07,2.5,150.0,18,350,5.5
10191,4225.208333333333,932.07,2.5,130.0,18,350,5.5
10201,4225.208333333333,932.07,2.5,120.0,18,350,5.5
10211,1753.6134453781513,76.92,2.9,176.0,11,450,5.5
10221,1753.6134453781513,76.92,2.9,190.0,11,450,5.5
10231,1753.6134453781513,76.92,2.9,116.0,11,450,5.5
10241,2494.7619047619046,261.41,2.7,176.0,10,450,5.5
10251,2494.7619047619046,261.41,2.7,176.0,10,450,5.5
10261,2494.7619047619046,261.41,2.7,4.0,10,450,5.5
10271,2494.7619047619046,261.41,2.7,190.0,10,450,5.5
10281,2494.7619047619046,261.41,2.7,60.0,10,450,5.5
10291,2494.7619047619046,261.41,2.7,116.0,10,450,5.5
10301,3106.7619047619046,-71.95,2.5,204.5,18,450,5.5
10311,3106.7619047619046,-71.95,2.5,199.3,18,450,5.5
10321,3106.7619047619046,-71.95,2.5,209.5,18,450,5.5
10331,2893.3333333333335,-171.78,2.5,204.5,15,450,5.5
10341,2893.3333333333335,-171.78,2.5,181.5,15,450,5.5
10351,2893.3333333333335,-171.78,2.5,222.2,15,450,5.5
10361,2215.5882352941176,703.84,2.5,230.0,14,350,5.5
10371,2215.5882352941176,703.84,2.5,220.0,14,350,5.5
10381,2215.5882352941176,703.84,2.5,350.0,14,350,5.5
10391,2074.0,581.43,2.5,230.0,11,350,5.5
10401,2074.0,581.43,2.5,350.0,11,350,5.5
10411,3486.6111111111113,1217.99,2.5,50.0,23,350,5.5
10421,3486.6111111111113,1217.99,2.5,160.0,23,350,5.5
10431,3486.6111111111113,1217.99,2.5,167.0,23,350,5.5
10441,3486.6111111111113,1217.99,2.5,200.0,23,350,5.5
10451,2605.815831987076,1109.08,2.5,250.0,21,350,5.5
10461,2605.815831987076,1109.08,2.5,250.0,21,350,5.5
10471,2605.815831987076,1109.08,2.5,200.0,21,350,5.5
10481,2240.8829174664106,1098.14,2.5,250.0,21,350,5.5
10491,2240.8829174664106,1098.14,2.5,250.0,21,350,5.5
10501,2240.8829174664106,1098.14,2.5,200.0,21,350,5.5
10511,2240.8829174664106,1098.14,2.5,100.0,21,350,5.5
10521,4087.0,1194.88,2.5,250.0,21,350,5.5
10531,4087.0,1194.88,2.5,250.0,21,350,5.5
10541,4087.0,1194.88,2.5,200.0,21,350,5.5
10551,3788.6746987951806,1192.08,2.5,250.0,22,350,5.5
10561,3788.6746987951806,1192.08,2.5,250.0,22,350,5.5
10571,3788.6746987951806,1192.08,2.5,200.0,22,350,5.5
10581,4695.857142857143,1950.48,2.5,192.0,8,350,5.5
10591,4695.857142857143,1950.48,2.5,162.0,8,350,5.5
10601,4695.857142857143,1950.48,2.5,200.0,8,350,5.5
10611,4695.857142857143,1950.48,2.5,250.0,8,350,5.5
10621,4695.857142857143,1950.48,2.5,150.0,8,350,5.5
10631,4505.652173913043,1935.19,2.5,193.0,8,350,5.5
10641,4505.652173913043,1935.19,2.5,162.0,8,350,5.5
10651,4505.652173913043,1935.19,2.5,200.0,8,350,5.5
10661,4505.652173913043,1935.19,2.5,250.0,8,350,5.5
10671,4505.652173913043,1935.19,2.5,150.0,8,350,5.5
10681,4648.5,2039.91,2.5,191.0,13,350,5.5
10691,4648.5,2039.91,2.5,180.0,13,350,5.5
10701,4648.5,2039.91,2.5,250.0,13,350,5.5
10711,4648.5,2039.91,2.5,50.0,13,350,5.5
10721,4648.5,2039.91,2.5,200.0,13,350,5.5
10731,4648.5,2039.91,2.5,100.0,13,350,5.5
10741,3731.4814814814813,2001.49,2.5,195.0,13,350,5.5
10751,3731.4814814814813,2001.49,2.5,185.0,13,350,5.5
10761,3731.4814814814813,2001.49,2.5,100.0,13,350,5.5
10771,3731.4814814814813,2001.49,2.5,200.0,13,350,5.5
10781,3731.4814814814813,2001.49,2.5,250.0,13,350,5.5
10791,3731.4814814814813,2001.49,2.5,50.0,13,350,5.5
10801,3586.875,2034.25,2.5,196.0,15,350,5.5
10811,3586.875,2034.25,2.5,185.0,15,350,5.5
10821,3586.875,2034.25,2.5,200.0,15,350,5.5
10831,3586.875,2034.25,2.5,150.0,15,350,5.5
10841,3586.875,2034.25,2.5,250.0,15,350,5.5
10851,4261.0,1274.52,2.5,194.0,15,350,5.5
10861,4261.0,1274.52,2.5,163.0,15,350,5.5
10871,4261.0,1274.52,2.5,250.0,15,350,5.5
10881,4261.0,1274.52,2.5,200.0,15,350,5.5
10891,6101.818181818182,512.23,2.5,400.0,10,350,5.5
10901,6101.818181818182,512.23,2.5,150.0,10,350,5.5
10911,6101.818181818182,512.23,2.5,100.0,10,350,5.5
10921,6101.818181818182,512.23,2.5,270.0,10,350,5.5
10931,5705.454545454545,1113.0,2.2,235.0,17,450,5.5
10941,5705.454545454545,1113.0,2.2,190.0,17,450,5.5
10951,5053.1506849315065,-760.82,3.5,160.0,13,450,5.5
10961,5053.1506849315065,-760.82,3.5,190.0,13,450,5.5
10971,2742.0833333333335,820.0,2.2,190.0,11,450,5.5
10981,2742.0833333333335,820.0,2.2,187.5,11,450,5.5
10991,2742.0833333333335,820.0,2.2,190.0,11,450,5.5
11001,3166.904761904762,474.06,2.5,140.0,15,450,5.5
11011,3166.904761904762,474.06,2.5,190.0,15,450,5.5
11021,3166.904761904762,474.06,2.5,140.0,15,450,5.5
11031,3148.846153846154,734.38,2.5,150.0,13,450,5.5
11041,3148.846153846154,734.38,2.5,150.0,13,450,5.5
11051,3148.846153846154,734.38,2.5,100.0,13,450,5.5
11061,4278.534031413612,-342.56,3.9441666666666655,150.0,15,450,5.5
11071,4278.534031413612,-342.56,3.9441666666666655,150.0,15,450,5.5
11081,4278.534031413612,-342.56,3.9441666666666655,80.0,15,450,5.5
11091,4756.938603868797,1114.17,2.1,200.0,12,450,5.5
11101,4756.938603868797,1114.17,2.1,200.0,12,450,5.5
11111,4076.4,-1323.71,4.546842105263158,250.0,13,450,5.5
11131,4076.4,-1323.71,4.546842105263158,180.0,13,450,5.5
11141,4763.5,-750.58,4.336,250.0,12,450,5.5
11151,4763.5,-750.58,4.336,50.0,12,450,5.5
11161,4763.5,-750.58,4.336,180.0,12,450,5.5
11171,3686.875,993.24,2.5,210.0,19,350,5.5
11181,3686.875,993.24,2.5,115.0,19,350,5.5
11201,3686.875,993.24,2.5,250.0,19,350,5.5
11211,3686.875,993.24,2.5,130.0,19,350,5.5
11221,3876.0,1109.08,2.5,350.0,18,350,5.5
11231,3876.0,1109.08,2.5,25.0,18,350,5.5
11241,3876.0,1109.08,2.5,100.0,18,350,5.5
11251,3876.0,1109.08,2.5,130.0,18,350,5.5
11261,3876.0,1109.08,2.5,250.0,18,350,5.5
11271,4239.64705882353,1178.45,2.5,230.0,17,350,5.5
11281,4239.64705882353,1178.45,2.5,200.0,17,350,5.5
11291,4239.64705882353,1178.45,2.5,200.0,17,350,5.5
11301,4672.278481012659,1145.55,2.5,230.0,14,350,5.5
11311,4672.278481012659,1145.55,2.5,200.0,14,350,5.5
11321,4672.278481012659,1145.55,2.5,200.0,14,350,5.5
11331,3488.4615384615386,1035.35,2.5,230.0,12,350,5.5
11341,3488.4615384615386,1035.35,2.5,200.0,12,350,5.5
11351,3488.4615384615386,1035.35,2.5,200.0,12,350,5.5
11361,4313.888888888889,240.19,3.7,230.0,18,450,5.5
11371,4313.888888888889,240.19,3.7,200.0,18,450,5.5
11381,3905.777777777778,-58.27,4.0,230.0,16,450,5.5
11391,3905.777777777778,-58.27,4.0,200.0,16,450,5.5
11401,3202.5263157894738,113.04,3.7,230.0,16,450,5.5
11411,3202.5263157894738,113.04,3.7,200.0,16,450,5.5
11421,3073.779527559055,1107.87,2.5,148.0,24,350,5.5
11431,3073.779527559055,1107.87,2.5,172.0,24,350,5.5
11441,3073.779527559055,1107.87,2.5,200.0,24,350,5.5
11451,3246.6176470588234,1094.84,2.5,148.0,24,350,5.5
11461,3246.6176470588234,1094.84,2.5,175.0,24,350,5.5
11471,3246.6176470588234,1094.84,2.5,200.0,24,350,5.5
11481,3684.5833333333335,1150.63,2.5,178.0,24,350,5.5
11491,3684.5833333333335,1150.63,2.5,172.0,24,350,5.5
11501,3684.5833333333335,1150.63,2.5,200.0,24,350,5.5
11511,3536.3414634146343,1119.66,2.5,138.0,24,350,5.5
11521,3536.3414634146343,1119.66,2.5,172.0,24,350,5.5
11531,3536.3414634146343,1119.66,2.5,200.0,24,350,5.5
11541,3553.2183908045977,1057.6,2.5,138.0,21,350,5.5
11551,3553.2183908045977,1057.6,2.5,137.0,21,350,5.5
11561,3553.2183908045977,1057.6,2.5,200.0,21,350,5.5
11571,3831.6,1134.51,2.5,147.0,23,350,5.5
11581,3831.6,1134.51,2.5,167.0,23,350,5.5
11591,3831.6,1134.51,2.5,200.0,23,350,5.5
11601,3400.4,409.14,2.5,150.0,10,350,5.5
11611,3400.4,409.14,2.5,200.0,10,350,5.5
11621,3400.4,409.14,2.5,135.0,10,350,5.5
11631,3033.0,261.38,2.5,220.0,15,350,5.5
11641,3033.0,261.38,2.5,135.0,15,350,5.5
11651,3077.6296296296296,359.71,2.5,150.0,10,350,5.5
11661,3077.6296296296296,359.71,2.5,200.0,10,350,5.5
11671,3077.6296296296296,359.71,2.5,135.0,10,350,5.5
11681,4309.304347826087,-553.55,2.5,150.0,10,350,5.5
11691,4309.304347826087,-553.55,2.5,200.0,10,350,5.5
11701,3718.640776699029,1131.96,2.5,200.0,22,350,5.5
11711,3718.640776699029,1131.96,2.5,170.0,22,350,5.5
11721,3718.640776699029,1131.96,2.5,400.0,22,350,5.5
11731,4037.669902912621,1091.1,2.5,200.0,18,350,5.5
11741,4037.669902912621,1091.1,2.5,175.0,18,350,5.5
11751,4037.669902912621,1091.1,2.5,400.0,18,350,5.5
11761,1997.0212765957447,1040.93,2.5,260.0,19,350,5.5
11771,1997.0212765957447,1040.93,2.5,220.0,19,350,5.5
11781,1997.0212765957447,1040.93,2.5,400.0,19,350,5.5
11791,5091.395348837209,-1403.76,4.01,100.0,15,450,5.5
11801,4792.5,-454.09,3.7,150.0,15,450,5.5
11811,4464.583333333333,-400.21,2.5,220.0,14,350,5.5
11821,4464.583333333333,-400.21,2.5,200.0,14,350,5.5
11831,4412.5,-80.93,2.5,220.0,14,350,5.5
11841,4412.5,-80.93,2.5,200.0,14,350,5.5
11851,4197.8,-61.75,2.5,220.0,15,350,5.5
11861,4197.8,-61.75,2.5,200.0,15,350,5.5
11881,5153.4,-393.52,2.5,220.0,13,350,5.5
11891,5153.4,-393.52,2.5,200.0,13,350,5.5
11901,3456.6153846153848,854.53,2.2181818181818183,180.0,14,450,5.5
11911,3456.6153846153848,854.53,2.2181818181818183,180.0,14,450,5.5
11921,3456.6153846153848,854.53,2.2181818181818183,190.0,14,450,5.5
11931,3921.0810810810813,972.93,1.9928571428571429,190.0,13,450,5.5
11941,3921.0810810810813,972.93,1.9928571428571429,180.0,13,450,5.5
11951,3768.75,936.96,2.166666666666667,190.0,15,450,5.5
11961,3768.75,936.96,2.166666666666667,180.0,15,450,5.5
11971,3768.75,936.96,2.166666666666667,190.0,15,450,5.5
11981,2285.0,1256.85,2.5,240.0,22,350,5.5
11991,2285.0,1256.85,2.5,150.0,22,350,5.5
12001,2285.0,1256.85,2.5,200.0,22,350,5.5
12011,2285.0,1256.85,2.5,150.0,22,350,5.5
12021,5246.444444444444,521.17,3.3199999999999994,150.0,14,450,5.92
12031,5246.444444444444,521.17,3.3199999999999994,180.0,14,450,5.92
12041,5246.444444444444,521.17,3.3199999999999994,250.0,14,450,5.92
12051,5914.347826086957,1119.41,2.9016666666666664,280.0,21,450,5.5
12061,5914.347826086957,1119.41,2.9016666666666664,200.0,21,450,5.5
12071,5914.347826086957,1119.41,2.9016666666666664,200.0,21,450,5.5
12081,1947.625,183.82,3.727576923076923,280.0,19,450,5.5
12091,1947.625,183.82,3.727576923076923,200.0,19,450,5.5
12101,1947.625,183.82,3.727576923076923,200.0,19,450,5.5
12111,5128.16,887.96,2.8793666666666664,280.0,14,450,5.5
12121,5128.16,887.96,2.8793666666666664,200.0,14,450,5.5
12131,5128.16,887.96,2.8793666666666664,200.0,14,450,5.5
12141,4500.0,134.81,2.683333333333333,171.0,13,450,5.5
12151,4500.0,134.81,2.683333333333333,80.0,13,450,5.5
12161,4500.0,134.81,2.683333333333333,220.0,13,450,5.5
12171,4338.064516129032,-270.7,4.5,50.0,16,450,5.5
12181,4338.064516129032,-270.7,4.5,220.0,16,450,5.5
12191,4338.064516129032,-270.7,4.5,3.0,16,450,5.5
12201,4338.064516129032,-270.7,4.5,150.0,16,450,5.5
12211,4338.064516129032,-270.7,4.5,135.0,16,450,5.5
12221,4040.9836065573772,78.11,4.015,200.0,22,450,5.5
12231,4040.9836065573772,78.11,4.015,200.0,22,450,5.5
12241,4040.9836065573772,78.11,4.015,135.0,22,450,5.5
12251,3475.0819672131147,498.02,3.505,200.0,25,450,5.5
12261,3475.0819672131147,498.02,3.505,3.0,25,450,5.5
12271,3475.0819672131147,498.02,3.505,2.0,25,450,5.5
12291,3475.0819672131147,498.02,3.505,200.0,25,450,5.5
12301,3475.0819672131147,498.02,3.505,135.0,25,450,5.5
12311,3134.266666666667,675.88,3.4274509803921567,50.0,28,450,5.5
12321,3134.266666666667,675.88,3.4274509803921567,200.0,28,450,5.5
12331,3134.266666666667,675.88,3.4274509803921567,3.0,28,450,5.5
12341,3134.266666666667,675.88,3.4274509803921567,2.0,28,450,5.5
12351,3134.266666666667,675.88,3.4274509803921567,130.0,28,450,5.5
12361,3134.266666666667,675.88,3.4274509803921567,135.0,28,450,5.5
12371,4511.190476190476,1260.4,2.5,200.0,22,450,5.5
12381,4511.190476190476,1260.4,2.5,3.0,22,450,5.5
12391,4511.190476190476,1260.4,2.5,2.0,22,450,5.5
12401,4511.190476190476,1260.4,2.5,200.0,22,450,5.5
12411,4511.190476190476,1260.4,2.5,135.0,22,450,5.5
12421,3002.2,518.34,3.254545455,200.0,18,450,5.5
12431,3002.2,518.34,3.254545455,200.0,18,450,5.5
12441,3002.2,518.34,3.254545455,200.0,18,450,5.5
12451,1616.8,-65.3,3.25,330.0,21,450,5.5
12461,1616.8,-65.3,3.25,200.0,21,450,5.5
12471,1616.8,-65.3,3.25,200.0,21,450,5.5
12481,2097.92,785.26,2.5,400.0,23,350,5.5
12491,2097.92,785.26,2.5,150.0,23,350,5.5
12501,2097.92,785.26,2.5,100.0,23,350,5.5
12511,2097.92,785.26,2.5,260.0,23,350,5.5
12521,3279.52,1050.97,2.5,400.0,19,350,5.5
12531,3279.52,1050.97,2.5,150.0,19,350,5.5
12541,3279.52,1050.97,2.5,200.0,19,350,5.5
12551,3314.4,1153.82,2.5,400.0,24,350,5.5
12561,3314.4,1153.82,2.5,150.0,24,350,5.5
12571,3314.4,1153.82,2.5,200.0,24,350,5.5
12581,3390.0,1549.26,2.5,400.0,24,350,5.5
12591,3390.0,1549.26,2.5,150.0,24,350,5.5
12601,3390.0,1549.26,2.5,300.0,24,350,5.5
12611,3390.0,1549.26,2.5,200.0,24,350,5.5
12621,4465.52,1085.45,2.5,400.0,22,350,5.5
12631,4465.52,1085.45,2.5,150.0,22,350,5.5
12641,4465.52,1085.45,2.5,200.0,22,350,5.5
12651,4952.321428571428,-92.35,3.1782142857142865,150.0,10,450,5.5
12661,4952.321428571428,-92.35,3.1782142857142865,200.0,10,450,5.5
12671,4952.321428571428,-92.35,3.1782142857142865,120.0,10,450,5.5
12681,6272.391304347826,-266.22,2.5,150.0,14,450,5.5
12691,6272.391304347826,-266.22,2.5,415.0,14,450,5.5
12701,6272.391304347826,-266.22,2.5,150.0,14,450,5.5
12711,6272.391304347826,-266.22,2.5,5.0,14,450,5.5
12721,6272.391304347826,-266.22,2.5,100.0,14,450,5.5
12731,6272.391304347826,-266.22,2.5,10.0,14,450,5.5
12741,6545.3448275862065,297.04,2.5,150.0,23,450,5.5
12751,6545.3448275862065,297.04,2.5,415.0,23,450,5.5
12761,6545.3448275862065,297.04,2.5,150.0,23,450,5.5
12771,6545.3448275862065,297.04,2.5,150.0,23,450,5.5
12781,6545.3448275862065,297.04,2.5,5.0,23,450,5.5
12791,6545.3448275862065,297.04,2.5,10.0,23,450,5.5
12801,4036.6666666666665,-773.93,2.62,125.0,15,450,5.5
12811,2085.0,61.57,2.62,175.0,24,450,5.5
12821,2085.0,61.57,2.62,215.0,24,450,5.5
12831,2112.328767123288,1437.37,1.96,215.0,34,450,6.0
12841,2112.328767123288,1437.37,1.96,265.0,34,450,6.0
12851,2112.328767123288,1437.37,1.96,215.0,34,450,6.0
12861,2112.328767123288,1437.37,1.96,215.0,34,450,6.0
12871,4217.515923566879,-85.23,2.4866666666666672,300.0,11,450,5.5
12881,4217.515923566879,-85.23,2.4866666666666672,200.0,11,450,5.5
12891,4217.515923566879,-85.23,2.4866666666666672,150.0,11,450,5.5
12901,4295.490196078431,459.49,2.5,220.0,19,350,5.5
12911,4295.490196078431,459.49,2.5,240.0,19,350,5.5
12921,4295.490196078431,459.49,2.5,120.0,19,350,5.5
12931,4295.490196078431,459.49,2.5,130.0,19,350,5.5
12941,4339.193548387097,1116.66,2.5,160.0,21,350,5.5
12951,4339.193548387097,1116.66,2.5,167.0,21,350,5.5
12961,4339.193548387097,1116.66,2.5,200.0,21,350,5.5
12971,5818.813559322034,1040.41,2.5,148.0,15,350,5.5
12981,5818.813559322034,1040.41,2.5,167.0,15,350,5.5
12991,5818.813559322034,1040.41,2.5,200.0,15,350,5.5
13001,4017.948717948718,1028.14,2.5,200.0,18,350,5.5
13011,4017.948717948718,1028.14,2.5,400.0,18,350,5.5
13021,4017.948717948718,1028.14,2.5,2.5,18,350,5.5
13031,4017.948717948718,1028.14,2.5,193.0,18,350,5.5
13041,3190.2380952380954,855.43,2.5,280.0,15,350,5.5
13051,3190.2380952380954,855.43,2.5,200.0,15,350,5.5
13061,3190.2380952380954,855.43,2.5,2.5,15,350,5.5
13071,3190.2380952380954,855.43,2.5,193.0,15,350,5.5
13081,3190.2380952380954,855.43,2.5,250.0,15,350,5.5
13091,2971.3333333333335,876.99,2.5,290.0,16,350,5.5
13101,2971.3333333333335,876.99,2.5,200.0,16,350,5.5
13111,2971.3333333333335,876.99,2.5,193.0,16,350,5.5
13121,2971.3333333333335,876.99,2.5,250.0,16,350,5.5
13131,3943.0,1063.18,2.5,200.0,20,350,5.5
13141,3943.0,1063.18,2.5,400.0,20,350,5.5
13151,3943.0,1063.18,2.5,193.0,20,350,5.5
13161,4087.2,338.27,2.5,290.0,8,350,5.5
13171,4087.2,338.27,2.5,200.0,8,350,5.5
13181,3451.809523809524,1088.88,2.5,280.0,16,350,5.5
13191,3451.809523809524,1088.88,2.5,400.0,16,350,5.5
13201,3451.809523809524,1088.88,2.5,193.0,16,350,5.5
13211,3451.809523809524,1088.88,2.5,150.0,16,350,5.5
13221,4267.809523809524,1131.04,2.5,400.0,22,350,5.5
13231,4267.809523809524,1131.04,2.5,193.0,22,350,5.5
13241,4267.809523809524,1131.04,2.5,150.0,22,350,5.5
13251,3815.4,824.26,2.5,210.0,24,350,5.5
13261,3815.4,824.26,2.5,160.0,24,350,5.5
13271,3815.4,824.26,2.5,200.0,24,350,5.5
13281,3815.4,824.26,2.5,150.0,24,350,5.5
13291,2612.5,727.1,2.5,210.0,21,350,5.5
13301,2612.5,727.1,2.5,160.0,21,350,5.5
13311,2612.5,727.1,2.5,150.0,21,350,5.5
13321,2612.5,727.1,2.5,200.0,21,350,5.5
13331,3099.6875,-490.81,2.5,361.0,14,350,5.5
13341,3099.6875,-490.81,2.5,191.0,14,350,5.5
13351,2087.1794871794873,186.07,2.5,200.0,17,350,5.5
13361,2087.1794871794873,186.07,2.5,200.0,17,350,5.5
13371,2780.1,243.67,2.5,270.0,22,350,5.5
13381,2780.1,243.67,2.5,133.0,22,350,5.5
13391,2780.1,243.67,2.5,200.0,22,350,5.5
