,Field_Name,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha
438,M7I2084,1057.15,350.0,20.0,2.5,2527.8,92.0,0.0,32.339999999999996,0.0,152.88000000000002,0.0,120.0
439,M7I2085,1036.88,350.0,19.0,2.5,2915.9848484848485,92.0,0.0,31.240000000000002,0.0,147.68,0.0,120.0
440,M7I2086,1011.75,350.0,23.0,2.5,2395.1063829787236,92.0,0.0,22.44,0.0,106.08,0.0,105.0
441,M6I20141,-751.2,350.0,15.0,2.5,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
442,M6I20147,-33.22,350.0,12.0,2.5,6275.5,0.0,140.0,21.0,120.0,0.0,32.0,90.0
443,M6I20156,-631.74,350.0,15.0,2.5,2127.1111111111113,0.0,0.0,25.3,0.0,119.6,0.0,0.0
444,M6I20177,472.93,350.0,9.0,2.5,6247.75,124.2,61.0,0.0,120.0,0.0,70.0,0.0
445,M6I20157,1204.59,350.0,12.0,2.5,3449.375,204.24,0.0,30.8,0.0,145.6,0.0,130.2
446,M6I20158,371.18,350.0,15.0,2.5,5464.174757281553,115.0,0.0,17.6,0.0,83.2,0.0,96.0
447,M6I20159,1207.57,350.0,21.0,2.5,3742.181818181818,92.0,0.0,28.6,0.0,135.2,0.0,90.0
448,M6I20161,1334.76,350.0,16.0,2.5,3819.875,216.2,0.0,19.8,0.0,93.6,0.0,102.0
449,M6I20163,1163.01,350.0,16.0,2.5,4065.5,195.5,5.0,19.8,50.0,93.6,50.0,102.0
450,M6I20160,1281.43,350.0,15.0,2.5,3555.25,216.2,0.0,19.8,0.0,93.6,0.0,102.0
451,M2I2051,780.85,350.0,13.0,2.5,4145.098039215686,62.1,0.0,0.0,0.0,0.0,0.0,120.0
452,M6I20179,456.07,350.0,9.0,2.5,5480.666666666667,124.2,61.0,0.0,120.0,0.0,70.0,60.0
453,M7I2088,865.97,350.0,26.0,2.5,3974.375,161.0,10.5,0.0,73.5,0.0,0.0,96.0
454,M7I2089,870.72,350.0,26.0,2.5,3680.4,161.0,11.0,0.0,77.0,0.0,0.0,96.0
455,M6I2130,830.74,350.0,12.0,2.5,2700.0,92.0,0.0,24.2,0.0,114.4,0.0,0.0
456,M6I2172,-883.5,350.0,12.0,2.7199999999999998,2700.0,0.0,0.0,24.2,0.0,114.4,0.0,0.0
457,M7I21131,-398.67,350.0,20.0,3.950561797752809,3600.0,108.36,16.02,33.07,0.0,80.6,0.0,111.0
458,M7I2196,-53.86,350.0,20.0,3.2,3300.0,99.84,10.68,27.015,0.0,77.22,0.0,109.98
459,M7I2198,-550.94,350.0,22.0,3.4,3000.0,80.96,0.0,16.918000000000003,0.0,79.976,0.0,98.16
460,M7I2199,158.85,350.0,23.0,3.0,2760.0,25.56,16.02,34.72,0.0,88.4,0.0,100.2
461,M7I2177,1125.68,350.0,20.0,2.459999918937683,4283.90243902439,92.0,0.0,20.9,0.0,98.8,0.0,108.0
462,M7I2178,106.79,350.0,25.0,2.8375000158945722,3075.0,92.0,0.0,19.8,0.0,93.6,0.0,108.0
463,M7I2179,-1147.02,350.0,20.0,3.4375,4283.958333333333,0.0,0.0,19.8,0.0,93.6,0.0,120.0
464,M7V2109,889.29,450.0,25.0,3.1,4983.529411764706,92.0,0.0,27.5,0.0,130.0,0.0,108.0
465,M7V2110,1379.92,450.0,29.0,2.3,3888.235294117647,92.0,24.0,0.0,120.0,0.0,0.0,108.0
466,M6V2139,802.59,450.0,15.0,0.5903333333333334,4268.166666666667,0.0,23.3,0.0,76.89,0.0,0.0,0.0
467,M6V2140,534.02,450.0,15.0,1.453709677419355,5424.48,46.0,23.3,0.0,76.89,0.0,0.0,0.0
468,M6V2143,744.04,450.0,15.0,0.5900000000000001,4062.5,0.0,0.0,0.0,0.0,0.0,90.0,0.0
469,M6V2136,-1008.32,450.0,15.0,3.7299999999999995,7611.724137931034,0.0,90.0,22.33,0.0,105.56,120.0,0.0
470,M6I2133,889.8,350.0,21.0,3.0125,678.6666666666666,184.0,0.0,60.5,0.0,286.0,0.0,0.0
471,M6I2173,1427.98,350.0,13.0,2.230769230769231,2820.0,184.0,0.0,60.5,0.0,286.0,0.0,0.0
472,M6I2161,441.3,350.0,15.0,3.330000000000003,3240.0,184.0,0.0,29.7,0.0,140.4,0.0,138.0
473,M6V2144,-454.38,450.0,15.0,2.4,2888.7804878048782,0.0,0.0,29.7,0.0,140.4,0.0,0.0
474,M6I2142,874.36,350.0,21.0,2.9875,5027.893497554791,115.0,0.0,26.4,0.0,124.8,0.0,150.0
475,M6I2145,493.64,350.0,21.0,3.1,4879.74987974988,69.0,0.0,26.4,0.0,124.8,0.0,0.0
476,M6I21119,-1190.97,350.0,15.0,3.0355140186915888,2924.923076923077,0.0,15.0,0.0,90.0,0.0,30.0,90.0
477,M6I21120,-1410.83,350.0,15.0,3.318181818181818,2620.769230769231,0.0,15.0,0.0,90.0,0.0,30.0,90.0
478,M6I21121,-1190.97,350.0,15.0,3.0355140186915888,2925.0,0.0,15.0,0.0,90.0,0.0,30.0,90.0
479,M6I21124,-1262.25,350.0,15.0,3.1419354838709674,3158.986928104575,0.0,15.0,0.0,90.0,0.0,30.0,90.0
480,M8V2112,836.03,450.0,13.0,2.7416666666666667,1769.91452991453,128.8,0.0,0.0,0.0,0.0,0.0,90.0
481,M8V2113,532.7,450.0,15.0,2.665,2681.101694915254,87.4,0.0,0.0,0.0,0.0,0.0,0.0
482,M6I2146,-780.0,350.0,15.0,2.67,3662.777777777778,0.0,34.4,0.0,120.4,0.0,68.8,0.0
483,M6I2147,-784.57,350.0,15.0,2.66,3060.0,0.0,34.4,0.0,120.4,0.0,68.8,0.0
484,M6I2148,-878.14,350.0,15.0,2.66,1444.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0
485,M6I2149,-815.78,350.0,15.0,2.76,3923.0,0.0,34.4,0.0,120.4,0.0,68.8,0.0
486,M6I2150,-806.41,350.0,15.0,2.62,2446.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0
487,M6I2151,-892.81,350.0,15.0,2.8,2946.4285714285716,0.0,34.4,0.0,120.4,0.0,68.8,0.0
488,M6I2152,-526.57,350.0,15.0,2.22,2048.6666666666665,0.0,34.4,0.0,120.4,0.0,68.8,0.0
489,M6I21186,1050.18,350.0,15.0,2.2394736842105263,2995.25,177.1,0.0,27.5,0.0,130.0,0.0,130.2
490,M6I21187,874.96,350.0,15.0,2.4363636363636365,2100.0,177.1,0.0,27.5,0.0,130.0,0.0,130.2
491,M6I21188,924.29,350.0,24.0,2.6045454545454545,1797.5833333333333,177.1,0.0,27.5,0.0,130.0,0.0,130.2
492,M8V2144,562.63,450.0,12.0,2.6,2013.25,92.0,0.0,0.33,0.0,1.56,0.0,0.0
493,M8V2145,1044.24,450.0,26.0,2.4,2140.206896551724,92.0,0.0,0.33,0.0,1.56,0.0,0.0
494,M2I2118,-560.47,350.0,15.0,3.525,3986.8263473053894,55.2,0.0,19.8,0.0,93.6,0.0,120.0
495,M2I2120,-549.69,350.0,15.0,2.3200000000000003,4243.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,120.0
496,M2I2121,-1596.85,350.0,9.0,3.595,3936.804733727811,0.0,0.0,19.8,0.0,93.6,0.0,120.0
497,M2I2122,10.59,350.0,9.0,3.3649999999999998,3549.2561983471073,55.2,0.0,20.35,0.0,96.2,0.0,120.0
498,M2I2141,-608.16,350.0,15.0,2.4072639999999996,4485.6,0.0,0.0,0.0,0.0,0.0,0.0,120.0
499,M7V2159,211.31,450.0,25.0,4.0,3037.1666666666665,92.0,0.0,28.38,0.0,134.16,0.0,162.0
500,M8V2124,1417.4,450.0,28.0,2.1864285714285714,3103.0434782608695,170.2,0.0,27.5,0.0,130.0,0.0,114.0
501,M8V2125,1180.36,450.0,25.0,2.4337999999999997,2567.4,170.2,0.0,33.0,0.0,156.0,0.0,114.0
502,M8V2126,780.88,450.0,25.0,3.068571428571428,2592.8571428571427,174.8,0.0,33.0,0.0,156.0,0.0,114.6
503,M8V2149,1076.78,450.0,24.0,2.4337999999999997,1699.8,170.2,0.0,27.5,0.0,130.0,0.0,114.0
504,M6V21110,1107.97,450.0,15.0,2.5,5764.333333333333,92.0,0.0,22.0,0.0,104.0,120.0,0.0
505,M6V21111,-433.52,450.0,15.0,2.5,5418.521739130435,0.0,0.0,22.0,0.0,104.0,0.0,120.0
506,M8V2127,765.19,450.0,14.0,2.563913043478261,1744.375,161.0,0.0,33.0,0.0,156.0,0.0,115.8
507,M8V2128,871.47,450.0,17.0,2.717777777777777,3425.8333333333335,170.2,0.0,33.0,0.0,156.0,0.0,115.8
508,M8V2129,1031.5,450.0,25.0,2.5357142857142856,1985.3424657534247,170.2,0.0,27.5,0.0,130.0,0.0,115.8
509,M8V2130,1705.3,450.0,16.0,2.5846153846153843,2561.5789473684213,243.8,0.0,33.0,0.0,156.0,0.0,115.8
510,M7V2137,1626.4,450.0,31.0,3.2700000000000005,2789.3865030674847,268.18,0.0,16.28,0.0,76.96,0.0,120.0
511,M7V2138,1198.62,450.0,27.0,2.5,2333.3333333333335,193.2,0.0,16.28,0.0,76.96,0.0,0.0
512,M7V2139,1555.52,450.0,37.0,2.5,2713.217391304348,201.48,0.0,16.28,0.0,76.96,0.0,111.0
513,M7V2140,1550.66,450.0,33.0,2.5,3573.9622641509436,207.0,0.0,16.28,0.0,76.96,0.0,0.0
514,M7V2141,1198.42,450.0,32.0,2.5,2113.3333333333335,92.0,0.0,16.28,0.0,76.96,0.0,0.0
515,M6I2185,1227.33,350.0,15.0,2.5,3180.0664451827242,69.0,40.0,0.0,120.0,0.0,160.0,0.0
516,M6I2186,1227.33,350.0,15.0,2.5,3179.87012987013,69.0,40.0,0.0,120.0,0.0,160.0,0.0
517,M6I21146,367.54,350.0,12.0,2.95,3968.996710526316,92.0,0.0,0.0,0.0,0.0,0.0,0.0
518,M6I21147,387.73,350.0,12.0,2.9,3929.3650793650795,92.0,0.0,0.0,0.0,0.0,0.0,0.0
519,M6I21148,247.19,350.0,14.0,3.2,4631.329508605638,92.0,0.0,0.0,0.0,0.0,0.0,0.0
520,M6I21149,424.83,350.0,13.0,2.9,4212.562396006655,92.0,0.0,0.0,0.0,0.0,0.0,0.0
521,M7I2156,-43.81,350.0,21.0,3.8,3580.1901257283043,159.16,0.0,28.6,0.0,135.2,0.0,120.0
522,M7I2157,295.39,350.0,21.0,3.4,4053.714285714286,107.18,0.0,28.6,0.0,135.2,0.0,111.0
523,M7I2158,120.65,350.0,24.0,3.6,4288.301886792453,160.07999999999998,0.0,19.8,0.0,93.6,0.0,103.8
524,M7V2115,1131.2,450.0,20.0,2.9285714285714284,4616.96,92.0,0.0,24.529999999999998,0.0,115.96000000000001,0.0,132.0
525,M7V2116,183.79,450.0,18.0,3.9,3886.2727272727275,170.66,0.0,24.2,0.0,114.4,0.0,115.2
526,M7V2117,497.31,450.0,18.0,3.54,3330.909090909091,174.8,0.0,24.529999999999998,0.0,115.96000000000001,0.0,118.2
527,M7V2118,567.74,450.0,18.0,3.657142857142857,3255.531914893617,95.22,0.0,24.529999999999998,0.0,115.96000000000001,0.0,124.2
528,M7V2119,742.46,450.0,19.0,3.3125,3063.214285714286,92.0,0.0,24.529999999999998,0.0,115.96000000000001,0.0,118.2
529,M7V2120,2027.96,450.0,27.0,2.5,4475.555555555556,92.0,0.0,45.32,0.0,214.24,0.0,135.6
530,M6I21181,476.87,350.0,23.0,2.6153846153846154,2760.0,0.0,14.0,0.0,152.0,0.0,0.0,0.0
531,M6I21182,754.96,350.0,18.0,2.3625,2765.9615384615386,0.0,14.0,0.0,152.0,0.0,0.0,0.0
532,M4V2156,1296.0,450.0,28.0,2.5964285714285715,4217.444444444444,177.1,21.777600000000003,25.6662,76.22160000000001,0.0,32.6664,39.996
533,M4V2157,1704.04,450.0,27.0,2.745945945945946,3014.0,229.62279999999998,16.363200000000003,27.489,73.6344,0.0,16.363200000000003,38.178000000000004
534,M4V2158,931.08,450.0,24.0,2.371052631578947,2882.695652173913,139.9964,20.8656,25.746,73.0296,0.0,31.2984,38.082
535,M7V2142,654.06,450.0,18.0,2.5,4063.2380952380954,0.0,27.0,47.13,0.0,95.16,0.0,120.0
536,M7V2143,-499.54,450.0,16.0,2.5,3128.9166666666665,0.0,0.0,22.0,0.0,104.0,0.0,114.0
537,M7V2144,62.84,450.0,21.0,2.5,5575.166666666667,46.0,0.0,26.07,0.0,123.24,0.0,120.0
538,M7V2145,922.66,450.0,18.0,2.5,4855.428571428572,69.0,36.45,61.97,0.0,120.64,0.0,120.0
539,M7V2146,687.7,450.0,21.0,2.5,2928.6153846153848,0.0,27.0,44.93,0.0,84.76,0.0,120.0
540,M7V2147,1101.12,450.0,26.0,2.5,5445.166666666667,115.0,16.2,43.975,0.0,131.3,0.0,120.0
541,M7V2155,-1917.69,450.0,10.0,4.3,3062.7118644067796,0.0,0.0,24.2,0.0,114.4,0.0,120.0
542,M7I2101,486.58,350.0,17.0,3.4,4957.25,192.28,0.0,18.7,0.0,88.4,0.0,114.0
543,M7I2102,67.82,350.0,22.0,1.6620000000000001,2400.0,0.0,0.0,19.8,0.0,93.6,0.0,114.0
544,M7I2103,-677.41,350.0,20.0,3.7,3540.0,92.0,0.0,19.8,0.0,93.6,0.0,90.0
545,M7I2104,1029.05,350.0,15.0,2.5,3144.6511627906975,193.2,0.0,19.8,0.0,93.6,0.0,108.0
546,M7I2105,245.89,350.0,21.0,3.6,3894.0,92.0,0.0,17.6,0.0,83.2,0.0,108.0
547,M7I2106,216.15,350.0,17.0,3.5,3720.0,181.7,0.0,18.7,0.0,88.4,0.0,108.0
548,M7I2107,1629.12,350.0,19.0,2.0926829268292684,3256.75,211.6,0.0,20.9,0.0,98.8,0.0,108.0
549,M7I2108,359.61,350.0,16.0,3.5,5315.384615384615,188.6,0.0,19.8,0.0,93.6,0.0,90.0
550,M7I2194,-7.88,350.0,17.0,1.825,3780.0,0.0,0.0,20.9,0.0,98.8,0.0,108.0
551,M7I2195,157.5,350.0,17.0,1.5182795698924731,3780.0,0.0,0.0,19.8,0.0,93.6,0.0,90.0
552,M7V2121,434.41,450.0,23.0,2.5,5371.75,92.0,0.0,22.0,0.0,104.0,0.0,102.0
553,M7V2122,1367.99,450.0,36.0,2.5,2817.2,92.0,0.0,17.6,0.0,83.2,0.0,108.0
554,M7V2123,1269.01,450.0,31.0,2.5,2083.6363636363635,92.0,0.0,24.2,0.0,114.4,0.0,90.0
555,M7V2124,-402.67,450.0,22.0,2.5,3650.0,0.0,0.0,20.9,0.0,98.8,0.0,90.0
556,M7V2125,1324.09,450.0,30.0,2.5,3275.1162790697676,188.6,0.0,17.6,0.0,83.2,0.0,108.0
557,M7V2126,-408.64,450.0,25.0,2.5,1897.0666666666666,0.0,0.0,22.0,0.0,104.0,0.0,90.0
558,M7V2127,-346.99,450.0,20.0,2.5,4888.307692307692,0.0,0.0,24.2,0.0,114.4,0.0,90.0
559,M7V2128,384.3,450.0,21.0,2.5,4826.285714285715,92.0,0.0,24.2,0.0,114.4,0.0,84.0
560,M7V2134,695.54,450.0,37.0,2.5,4474.75,92.0,0.0,24.2,0.0,114.4,0.0,93.0
561,M4V2161,1650.92,450.0,22.0,2.4,3280.156657963447,234.82999999999998,21.9328,0.0,76.76480000000001,0.0,32.8992,36.0
562,M6V2146,-1562.35,450.0,15.0,4.3,6826.818181818182,0.0,109.5,0.0,67.5,0.0,114.0,0.0
563,M6V2147,-1590.2,450.0,15.0,4.25,6873.913043478261,0.0,90.6,0.0,85.0,0.0,111.0,0.0
564,M6V2102,-253.39,450.0,15.0,1.9448275862068964,2780.5333333333333,0.0,16.2,0.0,88.2,0.0,0.0,0.0
565,M6V2103,-198.31,450.0,15.0,1.9448275862068964,3200.4545454545455,0.0,16.2,0.0,86.4,0.0,0.0,0.0
566,M6V2101,-1270.38,450.0,15.0,3.6100000000000003,2789.68085106383,0.0,106.2,0.0,88.2,0.0,120.0,0.0
567,M4V2130,963.51,450.0,19.0,2.8476190476190473,5896.692913385827,189.06,10.8,0.0,48.6,0.0,18.0,88.8
568,M2I2102,328.06,350.0,20.0,3.362285714285714,5998.719512195122,55.2,0.0,22.0,0.0,104.0,0.0,0.0
569,M2I2103,856.51,350.0,13.0,3.445714285714285,4642.64367816092,124.2,0.0,0.0,0.0,0.0,0.0,0.0
570,M2I2104,254.73,350.0,18.0,3.524375,4947.4,124.2,0.0,22.0,0.0,104.0,0.0,0.0
571,M2I2105,55.05,350.0,14.0,3.546875,4652.571428571428,55.2,0.0,22.0,0.0,104.0,0.0,132.0
572,M2I2106,921.34,350.0,14.0,2.5,4574.7,124.2,0.0,22.0,0.0,104.0,0.0,0.0
573,M2V2106,-1058.29,450.0,19.0,3.8333333333333335,816.7682926829268,55.2,0.0,25.3,0.0,119.6,0.0,132.0
574,M2V2108,435.27,450.0,15.0,2.83,471.0975609756098,55.2,0.0,22.0,0.0,104.0,0.0,72.0
575,M2V2109,-487.94,450.0,18.0,2.9,358.9024390243902,55.2,0.0,22.0,0.0,104.0,0.0,132.0
576,M4V2162,406.01,450.0,22.0,2.3,4712.5,0.0,211.75,0.0,86.8,0.0,90.8,0.0
577,M4V2163,346.03,450.0,22.0,2.4,4449.6,0.0,219.4,0.0,86.8,0.0,84.8,0.0
578,M4V2164,779.56,450.0,21.0,1.8,4859.545454545455,0.0,219.6,1.1,88.2,5.2,93.60000000000001,0.0
579,M4V2171,499.34,450.0,18.0,2.1,4738.333333333333,0.0,217.15,0.0,86.8,0.0,84.8,0.0
580,M6I21189,563.59,350.0,15.0,3.1,4108.75,92.0,0.0,22.0,0.0,104.0,0.0,108.0
581,M8V2132,175.9,450.0,14.0,2.5,3183.6190476190477,92.0,0.0,21.45,0.0,101.4,0.0,150.0
582,M4V2126,205.23,450.0,10.0,3.7975680000000005,8122.5,181.53,1.335,25.535,0.0,114.4,0.0,114.0
583,M4V2127,420.3,450.0,15.0,2.95625,3580.0060957025294,182.16,0.0,0.0,0.0,0.0,0.0,0.0
584,M4V2148,-707.3,450.0,18.0,3.742857142857143,3812.5641025641025,106.72,0.0,0.0,0.0,0.0,0.0,120.0
585,M6V21101,-1221.14,450.0,17.0,4.06,1974.7826086956522,0.0,118.0,0.0,98.0,0.0,56.0,0.0
586,M6V21102,-705.88,450.0,19.0,3.5,3251.4,0.0,118.0,0.0,98.0,0.0,56.0,0.0
587,M4V2135,-614.3,450.0,15.0,3.3579999999999997,1892.888888888889,55.2,0.0,0.0,0.0,0.0,0.0,0.0
588,M4V2137,-167.92,450.0,8.0,3.1,2836.5,154.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0
589,M4V2138,40.92,450.0,13.0,3.2329999999999997,4644.077669902913,98.9,0.0,0.0,0.0,0.0,0.0,0.0
590,M4V2139,-44.34,450.0,8.0,2.823,2846.866485013624,98.9,0.0,50.4,0.0,0.0,0.0,0.0
591,M4V2140,184.33,450.0,11.0,2.903,3926.761744966443,98.9,0.0,0.0,0.0,0.0,0.0,0.0
592,M4V2141,-155.47,450.0,15.0,3.525,3994.6428571428573,55.2,0.0,0.0,0.0,0.0,0.0,0.0
593,M4V2136,1.82,450.0,9.0,2.575,4361.940298507462,55.2,0.0,0.0,0.0,0.0,0.0,88.8
594,M2V2119,-691.47,450.0,12.0,2.45,580.1666666666666,0.0,0.0,22.0,0.0,104.0,0.0,105.0
595,M8V2117,-356.59,450.0,14.0,3.9115384615384614,3988.2051282051284,115.0,0.0,64.0,0.0,104.0,0.0,78.0
596,M8V2119,-324.7,450.0,14.0,3.832,3622.1794871794873,115.0,0.0,64.0,0.0,104.0,0.0,72.0
597,M6I2102,1019.7,350.0,15.0,2.5,3771.52,92.0,48.0,0.0,120.0,0.0,120.0,0.0
598,M6I2103,1296.1,350.0,17.0,2.5,2577.4117647058824,92.0,48.0,0.0,120.0,0.0,120.0,0.0
599,M6I2107,-195.48,350.0,15.0,2.845833333333333,3540.0,0.0,102.5,0.0,105.0,0.0,120.0,0.0
600,M6I2108,754.39,350.0,15.0,3.0529411764705885,3662.7884615384614,69.0,35.0,0.0,105.0,0.0,155.0,0.0
601,M6I2112,1094.21,350.0,15.0,2.5821428571428573,3717.0,69.0,35.0,0.0,105.0,0.0,35.0,0.0
602,M6I2113,631.06,350.0,15.0,3.1923076923076925,3540.0,69.0,35.0,0.0,105.0,0.0,0.0,0.0
603,M6I2114,991.57,350.0,15.0,2.6923076923076925,3268.409090909091,69.0,35.0,0.0,105.0,0.0,120.0,0.0
604,M4V2132,13.1,450.0,12.0,3.5780769036366387,2957.16814159292,92.0,20.0,0.0,90.0,0.0,0.0,90.0
605,M4V2133,-557.02,450.0,10.0,3.061363636363637,1538.9705882352941,92.0,20.0,0.0,90.0,0.0,0.0,90.0
606,M4V2134,313.0,450.0,15.0,3.1815789436039172,1950.5813953488373,92.0,20.0,0.0,90.0,0.0,0.0,90.0
607,M4V2175,2381.35,450.0,19.0,0.38688888888888895,2688.36370919287,92.0,20.0,0.0,90.0,0.0,0.0,90.0
608,M4V2128,-403.45,450.0,23.0,3.2058823529411766,1650.967741935484,0.0,152.35,0.77,98.4,3.64,105.0,0.0
609,M4V2149,266.99,450.0,23.0,2.450136363636364,3373.809523809524,0.0,157.14999999999998,0.0,99.84,0.0,115.8,0.0
610,M6V2112,-247.57,450.0,15.0,2.0,3128.5714285714284,0.0,0.0,19.8,0.0,93.6,0.0,0.0
611,M6V2168,-1210.33,450.0,20.0,4.0,2042.0,0.0,103.75,0.0,130.0,0.0,120.0,0.0
612,M6V2169,-401.61,450.0,23.0,3.1,2919.090909090909,0.0,193.75,0.0,130.0,0.0,120.0,0.0
613,M6V2170,-60.97,450.0,26.0,3.4,3232.2916666666665,0.0,218.75,0.0,104.0,0.0,0.0,0.0
614,M6V2171,-697.13,450.0,22.0,3.4,2627.2727272727275,0.0,103.75,0.0,130.0,0.0,120.0,0.0
615,M6V2172,-636.59,450.0,23.0,3.3,2105.4430379746836,0.0,103.75,0.0,130.0,0.0,120.0,0.0
616,M6V2183,-209.26,450.0,20.0,3.4,2231.224127735068,0.0,223.75,0.0,130.0,0.0,0.0,0.0
617,M6V2189,-609.78,450.0,22.0,3.3,3004.8,0.0,103.75,0.0,130.0,0.0,120.0,0.0
618,M2V2126,1159.53,450.0,20.0,2.5,3244.3333333333335,69.0,0.0,0.0,0.0,0.0,0.0,114.0
619,M2V2127,1165.53,450.0,20.0,2.5,3085.176470588235,69.0,0.0,0.0,0.0,0.0,0.0,114.0
620,M7I2147,904.21,350.0,22.0,2.988888889,4037.9411764705883,138.0,0.0,33.22,0.0,157.04,0.0,120.0
621,M7I2148,2003.94,350.0,17.0,1.982222222,3000.0,138.0,0.0,33.0,0.0,156.0,0.0,139.8
622,M7I2149,486.93,350.0,15.0,3.2851851850000005,3000.0,92.0,0.0,33.0,0.0,156.0,0.0,138.0
623,M7I2180,1290.53,350.0,17.0,2.23,3840.0,128.8,0.0,33.0,0.0,156.0,0.0,120.0
624,M6I2116,212.07,350.0,24.0,2.66,2724.0163934426228,0.0,184.25,20.25,128.0,0.0,56.0,0.0
625,M6I2117,525.88,350.0,23.0,2.25,2759.137931034483,0.0,76.25,20.25,128.0,0.0,56.0,0.0
626,M6I2118,-501.85,350.0,20.0,2.45,2970.0,0.0,56.0,0.0,128.0,0.0,56.0,0.0
627,M6I2119,-367.94,350.0,20.0,2.74,2072.8,0.0,76.25,20.25,128.0,0.0,56.0,0.0
628,M6I2120,-447.93,350.0,20.0,2.88,2245.0,0.0,76.25,20.25,128.0,0.0,56.0,0.0
629,M6I2121,286.75,350.0,19.0,2.45,2969.879518072289,0.0,184.25,20.25,56.0,0.0,128.0,0.0
630,M6I2122,420.36,350.0,23.0,2.41,3495.3968253968255,0.0,184.25,20.25,128.0,0.0,56.0,0.0
631,M6I2123,327.75,350.0,21.0,2.45,2970.0,0.0,184.25,20.25,56.0,0.0,128.0,0.0
632,M6I2124,232.41,350.0,20.0,2.5,1685.0,0.0,76.25,20.25,128.0,0.0,56.0,0.0
633,M4V2116,742.69,450.0,18.0,3.436,4907.7192982456145,195.5,18.0,30.748199999999997,90.0,0.0,30.0,40.709999999999994
634,M4V2117,1488.34,450.0,25.0,2.5,5038.326506729081,115.0,15.96,0.0,79.8,0.0,26.6,49.8
635,M4V2118,1491.18,450.0,23.0,2.602702702702703,4973.421926910299,207.8372,16.881600000000002,0.0,75.9672,0.0,28.136000000000003,74.58
636,M7I2109,306.89,350.0,19.0,2.6,1680.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
637,M7I2110,283.84,350.0,21.0,2.7,1980.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
638,M7I2111,-293.4,350.0,19.0,3.4,1500.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
639,M7I2112,78.75,350.0,20.0,2.9,900.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
640,M7I2113,14.22,350.0,20.0,3.1,1080.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
641,M2I2145,1081.32,350.0,17.0,2.5,2108.2608695652175,211.6,18.5,0.0,129.5,0.0,18.5,0.0
642,M2V2118,-711.77,450.0,17.0,2.845090909090909,3009.1017964071857,0.0,0.0,23.1,0.0,109.2,0.0,102.0
643,M8V2123,798.82,450.0,30.0,2.5,1901.2676056338028,69.0,0.0,22.0,0.0,104.0,0.0,120.0
644,M6V2151,-1.24,450.0,15.0,1.95,3443.5384615384614,0.0,0.0,30.8,0.0,145.6,0.0,138.0
645,M6I2174,863.47,350.0,10.0,2.293846153846154,3165.0561797752807,113.62,15.0,0.55,90.0,2.6,30.0,90.0
646,M6I2175,-254.38,350.0,13.0,3.785454545454545,3847.222222222222,168.82,15.0,0.55,90.0,2.6,30.0,90.0
647,M6I2176,9.29,350.0,12.0,3.2555555555555555,1770.0,168.82,15.0,0.495,90.0,2.34,30.0,138.0
648,M8V2101,1563.34,450.0,23.0,2.006896551724138,3013.9823008849557,69.0,10.28,0.0,77.1,0.0,111.5,0.0
649,M8V2102,1375.42,450.0,18.0,1.9853658536585368,2443.9024390243903,131.1,10.28,0.0,77.1,0.0,111.5,0.0
650,M2I2124,-874.1,350.0,15.0,3.01,1576.7142857142858,55.2,0.0,0.0,0.0,0.0,0.0,0.0
651,M7I21108,945.65,350.0,24.0,2.7826666666666666,3480.0,92.0,0.0,22.44,0.0,106.08,0.0,90.0
652,M2V2101,575.77,450.0,23.0,2.5,4699.857142857143,82.8,104.0,0.0,115.0,0.0,104.0,30.0
653,M2V2102,519.62,450.0,19.0,2.45,5028.315789473684,82.8,104.0,0.0,115.0,0.0,40.0,30.0
654,M2V2103,258.82,450.0,21.0,2.9,5892.413793103448,82.8,104.0,0.0,115.0,0.0,104.0,30.0
655,M2V2104,95.45,450.0,15.0,2.855,4361.6,82.8,104.0,0.0,115.0,0.0,104.0,30.0
656,M2V2105,682.7,450.0,18.0,2.21,4832.9807692307695,82.8,104.0,0.0,115.0,0.0,104.0,30.0
657,M2I2150,581.15,350.0,11.0,2.33,4778.367346938776,92.0,41.6,42.0,0.0,0.0,41.6,132.0
658,M2I2151,22.05,350.0,15.0,2.1,4260.0,0.0,41.6,42.0,0.0,0.0,41.6,132.0
659,M7I2124,1256.69,350.0,23.0,2.2,2904.0047405066416,92.0,22.05,0.33,98.0,1.56,0.0,132.6
