,Field_Name,CO2_kg_per_Ha,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,Total_N,Total_P,Total_K,Season,Hybrid,Planned_Yield_kg_per_ha
456,M6I2172,-883.5,12.0,2.72,4734.25,24.2,114.4,0.0,WINTER,DKB335PRO3,4500.0
457,M7I21131,-398.67,20.0,3.950561797752809,6921.797752808989,157.45,80.6,111.0,WINTER,AS1820PRO3,6000.0
458,M7I2196,-53.86,20.0,3.2,6345.0,137.53500000000003,77.22,109.98,WINTER,AS1820PRO3,6000.0
459,M7I2198,-550.94,22.0,3.4,5768.148148148148,97.878,79.976,98.16,WINTER,AS1820PRO3,6000.0
460,M7I2199,158.85,23.0,3.0,5385.4098360655735,133.9,88.4,100.2,WINTER,DKB360PRO3,4600.0
461,M7I2177,1125.68,20.0,2.459999918937683,7526.341463414634,204.9,98.8,108.0,WINTER,AS1822PRO3,6800.0
462,M7I2178,106.79,25.0,2.837500015894572,7687.6,111.8,93.6,108.0,WINTER,AG8700PRO4,4100.0
463,M7I2179,-1147.02,20.0,3.4375,7526.354166666667,19.8,93.6,120.0,WINTER,AS1822PRO3,6800.0
464,M7V2109,889.29,25.0,3.1,8704.85294117647,211.5,130.0,108.0,SUMMER,AS1820PRO3,6800.0
465,M7V2110,1379.92,29.0,2.3,6867.156862745098,208.0,120.0,108.0,SUMMER,AG9050PRO3,4600.0
466,M6V2139,802.59,15.0,0.5903333333333334,9676.0,23.3,76.89,0.0,SUMMER,AG8780PRO3,6300.0
467,M6V2140,534.02,15.0,1.453709677419355,11065.76,69.3,76.89,0.0,SUMMER,AG8780PRO3,6900.0
468,M6V2143,744.04,15.0,0.5900000000000001,9590.416666666666,0.0,0.0,90.0,SUMMER,AG8780PRO3,6300.0
469,M6V2136,-1008.32,15.0,3.73,12916.551724137931,112.33,105.56,120.0,SUMMER,AS1822PRO3,9800.0
470,M6I2133,889.8,21.0,3.0125,1434.888888888889,244.5,286.0,0.0,WINTER,DKB265PRO3,4200.0
471,M6I2173,1427.98,13.0,2.230769230769231,5278.0,244.5,286.0,0.0,WINTER,DKB335PRO3,4700.0
472,M6I2161,441.3,15.0,3.330000000000003,6480.0,213.7,140.4,138.0,WINTER,AS1800PRO3,4800.0
473,M6V2144,-454.38,15.0,2.4,6429.756097560976,29.7,140.4,0.0,SUMMER,AG7098PRO2,4200.0
474,M6I2142,874.36,21.0,2.9875,9095.272595544286,210.4,124.8,150.0,WINTER,DKB360PRO3,5400.0
475,M6I2145,493.64,21.0,3.1,8130.11063011063,190.8,249.6,0.0,WINTER,DKB360PRO3,5400.0
476,M6I21119,-1190.97,15.0,3.0355140186915888,3024.769230769231,15.0,90.0,120.0,WINTER,AS1633PRO3,3900.0
477,M6I21120,-1410.83,15.0,3.318181818181818,2710.3076923076924,15.0,90.0,120.0,WINTER,AS1633PRO3,3900.0
478,M6I21121,-1190.97,15.0,3.0355140186915888,3024.8571428571427,15.0,90.0,120.0,WINTER,AS1633PRO3,3900.0
479,M6I21124,-1262.25,15.0,3.1419354838709674,3266.830065359477,15.0,90.0,120.0,WINTER,AS1633PRO3,3900.0
480,M8V2112,836.03,13.0,2.7416666666666667,4611.452991452991,216.2,0.0,90.0,SUMMER,AG9030PRO3,4800.0
481,M8V2113,532.7,15.0,2.665,6139.406779661017,174.8,0.0,0.0,SUMMER,AG9030PRO3,4600.0
482,M6I2146,-780.0,15.0,2.67,6736.851851851852,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
483,M6I2147,-784.57,15.0,2.66,6363.333333333333,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
484,M6I2148,-878.14,15.0,2.66,3400.0,34.4,120.4,68.8,WINTER,AS1822PRO3,6800.0
485,M6I2149,-815.78,15.0,2.76,7722.5,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
486,M6I2150,-806.41,15.0,2.62,4736.5,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
487,M6I2151,-892.81,15.0,2.8,6221.428571428572,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
488,M6I2152,-526.57,15.0,2.22,4187.666666666667,34.4,120.4,68.8,WINTER,AS1822PRO3,7300.0
489,M6I21186,1050.18,15.0,2.2394736842105263,3097.375,204.6,130.0,130.2,WINTER,AS1633PRO3,3900.0
490,M6I21187,874.96,15.0,2.4363636363636365,2185.0,204.6,130.0,130.2,WINTER,AS1633PRO3,3500.0
491,M6I21188,924.29,24.0,2.6045454545454545,1858.9166666666667,204.6,130.0,130.2,WINTER,AS1633PRO3,3900.0
492,M8V2144,562.63,12.0,2.6,4517.25,184.66,3.12,0.0,SUMMER,AG8780PRO3,5200.0
493,M8V2145,1044.24,26.0,2.4,5779.6551724137935,185.32,6.24,0.0,SUMMER,AG8780PRO3,5200.0
494,M2I2118,-560.47,15.0,3.525,4175.988023952096,130.20000000000002,93.6,120.0,WINTER,AS1844PRO3,6700.0
495,M2I2120,-549.69,15.0,2.3200000000000003,7972.954545454545,0.0,0.0,120.0,WINTER,AG8480PRO3,8000.0
496,M2I2121,-1596.85,9.0,3.595,4123.609467455622,19.8,93.6,120.0,WINTER,AS1844PRO3,7200.0
497,M2I2122,10.59,9.0,3.365,6385.785123966943,185.95000000000002,96.2,120.0,WINTER,AS1844PRO3,7200.0
498,M2I2141,-608.16,15.0,2.407264,8170.533333333334,0.0,0.0,120.0,WINTER,AG8480PRO3,8000.0
499,M7V2159,211.31,25.0,4.0,7427.75,212.38,134.16,162.0,SUMMER,AG9030PRO3,4400.0
500,M8V2124,1417.4,28.0,2.1864285714285714,6290.869565217391,197.7,130.0,114.0,SUMMER,AG8480PRO3,7600.0
501,M8V2125,1180.36,25.0,2.4338,4910.8,203.2,156.0,114.0,SUMMER,AG8480PRO3,8300.0
502,M8V2126,780.88,25.0,3.068571428571428,5725.714285714285,207.8,156.0,114.6,SUMMER,AG8480PRO3,8300.0
503,M8V2149,1076.78,24.0,2.4338,3928.4,197.7,130.0,114.0,SUMMER,AG8480PRO3,7600.0
504,M6V21110,1107.97,15.0,2.5,10627.333333333334,206.0,104.0,120.0,SUMMER,AS1822PRO3,8700.0
505,M6V21111,-433.52,15.0,2.5,9658.608695652174,22.0,104.0,120.0,SUMMER,AS1822PRO3,8700.0
506,M8V2127,765.19,14.0,2.563913043478261,4805.416666666667,194.0,156.0,115.8,SUMMER,AG8480PRO3,7600.0
507,M8V2128,871.47,17.0,2.717777777777777,6978.75,203.2,156.0,115.8,SUMMER,AG8480PRO3,7600.0
508,M8V2129,1031.5,25.0,2.5357142857142856,4213.561643835616,197.7,130.0,115.8,SUMMER,AG8480PRO3,7600.0
509,M8V2130,1705.3,16.0,2.5846153846153843,5381.578947368421,276.8,156.0,115.8,SUMMER,AG8480PRO3,7600.0
510,M7V2137,1626.4,31.0,3.2700000000000005,5677.60736196319,284.46000000000004,76.96,120.0,SUMMER,3800RR2,6800.0
511,M7V2138,1198.62,27.0,2.5,4981.533333333334,209.48,76.96,0.0,SUMMER,AG7098PRO2,5900.0
512,M7V2139,1555.52,37.0,2.5,5611.565217391304,217.76,76.96,111.0,SUMMER,3800RR2,6800.0
513,M7V2140,1550.66,33.0,2.5,7689.245283018868,223.28,76.96,0.0,SUMMER,DKB290PRO3,5800.0
514,M7V2141,1198.42,32.0,2.5,4662.666666666667,200.28,76.96,0.0,SUMMER,AG7098PRO2,5900.0
515,M6I2185,1227.33,15.0,2.5,7342.524916943521,247.0,120.0,160.0,WINTER,DKB290PRO3,5300.0
516,M6I2186,1227.33,15.0,2.5,7342.532467532467,247.0,120.0,160.0,WINTER,DKB290PRO3,5300.0
517,M6I21146,367.54,12.0,2.95,7889.0625,184.0,0.0,0.0,WINTER,DKB360PRO3,6300.0
518,M6I21147,387.73,12.0,2.9,7350.1984126984125,184.0,0.0,0.0,WINTER,DKB360PRO3,5900.0
519,M6I21148,247.19,14.0,3.2,8663.257670241956,184.0,0.0,0.0,WINTER,DKB360PRO3,5900.0
520,M6I21149,424.83,13.0,2.9,7879.950083194675,184.0,0.0,0.0,WINTER,DKB360PRO3,5900.0
521,M7I2156,-43.81,21.0,3.8,6652.177246243484,187.76,135.2,120.0,WINTER,AG9000PRO3,5100.0
522,M7I2157,295.39,21.0,3.4,7674.285714285715,189.14,135.2,111.0,WINTER,AG9000PRO3,5100.0
523,M7I2158,120.65,24.0,3.6,7704.150943396226,179.88,93.6,103.8,WINTER,AG9000PRO3,5100.0
524,M7V2115,1131.2,20.0,2.9285714285714284,8543.68,233.06,231.92,132.0,SUMMER,DKB360PRO3,5300.0
525,M7V2116,183.79,18.0,3.9,7527.272727272727,219.06,228.8,115.2,SUMMER,DKB360PRO3,5000.0
526,M7V2117,497.31,18.0,3.54,7495.0,223.53,230.36,118.2,SUMMER,DKB360PRO3,5000.0
527,M7V2118,567.74,18.0,3.657142857142857,7065.106382978724,239.5,231.92,124.2,SUMMER,DKB360PRO3,5000.0
528,M7V2119,742.46,19.0,3.3125,6109.166666666667,233.06,231.92,118.2,SUMMER,DKB360PRO3,5000.0
529,M7V2120,2027.96,27.0,2.5,8636.666666666666,274.64,428.48,135.6,SUMMER,DKB360PRO3,5300.0
530,M6I21181,476.87,23.0,2.6153846153846154,5666.153846153846,14.0,152.0,0.0,WINTER,AG8088PRO2,4500.0
531,M6I21182,754.96,18.0,2.3625,5678.461538461538,14.0,152.0,0.0,WINTER,AG8088PRO2,4500.0
532,M4V2156,1296.0,28.0,2.5964285714285715,7594.888888888889,224.5438,76.22160000000001,72.6624,SUMMER,DKB230PRO3,5800.0
533,M4V2157,1704.04,27.0,2.745945945945946,6293.545454545455,273.475,73.6344,54.5412,SUMMER,DKB230PRO3,6400.0
534,M4V2158,931.08,24.0,2.371052631578947,5362.086956521739,186.608,73.0296,69.38040000000001,SUMMER,DKB230PRO3,5800.0
535,M7V2142,654.06,18.0,2.5,8170.476190476191,128.13,95.16,120.0,SUMMER,AG8061PRO2,5400.0
536,M7V2143,-499.54,16.0,2.5,7009.166666666667,22.0,104.0,114.0,SUMMER,DKB290PRO3,5800.0
537,M7V2144,62.84,21.0,2.5,9692.583333333334,72.07,123.24,120.0,SUMMER,AG1051,9300.0
538,M7V2145,922.66,18.0,2.5,8304.190476190477,167.42000000000002,120.64,120.0,SUMMER,AG1051,9300.0
539,M7V2146,687.7,21.0,2.5,7864.0,125.93,84.76,120.0,SUMMER,DKB290PRO3,5800.0
540,M7V2147,1101.12,26.0,2.5,9402.833333333334,175.17499999999998,131.3,120.0,SUMMER,AG1051,9300.0
541,M7V2155,-1917.69,10.0,4.3,7749.830508474576,24.2,114.4,120.0,SUMMER,DKB290PRO3,6100.0
542,M7I2101,486.58,17.0,3.4,9272.75,210.98,88.4,114.0,WINTER,DKB360PRO3,5900.0
543,M7I2102,67.82,22.0,1.662,4491.777777777777,19.8,93.6,114.0,WINTER,DKB335PRO3,5900.0
544,M7I2103,-677.41,20.0,3.7,6625.538461538462,111.8,93.6,90.0,WINTER,DKB335PRO3,5900.0
545,M7I2104,1029.05,15.0,2.5,6030.0,213.0,93.6,108.0,WINTER,DKB360PRO3,5900.0
546,M7I2105,245.89,21.0,3.6,6828.0,201.6,83.2,108.0,WINTER,DKB335PRO3,5900.0
547,M7I2106,216.15,17.0,3.5,6522.888888888889,200.39999999999998,88.4,108.0,WINTER,DKB335PRO3,5900.0
548,M7I2107,1629.12,19.0,2.0926829268292684,6377.125,232.5,98.8,108.0,WINTER,DKB360PRO3,6100.0
549,M7I2108,359.61,16.0,3.5,9417.692307692309,208.4,93.6,90.0,WINTER,DKB360PRO3,5900.0
550,M7I2194,-7.88,17.0,1.825,7513.461538461538,20.9,98.8,108.0,WINTER,DKB360PRO3,6300.0
551,M7I2195,157.5,17.0,1.5182795698924731,7513.406593406594,19.8,93.6,90.0,WINTER,DKB360PRO3,6300.0
552,M7V2121,434.41,23.0,2.5,9795.375,114.0,104.0,102.0,SUMMER,AS1822PRO3,8700.0
553,M7V2122,1367.99,36.0,2.5,5625.3,201.6,83.2,108.0,SUMMER,3500RR2,4900.0
554,M7V2123,1269.01,31.0,2.5,3978.0,208.2,114.4,90.0,SUMMER,3500RR2,4900.0
555,M7V2124,-402.67,22.0,2.5,6748.1,20.9,98.8,90.0,SUMMER,3320RR2,6700.0
556,M7V2125,1324.09,30.0,2.5,6660.930232558139,206.2,83.2,108.0,SUMMER,3500RR2,4900.0
557,M7V2126,-408.64,25.0,2.5,4366.0,22.0,104.0,90.0,SUMMER,AG9000PRO3,4200.0
558,M7V2127,-346.99,20.0,2.5,9044.076923076924,24.2,114.4,90.0,SUMMER,AG8700PRO3,5100.0
559,M7V2128,384.3,21.0,2.5,9175.42857142857,116.2,114.4,84.0,SUMMER,AG8700PRO3,5100.0
560,M7V2134,695.54,37.0,2.5,8528.25,116.2,114.4,93.0,SUMMER,AS1822PRO3,8700.0
561,M4V2161,1650.92,22.0,2.4,6342.036553524805,256.7628,76.76480000000001,68.89920000000001,SUMMER,2200RR2,5900.0
562,M6V2146,-1562.35,15.0,4.3,11647.727272727272,109.5,67.5,114.0,SUMMER,AG1051,11000.0
563,M6V2147,-1590.2,15.0,4.25,11672.173913043478,90.6,85.0,111.0,SUMMER,AG1051,11000.0
564,M6V2102,-253.39,15.0,1.9448275862068964,7282.533333333334,16.2,88.2,0.0,SUMMER,DKB177PRO3,7200.0
565,M6V2103,-198.31,15.0,1.9448275862068964,9030.454545454546,16.2,86.4,0.0,SUMMER,DKB177PRO3,7200.0
566,M6V2101,-1270.38,15.0,3.61,5404.36170212766,106.2,88.2,120.0,SUMMER,AG9025PRO3,8700.0
567,M4V2130,963.51,19.0,2.8476190476190477,9507.71653543307,213.66000000000003,48.6,106.8,SUMMER,DKB265PRO3,7200.0
568,M2I2102,328.06,20.0,3.362285714285714,10312.378048780489,187.60000000000002,104.0,0.0,WINTER,DKB255PRO3,6900.0
569,M2I2103,856.51,13.0,3.445714285714285,8392.413793103447,179.4,0.0,0.0,WINTER,DKB255PRO3,6800.0
570,M2I2104,254.73,18.0,3.524375,8814.133333333333,201.4,104.0,0.0,WINTER,DKB255PRO3,6900.0
571,M2I2105,55.05,14.0,3.546875,8181.142857142857,187.60000000000002,104.0,132.0,WINTER,DKB255PRO3,6800.0
572,M2I2106,921.34,14.0,2.5,8424.9,201.4,104.0,0.0,WINTER,DKB255PRO3,6800.0
573,M2V2106,-1058.29,19.0,3.8333333333333335,4640.609756097561,80.5,119.6,132.0,SUMMER,AG8690PRO3,6000.0
574,M2V2108,435.27,15.0,2.83,2379.390243902439,187.60000000000002,104.0,72.0,SUMMER,3700RR2,5100.0
575,M2V2109,-487.94,18.0,2.9,2216.7073170731705,77.2,104.0,132.0,SUMMER,3700RR2,5100.0
576,M4V2162,406.01,22.0,2.3,10532.916666666666,211.75,86.8,90.8,SUMMER,AS1850PRO3,6800.0
577,M4V2163,346.03,22.0,2.4,9965.6,219.4,86.8,84.8,SUMMER,AS1850PRO3,5400.0
578,M4V2164,779.56,21.0,1.8,9846.818181818182,220.7,93.4,93.6,SUMMER,AS1850PRO3,6800.0
579,M4V2171,499.34,18.0,2.1,10669.333333333334,217.15,86.8,84.8,SUMMER,AS1850PRO3,5400.0
580,M6I21189,563.59,15.0,3.1,7688.625,206.0,104.0,108.0,WINTER,AS1822PRO3,6400.0
581,M8V2132,175.9,14.0,2.5,6973.9047619047615,113.45,101.4,150.0,SUMMER,AS1730PRO3,4100.0
582,M4V2126,205.23,10.0,3.797568000000001,13901.309523809525,208.4,114.4,114.0,SUMMER,AG9025PRO3,8500.0
583,M4V2127,420.3,15.0,2.95625,7194.757695824444,182.16,0.0,0.0,SUMMER,DKB230PRO3,5800.0
584,M4V2148,-707.3,18.0,3.742857142857143,7756.923076923077,106.72,0.0,120.0,SUMMER,DKB230PRO3,5800.0
585,M6V21101,-1221.14,17.0,4.06,4417.826086956522,208.0,98.0,56.0,SUMMER,DKB240PRO3,4900.0
586,M6V21102,-705.88,19.0,3.5,6256.2,208.0,98.0,56.0,SUMMER,DKB240PRO3,4900.0
587,M4V2135,-614.3,15.0,3.358,4207.333333333333,110.4,0.0,0.0,SUMMER,DKB235PRO3,4500.0
588,M4V2137,-167.92,8.0,3.1,4812.0,154.10000000000002,0.0,0.0,SUMMER,AG8070PRO3,5100.0
589,M4V2138,40.92,13.0,3.233,7957.57281553398,165.60000000000002,0.0,0.0,SUMMER,AG8070PRO3,5100.0
590,M4V2139,-44.34,8.0,2.823,4779.83651226158,149.3,0.0,0.0,SUMMER,AG8070PRO3,5500.0
591,M4V2140,184.33,11.0,2.903,6038.338926174497,165.60000000000002,0.0,0.0,SUMMER,AG8070PRO3,5500.0
592,M4V2141,-155.47,15.0,3.525,7309.642857142857,165.60000000000002,0.0,0.0,SUMMER,DKB230PRO3,5800.0
593,M4V2136,1.82,9.0,2.575,8027.114427860696,110.4,0.0,88.8,SUMMER,DKB230PRO3,5800.0
594,M2V2119,-691.47,12.0,2.45,2479.25,22.0,104.0,105.0,SUMMER,AG8088PRO2,6300.0
595,M8V2117,-356.59,14.0,3.911538461538461,6908.333333333333,179.0,104.0,78.0,SUMMER,AS1777PRO3,6600.0
596,M8V2119,-324.7,14.0,3.832,6130.0,179.0,104.0,72.0,SUMMER,AS1777PRO3,6600.0
597,M6I2102,1019.7,15.0,2.5,7189.28,232.0,120.0,120.0,WINTER,AG8480PRO4,4700.0
598,M6I2103,1296.1,17.0,2.5,4777.294117647059,280.0,240.0,210.0,WINTER,AG8480PRO4,4700.0
599,M6I2107,-195.48,15.0,2.845833333333333,6207.2,237.5,105.0,120.0,WINTER,DKB335PRO3,4700.0
600,M6I2108,754.39,15.0,3.0529411764705885,6363.365384615385,242.0,105.0,155.0,WINTER,DKB335PRO3,4700.0
601,M6I2112,1094.21,15.0,2.5821428571428573,6517.666666666667,242.0,105.0,35.0,WINTER,DKB335PRO3,4700.0
602,M6I2113,631.06,15.0,3.1923076923076925,6207.295081967213,242.0,105.0,0.0,WINTER,DKB335PRO3,5900.0
603,M6I2114,991.57,15.0,2.6923076923076925,5389.886363636364,242.0,105.0,120.0,WINTER,DKB335PRO3,5900.0
604,M4V2132,13.1,12.0,3.5780769036366387,5760.0,204.0,90.0,90.0,SUMMER,DKB230PRO3,5800.0
605,M4V2133,-557.02,10.0,3.061363636363637,3331.029411764706,112.0,90.0,90.0,SUMMER,DKB230PRO3,6400.0
606,M4V2134,313.0,15.0,3.181578943603917,3987.2093023255816,204.0,90.0,90.0,SUMMER,AG8070PRO3,5500.0
607,M4V2175,2381.35,19.0,0.3868888888888889,4939.014620468656,204.0,90.0,90.0,SUMMER,DKB230PRO3,5800.0
608,M4V2128,-403.45,23.0,3.2058823529411766,4316.451612903225,221.07000000000002,102.04,105.0,SUMMER,DKB235PRO3,4600.0
609,M4V2149,266.99,23.0,2.450136363636364,7144.761904761905,226.0,99.84,115.8,SUMMER,AG9025PRO3,7300.0
610,M6V2112,-247.57,15.0,2.0,5877.321428571428,19.8,93.6,0.0,SUMMER,DKB230PRO3,5400.0
611,M6V2168,-1210.33,20.0,4.0,4456.4,182.5,130.0,120.0,SUMMER,DKB363PRO3,3000.0
612,M6V2169,-401.61,23.0,3.1,5512.954545454545,193.75,130.0,120.0,SUMMER,DKB363PRO3,3000.0
613,M6V2170,-60.97,26.0,3.4,6593.958333333333,297.5,104.0,0.0,SUMMER,DKB230PRO3,5400.0
614,M6V2171,-697.13,22.0,3.4,5286.493506493506,182.5,130.0,120.0,SUMMER,DKB363PRO3,3000.0
615,M6V2172,-636.59,23.0,3.3,4212.53164556962,182.5,130.0,120.0,SUMMER,DKB363PRO3,3000.0
616,M6V2183,-209.26,20.0,3.4,4831.756357185098,302.5,130.0,0.0,SUMMER,DKB230PRO3,5400.0
617,M6V2189,-609.78,22.0,3.3,5704.8,182.5,130.0,120.0,SUMMER,DKB230PRO3,5400.0
618,M2V2126,1159.53,20.0,2.5,7325.333333333333,207.0,0.0,114.0,SUMMER,AG8088PRO2,6300.0
619,M2V2127,1165.53,20.0,2.5,7506.470588235294,207.0,0.0,114.0,SUMMER,AG8088PRO2,6300.0
620,M7I2147,904.21,22.0,2.988888889,7723.823529411765,217.22,157.04,120.0,WINTER,AG8700PRO3,6400.0
621,M7I2148,2003.94,17.0,1.982222222,6000.0,263.0,156.0,139.8,WINTER,AS1800PRO3,5000.0
622,M7I2149,486.93,15.0,3.2851851850000005,5861.634615384615,217.0,156.0,138.0,WINTER,AG8700PRO3,4600.0
623,M7I2180,1290.53,17.0,2.23,3918.362068965517,221.6,156.0,120.0,WINTER,AG8700PRO3,6400.0
624,M6I2116,212.07,24.0,2.66,4545.245901639344,204.5,128.0,56.0,WINTER,3500RR2,4600.0
625,M6I2117,525.88,23.0,2.25,4856.724137931034,137.0,128.0,56.0,WINTER,3500RR2,4500.0
626,M6I2118,-501.85,20.0,2.45,5207.6,56.0,128.0,56.0,WINTER,3500RR2,4500.0
627,M6I2119,-367.94,20.0,2.74,3466.0,96.5,128.0,56.0,WINTER,3500RR2,4600.0
628,M6I2120,-447.93,20.0,2.88,4227.5,96.5,128.0,56.0,WINTER,3500RR2,4600.0
629,M6I2121,286.75,19.0,2.45,5207.831325301205,204.5,56.0,128.0,WINTER,3500RR2,4500.0
630,M6I2122,420.36,23.0,2.41,5899.36507936508,204.5,128.0,56.0,WINTER,3500RR2,4500.0
631,M6I2123,327.75,21.0,2.45,5208.181818181818,204.5,56.0,128.0,WINTER,3500RR2,4500.0
632,M6I2124,232.41,20.0,2.5,3395.714285714286,137.0,128.0,56.0,WINTER,3500RR2,4500.0
633,M4V2116,742.69,18.0,3.436,8944.21052631579,244.2482,90.0,70.71000000000001,SUMMER,AS1730PRO3,4800.0
634,M4V2117,1488.34,25.0,2.5,9842.598010532476,229.86,79.8,76.4,SUMMER,AS1730PRO3,5700.0
635,M4V2118,1491.18,23.0,2.602702702702703,10463.824289405686,238.5188,75.9672,102.71600000000001,SUMMER,AS1730PRO3,4800.0
636,M7I2109,306.89,19.0,2.6,1768.4552845528456,150.8,104.0,108.0,WINTER,AS1868PRO3,3600.0
637,M7I2110,283.84,21.0,2.7,2084.205607476636,150.8,104.0,108.0,WINTER,AS1868PRO3,3600.0
638,M7I2111,-293.4,19.0,3.4,1578.9528795811518,150.8,104.0,108.0,WINTER,AS1868PRO3,3600.0
639,M7I2112,78.75,20.0,2.9,947.4545454545456,150.8,104.0,108.0,WINTER,AS1868PRO3,3600.0
640,M7I2113,14.22,20.0,3.1,3600.0,150.8,104.0,108.0,WINTER,AS1868PRO3,3800.0
641,M2I2145,1081.32,17.0,2.5,4048.0434782608695,230.1,129.5,18.5,WINTER,AS1850PRO3,6300.0
642,M2V2118,-711.77,17.0,2.845090909090909,7658.802395209581,23.1,109.2,102.0,SUMMER,AG8690PRO3,6000.0
643,M8V2123,798.82,30.0,2.5,3934.647887323944,160.0,104.0,120.0,SUMMER,DKB230PRO3,5100.0
644,M6V2151,-1.24,15.0,1.95,8123.538461538462,30.8,145.6,138.0,SUMMER,AS1633PRO3,5100.0
645,M6I2174,863.47,10.0,2.293846153846154,5682.247191011236,198.17000000000002,92.6,120.0,WINTER,DKB255PRO3,6700.0
646,M6I2175,-254.38,13.0,3.785454545454545,7694.444444444444,184.37,92.6,120.0,WINTER,AG9035PRO3,5700.0
647,M6I2176,9.29,12.0,3.2555555555555555,3540.0,184.59,93.64,168.0,WINTER,AG9035PRO3,4400.0
648,M8V2101,1563.34,23.0,2.006896551724138,5500.0,217.28,77.1,111.5,SUMMER,3500RR2,4700.0
649,M8V2102,1375.42,18.0,1.9853658536585368,4552.682926829269,210.38,77.1,111.5,SUMMER,3500RR2,4700.0
650,M2I2124,-874.1,15.0,3.01,2775.0714285714284,55.2,0.0,0.0,WINTER,AG9025PRO3,5300.0
651,M7I21108,945.65,24.0,2.7826666666666666,6588.4,206.44,106.08,90.0,WINTER,AS1820PRO3,5800.0
652,M2V2101,575.77,23.0,2.5,9615.142857142857,186.8,115.0,134.0,SUMMER,AG8480PRO3,6100.0
653,M2V2102,519.62,19.0,2.45,9265.263157894737,186.8,115.0,70.0,SUMMER,AG8480PRO3,6100.0
654,M2V2103,258.82,21.0,2.9,10292.586206896553,186.8,115.0,134.0,SUMMER,AG8480PRO3,6100.0
655,M2V2104,95.45,15.0,2.855,7959.1,186.8,115.0,134.0,SUMMER,DKB255PRO3,4900.0
656,M2V2105,682.7,18.0,2.21,9428.46153846154,186.8,115.0,134.0,SUMMER,AG8480PRO3,6100.0
657,M2I2150,581.15,11.0,2.33,8965.0,175.6,0.0,173.6,WINTER,AG8480PRO3,6700.0
658,M2I2151,22.05,15.0,2.1,7992.5,83.6,0.0,173.6,WINTER,AG8480PRO3,6700.0
659,M7I2124,1256.69,23.0,2.2,5438.200582687275,207.04000000000002,102.68,132.6,WINTER,DKB265PRO3,4400.0
660,M7I2125,525.31,20.0,3.1,5404.768583450211,207.04000000000002,102.68,132.0,WINTER,DKB265PRO3,3500.0
661,M7I2126,917.24,21.0,2.6,5404.920913884007,207.04000000000002,102.68,132.0,WINTER,DKB265PRO3,4400.0
662,M7V2101,1094.49,37.0,2.5,6400.923076923077,138.59,119.08,134.13,SUMMER,DKB335PRO3,4900.0
663,M7V2102,635.65,26.0,2.5,4478.75,122.39000000000001,119.08,139.18200000000002,SUMMER,DKB335PRO3,4900.0
664,M7V2103,1501.11,34.0,2.5,6136.025641025641,188.72,131.04,132.0,SUMMER,AG9000PRO3,3900.0
665,M7V2104,1610.33,27.0,2.5,7837.34693877551,205.02,120.64,140.4,SUMMER,AS1757PRO3,5200.0
666,M7V2105,1598.43,23.0,2.5,10280.227272727272,204.36,117.52,138.0,SUMMER,AS1757PRO3,5800.0
667,M7V2108,1063.82,18.0,2.5,9935.897435897436,169.59,119.08,111.132,SUMMER,AS1757PRO3,6500.0
668,M6I2162,155.08,15.0,2.5,4800.0,121.7,140.4,138.0,WINTER,AS1800PRO3,4400.0
669,M6V2138,-916.27,15.0,3.3,5925.2830188679245,59.4,280.8,0.0,SUMMER,AG7098PRO2,4200.0
670,M4V2122,372.01,21.0,2.15,6823.809523809524,211.3,98.4,96.0,SUMMER,DKB240PRO3,7800.0
671,M4V2123,808.53,27.0,1.85,922.8333333333334,204.57999999999998,108.16,97.8,SUMMER,AG9025PRO3,8500.0
672,M6I21113,1291.91,19.0,2.5,3721.794871794872,252.8,112.0,64.0,WINTER,AS1633,4400.0
673,M7I2137,1070.86,20.0,2.8705882352941177,8468.058252427185,228.51999999999998,120.64,132.0,WINTER,AG8700PRO3,6400.0
674,M7I2138,-161.42,14.0,3.2375,7712.058823529412,144.72,105.04,120.0,WINTER,AG8700PRO3,6500.0
675,M7I2139,1079.74,18.0,2.803125,8516.31067961165,228.85,122.2,120.0,WINTER,AS1820PRO3,7800.0
676,M7I2140,1470.48,20.0,2.34375,8629.801980198019,228.85,122.2,132.0,WINTER,AS1820PRO3,7800.0
677,M7I2141,1054.28,17.0,2.771875,8148.333333333333,227.2,114.4,120.0,WINTER,AS1820PRO3,7800.0
678,M7I2142,161.83,15.0,2.8657142857142857,7712.115384615385,147.8,119.6,120.0,WINTER,AG8700PRO3,6500.0
679,M7I2143,995.21,19.0,2.9611111111111112,8784.857142857143,228.74,121.68,132.0,WINTER,AG8700PRO3,6400.0
680,M7I2144,1525.87,18.0,2.1638888888888888,7712.056074766355,228.51999999999998,120.64,120.0,WINTER,AG8700PRO3,6500.0
681,M7I2145,652.68,16.0,3.203333333333333,5810.606060606061,228.51999999999998,120.64,120.0,WINTER,AS1820PRO3,4000.0
682,M7I2146,553.37,19.0,3.55625,8856.9,228.51999999999998,120.64,132.0,WINTER,AS1820PRO3,7800.0
